PC,metabolite,loading,low,high
2,(5E)-isovitamin D3,0.0602398484623594,0.0181562008664329,0.0964411898121327
2,1,5-anhydroglucitol,0.147171140244802,0.120641275132683,0.167644433497354
2,1-monopalmitin,0.106250733938521,0.0465184850263971,0.133909206714676
2,1-monostearin,0.0660854418105353,0.0211989483079298,0.100268909130959
2,2,3-dihydroxypyridine,0.0869712202132595,0.0426674221528753,0.130314545146438
2,2,4-diaminobutyric acid,0.0409469032907622,-0.0108594084487113,0.0863293985638026
2,2,5-dihydroxypyrazine ,0.0364635247517853,-0.00326797355335623,0.0765662066546922
2,2-aminobutyric acid,0.0652277857953077,0.0104828054975458,0.107704382064308
2,2-hydroxyglutaric acid,0.153570312907172,0.118358738529375,0.176390426855793
2,2-ketoisocaproic acid,0.0446401605425268,-0.00835191266815405,0.092320731981876
2,2-picolinic acid,0.0911128016898076,0.0396629232149297,0.126714901530559
2,3-Amino-2-piperidone ,-0.0914381073419874,-0.124740308501018,-0.0365539179124424
2,3-aminoisobutyric acid,-0.0381414795129557,-0.0817343927260955,0.00356139998759837
2,3-phosphoglycerate,-0.0544206707900197,-0.0938513482383942,-0.00273512110511534
2,4-hydroxymandelic acid,0.0834956312943303,0.0120319659374158,0.126275524791535
2,5-hydroxynorvaline ,-0.046990713137947,-0.0876068838498992,0.00672723175594664
2,5-methoxytryptamine,0.0138565307835849,-0.0637634919906701,0.0521976333108528
2,6-Oxopiperidine-2-carboxylic acid ,-0.0730524932804542,-0.11800415124549,-0.0196315610360629
2,6-deoxygalactofuranose ,-0.164251286283521,-0.179907773903177,-0.128038440077998
2,N-acetylmannosamine,0.111333639855352,0.0766288600591975,0.138195402025816
2,N-alpha-acetyllysine ,0.0720700041493838,0.00145814485819396,0.116341925337077
2,N-methyl-UMP,0.068302294568493,0.0108175731571891,0.11036882432574
2,UDP-N-acetylglucosamine,-0.0232376460887581,-0.0560552375937586,0.00477197856719511
2,adenine,-0.0659176524372299,-0.0793264183344008,-0.0425706455259404
2,adenosine,-0.069404768044814,-0.0929680438401582,-0.0438524761375733
2,adenosine-5-monophosphate,0.00307598601642841,-0.0393177433335818,0.0505648153145374
2,adipic acid,0.014386713613605,-0.0436650192373764,0.0983464222079747
2,agmatine,0.0638990988618498,0.0146847577101976,0.0903203842464073
2,alanine,-0.137457995876375,-0.168288271773304,-0.0957471611740751
2,alanine-alanine,-0.0223708367533398,-0.0724827422198032,0.0347397598043259
2,alpha-aminoadipic acid,-0.00124225907124281,-0.0442436854661126,0.0461070421247531
2,alpha-ketoglutarate,-0.0483391055102264,-0.0789643095498948,-0.000355703625309733
2,aminomalonic acid,-0.0845696420878726,-0.113271975082399,-0.033994907590748
2,arachidonic acid,-0.0277184455324418,-0.0643271552133913,0.0127774091651792
2,asparagine,-0.0440939000541817,-0.0836234957417688,0.0180134459357188
2,aspartic acid,-0.0925762555216367,-0.121997495484803,-0.0442981735196098
2,azelaic acid,-0.000653841871008273,-0.0552537086359065,0.0610225303686904
2,behenic acid,0.108364562363353,0.0644257915674522,0.133731698219621
2,beta-alanine,0.106778313316557,0.0516472960102885,0.136434799765058
2,beta-gentiobiose,0.0340587589806914,-0.0263730240837246,0.094174667193009
2,beta-glutamic acid,-0.0861269503788043,-0.126153850703466,-0.0282720221819416
2,beta-glycerolphosphate,-0.0601338633961872,-0.102248932643123,-0.0137092178736939
2,beta-sitosterol,0.0890025797903062,0.0525368806078306,0.13670412185822
2,bisphosphoglycerol ,-0.0297604554646189,-0.0844255965011098,0.0325626164508592
2,butyrolactam ,0.0745884137303865,0.028887752142026,0.103376114159322
2,cadaverine,0.147456829826777,0.109594501269549,0.168140231735055
2,campesterol ,0.118955073472643,0.0706953070088346,0.144178808300759
2,capric acid,0.00919789080273982,-0.0352935494862129,0.0374489027868115
2,cholesterol,0.0963088182868038,0.0526465154810658,0.120446441162496
2,ciliatine,-0.173830196373639,-0.184668971822288,-0.148777072459303
2,citric acid,0.0100001267137423,-0.0420207944661071,0.0675478156659517
2,citrulline,-0.110079446260275,-0.134127236055153,-0.065897399639093
2,conduritol-beta-epoxide,0.203646451854993,0.172533949023377,0.217416623285863
2,creatinine,0.109172955243115,0.0462681963639441,0.144900842663455
2,cyanoalanine,-0.0423579522226478,-0.0857503498570205,0.00127499319163367
2,cysteine,-0.00340506687039409,-0.0542181670857574,0.0484972389438843
2,cystine,-0.0186627147687046,-0.0745640407695592,0.0268949183356274
2,cytidine-5-monophosphate,-0.0337926332297709,-0.0570649694060311,-0.00602934076466098
2,cytosine,0.0109892817058245,-0.0268232001210641,0.0441386042430315
2,dehydroascorbic acid,0.105190964490814,0.0594144702475449,0.129758569022301
2,dehydrocholesterol,0.0483880449116901,-0.0118519708818105,0.11110486628964
2,diphenoxyethane,0.0800583142149918,0.0295541019656166,0.1132247568907
2,docosahexaenoic acid,-0.0375050969888389,-0.0873466190325991,0.0120587592805403
2,dopamine ,0.0671088023148934,-0.00424681787577818,0.115227557176155
2,erythritol,0.0709227590679842,0.0223486159766166,0.107038384277128
2,erythronic acid lactone,-0.0726503393329814,-0.111061425680246,-0.0250167091379635
2,ethanol phosphate ,0.01764746173936,-0.0200313009154244,0.0493615138470887
2,ethanolamine,0.0128971383580298,-0.0316147313173097,0.0549007168895133
2,fructose,-0.0238466816983468,-0.0589561438330783,0.00801548478042479
2,fructose-1-phosphate,-0.0674777236171594,-0.101600059847545,-0.029702715058016
2,fructose-6-phosphate,-0.122260880783237,-0.131895199142126,-0.097906658718639
2,fumaric acid,0.0266233683375846,-0.00894783284852488,0.066327943512016
2,galactinol,0.0489885003069665,-0.00737544711922661,0.0866889616110795
2,galactose-6-phosphate,-0.0610852240337685,-0.0979295524451991,-0.0207165651658924
2,gluconic acid,-0.0193238190046881,-0.0528827229487335,0.0204212639327495
2,gluconic acid lactone,0.114046845816733,0.0567139179652546,0.144499166710762
2,glucosamine,0.11368856186879,0.0515186637396765,0.13954881604643
2,glucose,0.107181941067526,0.0521389851769783,0.1367068889794
2,glucose-1-phosphate,-0.0640695787270965,-0.0801400356553278,-0.0331904443877163
2,glucose-6-phosphate,-0.123526395789888,-0.140130569129235,-0.0971967776913378
2,glutamic acid,-0.0304128772916398,-0.0733835209777582,0.0235482939038289
2,glutamine,0.00335612132374609,-0.0411744684006192,0.0570057044824832
2,glutaric acid,0.0216596961216094,-0.0173343691559365,0.0687653156963037
2,glutathione,0.0939511298013744,0.0547943856974607,0.130493751722425
2,glyceric acid,-0.00648147893644832,-0.0635970348269773,0.0399032981405939
2,glycerol,-0.0495566621046416,-0.0801366194480758,-0.0119044865581227
2,glycerol-3-galactoside,0.0793295757535484,0.034917219461343,0.119057431687541
2,glycerol-alpha-phosphate,-0.0866316231053586,-0.12809613862551,-0.0472916083268693
2,glycine,-0.137185502233123,-0.153796450378799,-0.10135279638749
2,glycolic acid,0.0632475605555421,0.0293640755566897,0.0944499409742934
2,heptadecanoic acid,0.0404930594623266,0.00363678191705176,0.0821220039240095
2,hexadecylglycerol ,0.086633534714167,0.0329597033414252,0.126471630617015
2,histidine,-0.0497282632980222,-0.0968050133446928,-0.0116294394530107
2,homocysteine ,0.0670311392743679,0.0118804897384295,0.10651383546177
2,homoserine,0.144180595918181,0.0964250902683291,0.16440300081326
2,hypotaurine,-0.0293137535479093,-0.0710805478089015,0.0109417924176407
2,hypoxanthine,0.0305529817554027,-0.0117756336227639,0.0586257708654508
2,indole-3-butyric acid ,-0.0211391812447205,-0.0711756205964248,0.0573017291088612
2,inosine,0.107358682216138,0.0662262004863401,0.132019755510636
2,inositol-4-monophosphate,0.0769625469654935,0.0123027278040983,0.133380921989024
2,isoheptadecanoic acid ,-0.00233364414940053,-0.0527129378180374,0.0554551534857051
2,isoleucine,-0.00472501599279489,-0.0622234474286863,0.05729000209506
2,isomaltose,-0.0532392621305982,-0.0880383554396849,-0.0162705021427316
2,ketoisoleucine ,0.0363605079686776,-0.021819414628654,0.0884640303454206
2,lactic acid,0.107461818232907,0.052718218265044,0.137830763994543
2,lactose ,0.157719225006532,0.122233298230561,0.180580641766225
2,lauric acid,0.0866436265004782,0.0492519321543307,0.117595342661148
2,leucine,0.010092268654528,-0.0426451732861018,0.0787747989108648
2,levoglucosan,0.0591786948125115,0.00881958248044266,0.0939254424082808
2,lignoceric acid,0.033775610281581,-0.0155510082960382,0.0813091659887681
2,lysine,-0.0308254901824156,-0.0810959045795679,0.0145514732417562
2,maleimide,-0.0573389777421152,-0.0862512682325418,-0.0245272390002979
2,malic acid,0.0439043424801816,-0.0143845258010011,0.0923634845558375
2,maltose,0.0749157834594002,0.0217264106820339,0.104405388918012
2,maltotriitol,0.030374697753186,-0.057365877082061,0.0864752485827649
2,maltotriose,0.0626150411834586,0.005761476874413,0.103637746414064
2,melezitose,0.0398435202260553,-0.0152373460723976,0.0848649998760561
2,methanolphosphate,0.0789298832515508,0.0356017785595865,0.112522339524204
2,methionine,-0.0848422076414234,-0.116939455158445,-0.0385425602778677
2,methionine sulfone ,0.0666312623461561,0.0089651684033243,0.114196867744812
2,methionine sulfoxide,0.0691734551222751,0.0235715095914925,0.117140214448548
2,methylmaleic acid,0.0379039091210778,0.00191302508428124,0.0685708413768462
2,n-epsilon-trimethyllysine,0.117947269478596,0.0834152637035217,0.139078001670417
2,nicotinamide,0.0500544630355904,0.00371204083506171,0.0857978362475286
2,nicotinic acid,-0.00864128193765295,-0.0622349334282477,0.0534061288025071
2,nonadecanoic acid,0.0575834779895493,0.00914413452404984,0.095853567564669
2,noradrenaline,0.04572422860763,-0.0198454715170287,0.0921897478853604
2,octadecanol,0.086893848357712,0.0408984154036861,0.120150621518959
2,oleamide ,-0.0137961710517387,-0.0592171986391349,0.0272828852735116
2,oleic acid,0.0346069590830082,-0.00913618798768034,0.0764554695348973
2,ononitol,0.208279268071429,0.176700907564195,0.222355535572709
2,ornithine,-0.105820118543701,-0.136813895343136,-0.0646562882156866
2,oxalic acid,-0.0301192629509328,-0.063782713433505,0.0302155062402399
2,oxamic acid,-0.0167854149367277,-0.0757477063731352,0.0417765286905538
2,oxoproline,0.101959183808943,0.051540037930856,0.13110021509604
2,palmitoleic acid,-0.0511610130015523,-0.0924841050821798,0.0086702350591821
2,panose ,0.0597632765040043,0.00221182216336805,0.100477264533142
2,pantothenic acid,0.0331917585782,-0.0253713341646645,0.078588206849418
2,parabanic acid ,0.0083111218271368,-0.0319566062537011,0.0626986737603009
2,pentadecanoic acid,0.0279276835549065,-0.0387487052889551,0.0729496070842967
2,pentitol,0.051189246850771,0.0041348781349825,0.0865889620563802
2,phenol ,0.0989366267350128,0.057238811186232,0.129202388751571
2,phenylalanine,-0.0133640127280237,-0.0588097985417679,0.0434090257528989
2,phenylethylamine,0.0382319261103558,-0.00426604597924196,0.0832419762130596
2,phosphate,-0.0272642932084102,-0.0744050477208921,0.0254389047549222
2,phosphoethanolamine,-0.00245547339304271,-0.0634746139797616,0.0481675298547014
2,phosphogluconic acid,0.108205193038796,0.0537407886589183,0.147166398873376
2,phosphoglycolic acid,0.0635585233168146,0.0112583246805808,0.112359416369377
2,pinitol,0.178212874602143,0.149659412146764,0.187824462517782
2,pipecolinic acid,0.00935615631844757,-0.0438766876180622,0.0556370897332139
2,proline,0.0738115803472277,0.0153661707908494,0.115213119438914
2,propylamine,0.0355911451306066,-0.00928205835544609,0.0821959740779468
2,putrescine,0.0129385845594483,-0.0450941912166981,0.051654962912487
2,pyrophosphate,-0.0792594449143322,-0.091227701025468,-0.0524211749775795
2,quinic acid,0.00776330512951859,-0.0537743546062677,0.0510779559006893
2,raffinose,0.0329128602291068,-0.016892245459012,0.0753661740023427
2,ribitol,-0.0148028450705308,-0.061173923420176,0.0382150614470238
2,ribonic acid,0.0139115532175611,-0.0523661731004687,0.0885521252544862
2,saccharic acid,-0.0158801266187035,-0.0571126716715867,0.0338296272316185
2,salicylic acid,0.010947484402655,-0.0525943382114826,0.0765111531272592
2,sarcosine,-0.0337405149484983,-0.0836686363855023,0.0221757940693359
2,serine,0.0204040487868108,-0.0295936318907766,0.0732101491190695
2,serotonin,-0.0493483209692115,-0.102302837225018,-7.26279754457902e-06
2,sorbitol,0.144656979073783,0.103628206870737,0.176313090999248
2,succinic acid,0.034177264854036,0.000821996357331533,0.073874287575502
2,sucrose,0.0285261095194748,-0.0440320187043597,0.0803914208455142
2,sulfuric acid,0.00135238992812628,-0.0600158048648471,0.0560659602129129
2,taurine,-0.0297702496914406,-0.0780194089086265,0.0373605850796972
2,terephthalic acid,-0.00244345714844906,-0.0584071334982475,0.0647458628593178
2,threonic acid,-0.0446871243485414,-0.0909023875904491,0.00809849162808003
2,threonine,-0.00625172655113253,-0.0547740450933954,0.0493035201002884
2,tocopherol alpha-,0.0364108535932461,-0.0140550646939643,0.0697299826771596
2,tocopherol gamma-,0.0165717711962054,-0.0278209088112799,0.0543351882992165
2,trans-4-hydroxyproline,0.0783943305738639,0.0386547966278767,0.127477933893782
2,trehalose-6-phosphate,0.0131481813539867,-0.0355389110669601,0.0616181125316832
2,tryptophan ,0.00169055921098772,-0.0430368986316135,0.0534211286410376
2,tyramine,0.0665667375290077,0.00562767721279913,0.107244597922168
2,tyrosine,0.045018368069248,-0.0193036607443239,0.088115287483696
2,uracil,0.00103183672821622,-0.0441329953969742,0.051760433126225
2,urea,0.0546209101674024,0.0143640089609171,0.0985834468023253
2,uric acid,-0.0823304749532859,-0.118713226651864,-0.0309780121730602
2,uridine,0.116211198634675,0.0790002309149106,0.141373566498536
2,valine,0.013374040505441,-0.0401470556157614,0.071631389870002
2,xanthine,-0.101323076604551,-0.131814000581842,-0.0615441796487543
2,zymosterol,-0.0551366600734381,-0.10625290077439,0.00202739877774873
