Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
5-008_R1_001	5-008_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50630200.0	0.0	20-150	41.0	18.43458784820711	148.4598457837417	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-008_R2_001	5-008_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50591889.0	0.0	20-150	40.0	18.46554683253267	145.77869782644407	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-009_R1_001	5-009_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32811071.0	0.0	20-150	41.0	20.23427818738291	148.2407510257742	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-009_R2_001	5-009_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32765081.0	0.0	20-150	41.0	20.474398905982625	143.04328412922283	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-010_R1_001	5-010_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34495197.0	0.0	20-150	44.0	29.514005645608243	148.28029076047892	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-010_R2_001	5-010_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34463806.0	0.0	20-150	44.0	27.869746536932354	143.90199590840317	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-012_R1_001	5-012_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43132524.0	0.0	20-150	39.0	17.419244951571425	148.56845052703153	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	warn
5-012_R2_001	5-012_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43100032.0	0.0	20-150	39.0	17.675708083428233	146.59824558830954	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-014_R1_001	5-014_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49165244.0	0.0	20-150	42.0	19.292403739944273	148.07673144060874	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-014_R2_001	5-014_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	49118362.0	0.0	20-150	42.0	19.140824616273758	139.09708004920847	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-015_R1_001	5-015_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34105701.0	0.0	20-150	41.0	19.921443175266436	148.39169949915413	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-015_R2_001	5-015_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34060990.0	0.0	20-150	41.0	19.119390002581074	145.025137055617	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-061_R1_001	5-061_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36937285.0	0.0	20-150	39.0	14.68185697505012	148.51046350591278	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	warn
5-061_R2_001	5-061_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36908191.0	0.0	20-150	38.0	14.90450135303675	145.7325072095785	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
5-063_R1_001	5-063_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42677490.0	0.0	20-150	43.0	18.751413988056736	148.41076307439823	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-063_R2_001	5-063_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42598858.0	0.0	20-150	43.0	18.630289794314216	144.4554148611214	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-066_R1_001	5-066_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32128638.0	0.0	20-150	57.0	14.497579771119836	148.4141061006072	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
5-066_R2_001	5-066_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31695112.0	0.0	20-150	67.0	20.53523454068978	135.24669005744482	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-067_R1_001	5-067_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45059560.0	0.0	20-150	42.0	19.33202607756319	148.2030146099962	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-067_R2_001	5-067_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44845083.0	0.0	20-150	41.0	19.38865923030124	142.76431404976995	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-069_R1_001	5-069_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37654438.0	0.0	20-150	40.0	16.583785999099806	148.67166292589468	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
5-069_R2_001	5-069_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37629895.0	0.0	20-150	40.0	17.183873565426794	147.53751244854655	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
5-071_R1_001	5-071_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42689078.0	0.0	20-150	40.0	16.964326309102066	148.44533939102644	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-071_R2_001	5-071_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42620416.0	0.0	20-150	39.0	16.965443853588944	145.44003226059547	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-073_R1_001	5-073_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35029309.0	0.0	20-150	44.0	16.751221333195538	148.21161719176362	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
5-073_R2_001	5-073_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32401723.0	0.0	20-150	41.0	19.556764210836132	139.32313494563238	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-074_R1_001	5-074_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36764016.0	0.0	20-150	41.0	19.286306426473164	148.43401488020243	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-074_R2_001	5-074_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36712429.0	0.0	20-150	41.0	18.876843178150395	145.3232865360121	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
5-075_R1_001	5-075_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27906926.0	0.0	20-150	41.0	20.42006522362784	148.28869263493945	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-075_R2_001	5-075_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27876777.0	0.0	20-150	41.0	19.592659348761973	144.13120419193368	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-121_R1_001	5-121_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39640439.0	0.0	20-150	41.0	20.200739875279645	148.50279528942653	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-121_R2_001	5-121_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39619241.0	0.0	20-150	41.0	19.742001570989316	146.0640392631449	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-122_R1_001	5-122_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23488587.0	0.0	20-150	40.0	18.80280231361343	148.38468997730686	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-122_R2_001	5-122_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23471242.0	0.0	20-150	40.0	19.13839647842212	145.1450172939293	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-123_R1_001	5-123_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44842226.0	0.0	20-150	42.0	19.04148448105511	148.48548640292745	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-123_R2_001	5-123_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44810018.0	0.0	20-150	42.0	18.6463414643804	145.79907354645562	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-124_R1_001	5-124_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52726345.0	0.0	20-150	41.0	16.254916153274646	148.29185652826874	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-124_R2_001	5-124_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52684604.0	0.0	20-150	41.0	17.057122056658	141.6364218662439	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-125_R1_001	5-125_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38616202.0	0.0	20-150	38.0	15.14454246276317	148.1360108381451	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
5-125_R2_001	5-125_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38567479.0	0.0	20-150	38.0	15.063411630646911	141.3401088518127	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-126_R1_001	5-126_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43719421.0	0.0	20-150	43.0	17.64227761575748	148.09942050696418	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
5-126_R2_001	5-126_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43409748.0	0.0	20-150	43.0	18.258516616169036	139.5939515014001	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-127_R1_001	5-127_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33648759.0	0.0	20-150	51.0	17.64002293007464	148.26074233525225	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
5-127_R2_001	5-127_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33283393.0	0.0	20-150	55.0	20.233853957312395	137.94741996406435	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-128_R1_001	5-128_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40849609.0	0.0	20-150	42.0	21.071634889121217	148.32664731258504	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-128_R2_001	5-128_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40754222.0	0.0	20-150	42.0	21.449838999225644	142.13179873731855	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-130_R1_001	5-130_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47240027.0	0.0	20-150	39.0	16.782110073852976	148.5139661118314	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	warn
5-130_R2_001	5-130_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	47117671.0	0.0	20-150	39.0	16.481707406044475	146.1260556363238	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
5-131_R1_001	5-131_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51805649.0	0.0	20-150	41.0	14.80352445324182	148.1788957609623	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-131_R2_001	5-131_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51740651.0	0.0	20-150	40.0	15.910686702202876	140.61329661275425	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-133_R1_001	5-133_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31058410.0	0.0	20-150	42.0	21.58610444605014	148.31007981413086	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-133_R2_001	5-133_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31027486.0	0.0	20-150	42.0	20.773656960093867	143.84986692121947	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-135_R1_001	5-135_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18080833.0	0.0	20-150	41.0	22.691337481302405	148.07138940999013	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-135_R2_001	5-135_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17991445.0	0.0	20-150	40.0	22.964807603451316	140.58682590531222	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-181_R1_001	5-181_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59966747.0	0.0	20-150	39.0	14.11908468652393	148.40946468215125	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-181_R2_001	5-181_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59879201.0	0.0	20-150	39.0	14.282901890133923	144.63671320530813	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-182_R1_001	5-182_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35284603.0	0.0	20-150	42.0	21.803666387699884	148.46796816730514	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-182_R2_001	5-182_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35153479.0	0.0	20-150	42.0	21.21536876400782	145.63752674379683	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-187_R1_001	5-187_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	72023940.0	0.0	20-150	41.0	17.776067669483623	148.34390392972114	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	fail
5-187_R2_001	5-187_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	71974709.0	0.0	20-150	41.0	18.196607819430074	142.13958747648428	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-188_R1_001	5-188_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37262738.0	0.0	20-150	42.0	21.47117054740711	148.36383260403463	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-188_R2_001	5-188_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37191390.0	0.0	20-150	42.0	21.780264102447752	143.04503797787606	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-189_R1_001	5-189_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31982884.0	0.0	20-150	41.0	20.662971858232694	148.5974638184599	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	warn
5-189_R2_001	5-189_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31746824.0	0.0	20-150	41.0	20.716905780156917	146.75534513310686	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-197_R1_001	5-197_R1_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	55144788.0	0.0	20-150	45.0	19.884581003514338	148.2023754085336	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	fail
5-197_R2_001	5-197_R2_001_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	54711537.0	0.0	20-150	45.0	20.099176589552528	141.7412126440535	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
