Sample	Cutadapt_mqc-generalstats-cutadapt-percent_trimmed	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
25-203_R1_001	0.7610630162658195	79.13662620311621	42.0	148.34916135661862	36.36363636363637	35893743.0
25-203_R2_001	4.397617859921393	77.52985093914403	42.0	143.31913846993785	45.45454545454545	35782756.0
5-002_R1_001	0.7059437400592191	78.32263695868376	42.0	148.396505037603	27.27272727272727	43638810.0
5-002_R2_001	3.014137069295591	78.8526435403305	42.0	145.05628475748873	45.45454545454545	43610386.0
5-003_R1_001	0.8072870832163409	82.50871145334806	41.0	148.25313264719162	36.36363636363637	46712410.0
5-003_R2_001	4.829909120861528	82.65961629499435	40.0	142.42621708865212	36.36363636363637	46659666.0
5-004_R1_001	0.9646083912126935	81.17276368437041	42.0	148.03032431927784	36.36363636363637	52045719.0
5-004_R2_001	6.69677480260718	81.61033103546627	42.0	139.69084436299855	45.45454545454545	51984881.0
5-005_R1_001	0.5998229020813874	84.84496810292443	37.0	148.5169536075448	36.36363636363637	44362623.0
5-005_R2_001	2.193054253534407	84.79519795014019	37.0	146.2373771426715	27.27272727272727	44327840.0
5-006_R1_001	0.9349582409951843	78.6485612561115	41.0	148.08206929417486	36.36363636363637	33639451.0
5-006_R2_001	5.871583193693389	78.16315713274824	41.0	141.21520925888382	45.45454545454545	33517215.0
5-007_R1_001	0.6882280366843643	80.24796273240163	41.0	148.41622757961903	36.36363636363637	30362051.0
5-007_R2_001	3.9193163426163844	80.38680541339896	40.0	144.7311626361906	36.36363636363637	30091193.0
5-008_R1_001	0.6515810939745108	81.56541215179288	41.0	148.4598457837417	27.27272727272727	50630200.0
5-008_R2_001	2.5241024158380427	81.53445316746733	40.0	145.77869782644407	27.27272727272727	50591889.0
5-009_R1_001	0.8068646998103416	79.76572181261709	41.0	148.2407510257742	36.36363636363637	32811071.0
5-009_R2_001	4.430833863666959	79.52560109401738	41.0	143.04328412922283	36.36363636363637	32765081.0
5-010_R1_001	0.800608103665006	70.48599435439175	44.0	148.28029076047892	36.36363636363637	34495197.0
5-010_R2_001	3.8321830626846847	72.13025346306765	44.0	143.90199590840317	45.45454545454545	34463806.0
5-012_R1_001	0.5649140567041545	82.58075504842857	39.0	148.56845052703153	36.36363636363637	43132524.0
5-012_R2_001	1.9435498531951632	82.32429191657177	39.0	146.59824558830954	27.27272727272727	43100032.0
5-014_R1_001	0.937513436400547	80.70759626005572	42.0	148.07673144060874	36.36363636363637	49165244.0
5-014_R2_001	7.078985163434055	80.85917538372624	42.0	139.09708004920847	45.45454545454545	49118362.0
5-015_R1_001	0.7051988279035608	80.07855682473357	41.0	148.39169949915413	27.27272727272727	34105701.0
5-015_R2_001	3.0947319325011096	80.88060999741893	41.0	145.025137055617	45.45454545454545	34060990.0
5-061_R1_001	0.6101435061305363	85.31814302494988	39.0	148.51046350591278	36.36363636363637	36937285.0
5-061_R2_001	2.5450679264011677	85.09549864696325	38.0	145.7325072095785	36.36363636363637	36908191.0
5-063_R1_001	0.6996417623967603	81.24858601194326	43.0	148.41076307439823	36.36363636363637	42677490.0
5-063_R2_001	3.5267544272681186	81.36971020568578	43.0	144.4554148611214	36.36363636363637	42598858.0
5-066_R1_001	0.880069759503576	85.50242022888017	57.0	148.4141061006072	45.45454545454545	32128638.0
5-066_R2_001	10.89909887023331	79.46476545931023	67.0	135.24669005744482	45.45454545454545	31695112.0
5-067_R1_001	0.8464175025481426	80.66797392243681	42.0	148.2030146099962	36.36363636363637	45059560.0
5-067_R2_001	4.909586953592608	80.61134076969876	41.0	142.76431404976995	45.45454545454545	44845083.0
5-069_R1_001	0.502702517184572	83.4162140009002	40.0	148.67166292589468	36.36363636363637	37654438.0
5-069_R2_001	1.302741935265416	82.8161264345732	40.0	147.53751244854655	36.36363636363637	37629895.0
5-071_R1_001	0.659239216857533	83.03567369089794	40.0	148.44533939102644	27.27272727272727	42689078.0
5-071_R2_001	2.821125239741972	83.03455614641106	39.0	145.44003226059547	27.27272727272727	42620416.0
5-073_R1_001	0.8876047690498375	83.24877866680447	44.0	148.21161719176362	45.45454545454545	35029309.0
5-073_R2_001	12.87790972484836	80.44323578916386	41.0	139.32313494563238	45.45454545454545	32401723.0
5-074_R1_001	0.6860835052518038	80.71369357352684	41.0	148.43401488020243	27.27272727272727	36764016.0
5-074_R2_001	2.8894210333550165	81.1231568218496	41.0	145.3232865360121	36.36363636363637	36712429.0
5-075_R1_001	0.7815283585821928	79.57993477637216	41.0	148.28869263493945	36.36363636363637	27906926.0
5-075_R2_001	3.680128373338381	80.40734065123803	41.0	144.13120419193368	45.45454545454545	27876777.0
5-121_R1_001	0.6258259151572834	79.79926012472035	41.0	148.50279528942653	27.27272727272727	39640439.0
5-121_R2_001	2.3063080412698755	80.25799842901068	41.0	146.0640392631449	36.36363636363637	39619241.0
5-122_R1_001	0.702556802571414	81.19719768638657	40.0	148.38468997730686	27.27272727272727	23488587.0
5-122_R2_001	2.941082899988511	80.86160352157788	40.0	145.1450172939293	27.27272727272727	23471242.0
5-123_R1_001	0.6445529091154084	80.95851551894489	42.0	148.48548640292745	27.27272727272727	44842226.0
5-123_R2_001	2.51124822733215	81.3536585356196	42.0	145.79907354645562	45.45454545454545	44810018.0
5-124_R1_001	0.7785330186773715	83.74508384672535	41.0	148.29185652826874	36.36363636363637	52726345.0
5-124_R2_001	5.328063648859827	82.942877943342	41.0	141.6364218662439	45.45454545454545	52684604.0
5-125_R1_001	0.8857344635145805	84.85545753723683	38.0	148.1360108381451	45.45454545454545	38616202.0
5-125_R2_001	5.575355747486969	84.93658836935309	38.0	141.3401088518127	45.45454545454545	38567479.0
5-126_R1_001	0.9417299178223888	82.35772238424252	43.0	148.09942050696418	45.45454545454545	43719421.0
5-126_R2_001	7.239787398256764	81.74148338383097	43.0	139.5939515014001	45.45454545454545	43409748.0
5-127_R1_001	0.9064178992374305	82.35997706992536	51.0	148.26074233525225	45.45454545454545	33648759.0
5-127_R2_001	8.797191347236048	79.76614604268761	55.0	137.94741996406435	45.45454545454545	33283393.0
5-128_R1_001	0.7700872272068983	78.92836511087879	42.0	148.32664731258504	36.36363636363637	40849609.0
5-128_R2_001	5.142970399086341	78.55016100077435	42.0	142.13179873731855	45.45454545454545	40754222.0
5-130_R1_001	0.6071224152055148	83.21788992614702	39.0	148.5139661118314	36.36363636363637	47240027.0
5-130_R2_001	2.4319784644975093	83.51829259395552	39.0	146.1260556363238	36.36363636363637	47117671.0
5-131_R1_001	0.8662224284372485	85.19647554675818	41.0	148.1788957609623	36.36363636363637	51805649.0
5-131_R2_001	6.069574176286862	84.08931329779712	40.0	140.61329661275425	27.27272727272727	51740651.0
5-133_R1_001	0.7713769639368001	78.41389555394986	42.0	148.31007981413086	36.36363636363637	31058410.0
5-133_R2_001	3.8623370808613657	79.22634303990614	42.0	143.84986692121947	45.45454545454545	31027486.0
5-135_R1_001	0.9390417503832046	77.30866251869759	41.0	148.07138940999013	36.36363636363637	18080833.0
5-135_R2_001	6.398067215401748	77.03519239654868	40.0	140.58682590531222	45.45454545454545	17991445.0
5-181_R1_001	0.6906728536910816	85.88091531347607	39.0	148.40946468215125	36.36363636363637	59966747.0
5-181_R2_001	3.3479687671353524	85.71709810986607	39.0	144.63671320530813	27.27272727272727	59879201.0
5-182_R1_001	0.6615311008897966	78.19633361230012	42.0	148.46796816730514	27.27272727272727	35284603.0
5-182_R2_001	2.878023189778484	78.78463123599218	42.0	145.63752674379683	36.36363636363637	35153479.0
5-187_R1_001	0.743325689444094	82.22393233051638	41.0	148.34390392972114	45.45454545454545	72023940.0
5-187_R2_001	4.971860099392914	81.80339218056993	41.0	142.13958747648428	36.36363636363637	71974709.0
5-188_R1_001	0.741593135710491	78.52882945259289	42.0	148.36383260403463	36.36363636363637	37262738.0
5-188_R2_001	4.482022124463624	78.21973589755225	42.0	143.04503797787606	45.45454545454545	37191390.0
5-189_R1_001	0.564376104130168	79.3370281417673	41.0	148.5974638184599	27.27272727272727	31982884.0
5-189_R2_001	2.422893694005572	79.28309421984308	41.0	146.75534513310686	45.45454545454545	31746824.0
5-197_R1_001	0.8692472210329821	80.11541899648566	45.0	148.2023754085336	36.36363636363637	55144788.0
5-197_R2_001	5.858237932737269	79.90082341044747	45.0	141.7412126440535	45.45454545454545	54711537.0
