treatment,tank,probe_num,slope_nmol_hr,p.value,r.squared,slope_nmol_hr_blank,p.value_blank,r.squared_blank,slope_nmol_hr_corrected,blank_ratio
15C,tank2,4,-6311.95054602132,1.14227977318496e-320,0.984879283724786,-2214.69463977771,0,0.93963999642557,-6488.96652523891,0.350873255997502
15C,tank2,3,-15859.817183084,3.91252683226594e-131,0.968544376595329,-610.946230589945,2.82960965773159e-158,0.703175393451394,-15248.870952494,0.0385216439469162
15C,tank2,2,-16835.847091901,9.51892873953546e-175,0.986448817676654,177.015979217585,1.73764141154573e-84,0.473381784075168,-14621.1524521233,0.0105142306324901
15C,tank5,2,-1941.9792208053,0,0.945181178762247,-378.224499421301,1.0576558211041e-293,0.912536441763359,-1563.754721384,0.194762382300084
15C,tank5,4,-2956.04430680364,1.63721281827846e-247,0.86366914689779,-278.849435448869,0,0.943961616643528,-2751.55708503864,0.0943319539585614
15C,tank5,3,-2434.01721325292,0,0.975061361221675,-204.487221765005,2.47547606856751e-53,0.349033649122477,-2155.16777780405,0.0840122332133057
15C,tank8,4,-5730.21310970953,0,0.988146864191749,-273.677663237391,0,0.965013484985321,-5379.83272786884,0.0477604685894944
15C,tank8,2,-3994.73696973913,1.25048895331066e-283,0.8863525042225,-350.380381840686,0,0.989693454332521,-3744.43958092087,0.0877105012156949
15C,tank8,3,-2616.37584729128,0,0.990618365942664,-250.297388818262,0,0.966082487533927,-2342.69818405389,0.0956656854470636
25C,tank3,3,-2900.38764406827,0,0.953592531513752,-49.8181205980771,3.89809406476149e-88,0.511092252002329,-2799.12361057855,0.0171763663039879
25C,tank3,4,-2418.57310526281,0,0.953761546334127,-23.8638469928887,2.12916868776e-20,0.143389308475793,-2368.75498466473,0.00986691158557954
25C,tank3,2,-3671.72967908561,0,0.96908611372566,-101.264033489714,5.63210660737652e-313,0.924492222712856,-3647.86583209272,0.0275793814742191
25C,tank6,4,-6571.32214816158,2.79853797065106e-118,0.802531533162253,-103.358806143796,5.82756712862105e-82,0.531841352810072,-6604.46165020772,0.0157287687033746
25C,tank6,3,-9821.26438460259,2.44324680887101e-90,0.833517435860265,-248.931957876554,4.0742286596403e-184,0.822367944006192,-9572.33242672603,0.0253462230654151
25C,tank6,2,-9313.59588284325,2.6025966751347e-99,0.919488674406187,33.1395020461374,2.16617602343035e-12,0.0967988180925549,-9210.23707669945,0.00355818552393757
25C,tank9,3,-5394.91708096939,2.43709954450625e-66,0.658454794146985,78.0579516015915,1.43921363150232e-08,0.0564020769131285,-5421.08134613556,0.0144687954291163
25C,tank9,2,-7484.469862842,4.82242352070126e-240,0.968135471021221,26.1642651661672,1.53685874259118e-19,0.137320619168941,-7562.52781444359,0.00349580740461852
25C,tank9,4,-5987.8254103606,5.4491756149871e-250,0.961322556128601,-232.274135624498,1.69021407820287e-315,0.9260589381737,-5755.5512747361,0.0387910668241261
5C,tank1,2,-1071.03507769179,0,0.962411475480821,-220.061218002426,0,0.983553262308301,-850.973859689367,0.205465929721633
5C,tank1,3,-2599.41137455662,0,0.945387772725783,-146.757159607373,1.49786084049728e-161,0.811535729303909,-2452.65421494925,0.0564578431270444
5C,tank1,4,-1464.19223799768,0,0.982892586386068,-224.820995996629,2.19854720978424e-201,0.875765221306151,-1239.37124200105,0.153546091942187
5C,tank4,4,-1661.93018985161,0,0.969494263112467,NA,NA,NA,-1484.12330464945,NA
5C,tank4,2,-665.977110173995,0,0.981425477005818,NA,NA,NA,-564.313745222843,NA
5C,tank4,3,-530.125807343679,0,0.587222880460288,NA,NA,NA,-460.831145317523,NA
5C,tank7,3,-1843.61013374067,0,0.808355125895134,-101.663364951151,3.4964232846222e-226,0.842582036932563,-2020.62611295825,0.0551436353546601
5C,tank7,2,-953.942422065995,0,0.965093891556264,-177.806885202158,0,0.989800725283661,-342.996191476049,0.186391632334658
5C,tank7,4,-3654.33408512763,0,0.955824142477077,-69.294662026156,5.6903996057452e-112,0.596218199150804,-1439.63944534992,0.0189623226590504
