Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
15-033_R1_001_val_1	38.71179348451548	39.21184080580183	39.19074411596085	39.16331269187951	39.23116936796206	39.16444180429499	39.12302652499881	39.1484906170051	39.18837531306821	39.175609705502026	39.388230418718024	39.495078900675296	39.300745879676924	39.27645101707804	39.30432635667084	39.32048760856286	39.31226655902292	39.300765014109274	39.31613977548042	39.30093341703537	39.297978091900426	39.29274143074084	39.29617703158306	39.281768104220525	39.26210540980985	39.252150321088365	39.22919763032711	39.22838165833012	39.21250107264777	39.21742225744891	39.18383631547481	39.195047707141875	39.16203579107851	39.156910938341994	39.14947341876139	39.14007224418938	39.174537961949916	39.5375033509654
15-033_R2_001_val_2	38.38917353659111	39.02866954041683	39.05148139777484	39.113144192951474	39.229028147141015	39.228798193075114	39.19186080775161	39.21114111060957	39.228027510562434	39.19096515132817	39.23748020112528	39.26075776330038	39.00509950302336	38.94870327322063	38.943677722357066	38.941150611118964	38.93301790081964	38.91497967608387	38.9082910681018	38.88738087274494	38.88142280383748	38.86534191105839	38.83920968438089	38.838838236601454	38.81118055597707	38.79041456111963	38.77248213027975	38.740262585957076	38.714428099511025	38.700854684248085	38.68769832688578	38.67323855218983	38.66437943117766	38.64421124805206	38.65571414698597	38.700746619729316	38.76778405531975	39.30851230414853
15-091_R1_001_val_1	38.70675152127371	39.19064808969704	39.1717109750974	39.134265285860096	39.21035061646114	39.14324213965997	39.109000733750904	39.12703570677274	39.165273200131026	39.15133452222814	39.380718227343586	39.49151821063495	39.29969260239775	39.27257163372764	39.29629864398923	39.322044306627355	39.30785276004412	39.29979981806757	39.304135979895634	39.29142089977496	39.28979262362954	39.28431299970497	39.291649693596355	39.276270791643356	39.25996907189041	39.24729465017095	39.229564569486385	39.21042755544052	39.19559053057062	39.19143396990264	39.151768849425146	39.158016559918316	39.118234756999854	39.098941134839485	39.098351512395155	39.081410551342316	39.11665527240588	39.51610998830495
15-091_R2_001_val_2	38.348541126685795	38.980390594597154	39.001738689377255	39.06709221463175	39.18478235243909	39.17946217008294	39.15966870236019	39.175991877636896	39.19060057509027	39.152713953936185	39.215686833861454	39.241287316870704	38.97670806590402	38.92019920216539	38.91726332481075	38.914771589175594	38.907510697426275	38.89073701227774	38.885692366324676	38.86367469356176	38.85771334097563	38.83860675955051	38.80783351182204	38.81012614433585	38.77919588663687	38.75408440927082	38.730410238069574	38.691165303584	38.65674015877086	38.632610964175875	38.6087892130518	38.580828089746575	38.563527522861364	38.53559002799415	38.536936615883626	38.574872286760844	38.643416778005715	39.2397827076737
15-092_R1_001_val_1	38.76772149120403	39.20951242684287	39.18760367352726	39.14404478390684	39.21534575871567	39.143749605909655	39.114548301240845	39.13663904430478	39.177408375498366	39.15126444153868	39.378754023593615	39.488294024810706	39.30150529296177	39.27435591487965	39.30196107618857	39.319366142941135	39.303635410550484	39.30117187148882	39.30315524898831	39.28293032318821	39.29388932845926	39.2834836777417	39.28456770894749	39.269763334707065	39.2468706093028	39.24110516340922	39.22126653387978	39.194282187850156	39.17313951808789	39.16508981252894	39.125763077666186	39.13215527256836	39.08874225259388	39.06827728973102	39.05249771057966	39.03912269420081	39.06944152838495	39.4920833374207
15-092_R2_001_val_2	38.53718005723323	39.08875911074714	39.099945182975915	39.15221536956208	39.257035799075005	39.25444693886111	39.22649906056199	39.242248245510815	39.25442904558014	39.21477627957441	39.26190990435491	39.2865263329446	39.0515616978774	38.99606184406918	38.99645420881399	38.99205408466365	38.98148035228927	38.96020751992416	38.95319247844536	38.93215839819039	38.9234929346495	38.90687413541872	38.879663512835734	38.87784550512239	38.8418258275143	38.81720019725099	38.79097053371976	38.748228124484235	38.71021774104281	38.681281615492395	38.651599307615335	38.61883351930989	38.59496146802227	38.55490946880987	38.55131884217163	38.58484330902466	38.64858142214915	39.23628684092198
15-152_R1_001_val_1	38.68939927871366	39.17326139814176	39.15016167699569	39.114439568314765	39.17391334142665	39.09641438601759	39.043519066377705	39.067467548535205	39.09752466518761	39.0913647889383	39.33858296669755	39.45491847760116	39.24325825258126	39.21939993587303	39.255873604028935	39.27641619984057	39.265956638801775	39.25487998830833	39.26684488534343	39.25317046102287	39.248147761856956	39.246526387860285	39.25335893796466	39.239537338195625	39.221396295769715	39.20204117770878	39.173521454829526	39.18291982477895	39.16461689346167	39.16890758792655	39.134668147543735	39.13750033744826	39.0989367466558	39.08939473759286	39.07994410236078	39.05642200173652	39.09292791217228	39.48814427020293
15-152_R2_001_val_2	38.31615711783776	38.887490331977425	38.9007258301905	38.97087560675176	39.067695049577324	39.077554148334876	39.01788417486699	39.044339922240944	39.04765452290593	39.00094395954791	39.061289620371454	39.08934440764933	38.793600089763274	38.730079687495646	38.72862849073586	38.7286759978899	38.72139282196207	38.70260090154389	38.69953054048871	38.68072110888237	38.67470648587236	38.65869739196466	38.62988170469261	38.626425775428274	38.597702851070274	38.57421501689779	38.54969235692211	38.511918533087396	38.47768584983022	38.459489797967336	38.43992581647318	38.4162759780407	38.40099653348832	38.37625421922555	38.378982083887635	38.42209908087759	38.50243566705535	39.15365816249404
15-154_R1_001_val_1	38.693082097476236	39.17951214823738	39.16295104436115	39.1235832628758	39.19735456424107	39.124528796617305	39.07734004390055	39.09304741846327	39.13448054024412	39.120355186185144	39.35621210062555	39.46768290876703	39.26591408398904	39.23701269039209	39.26633445345164	39.290391225452595	39.27556688876058	39.27594742312512	39.280950118693454	39.267219726544354	39.26477983315726	39.26022343357111	39.26271109462031	39.24543322436696	39.22981576809142	39.206381758833054	39.206815374373384	39.19124748389824	39.1734888935193	39.16907645537411	39.13314343759207	39.1408454419345	39.099778858967326	39.08952517390862	39.08431438869339	39.06936907980843	39.096711837226295	39.50897958201801
