Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
15-033_R1_001 - Adapter 1	0.8088693923986552	0.890546654028002	1.6289068853929425	2.2099395730716815	5.989184287791237	20.391040507785934	80.01848364371905	311.2653459821429	1194.0234375	4709.84375	18282.32142857143	72821.42857142858	295330.0	297641.4285714286	313004.28571428574	291680.0	285968.5714285714	277932.85714285716	278662.85714285716	268612.85714285716	255564.28571428574	244498.57142857145	253355.7142857143	239368.57142857145	244207.14285714287	234025.7142857143	224692.85714285716	218837.14285714287	206757.14285714287	193678.57142857145	191955.7142857143	192121.42857142858	187304.28571428574	188945.7142857143	171045.7142857143	173174.28571428574	163284.2857142857	167508.57142857145	154252.85714285716	146147.14285714287	139268.57142857145	131292.85714285716	126307.14285714287	160354.2857142857	112098.57142857143	162311.42857142858	42231.42857142857	211678.57142857145	261612.85714285716	61492.857142857145	49347.14285714286	89451.42857142858	23861.428571428572	95261.42857142858	15198.57142857143	36235.71428571429	23030.0	29637.14285714286	90327.14285714287	21282.857142857145	37845.71428571429	3432.857142857143	6021.428571428572	18081.428571428572	48748.571428571435	3142.857142857143	1908.5714285714287	13214.285714285716	14682.857142857143	14685.714285714286	11154.285714285716	4641.428571428572	3282.857142857143	7987.142857142858	8761.428571428572	8642.857142857143	8247.142857142857	7574.285714285715	6635.714285714286	6068.571428571429	5334.285714285715	4804.285714285715	4412.857142857143	3768.571428571429	4610.0	3417.1428571428573	3270.0	3017.1428571428573	2868.571428571429	2604.2857142857147	2340.0	2145.714285714286	1925.7142857142858	1724.2857142857144	1562.857142857143	1438.5714285714287	1314.2857142857144	1297.1428571428573	1208.5714285714287	1101.4285714285716	1014.2857142857143	890.0	861.4285714285714	850.0	707.1428571428572	767.1428571428572	774.2857142857143	801.4285714285714	698.5714285714287	672.8571428571429	751.4285714285714	634.2857142857143	627.1428571428572	658.5714285714287	624.2857142857143	510.00000000000006	444.28571428571433	498.5714285714286	570.0	1045.7142857142858	1322.857142857143	712.8571428571429	352.8571428571429	201.42857142857144	214.2857142857143	244.2857142857143	221.42857142857144	240.00000000000003	384.28571428571433	2085.714285714286	124145.71428571429	454.28571428571433	294.2857142857143	382.8571428571429	238.57142857142858	261.42857142857144	280.0	405.7142857142857	284.2857142857143	325.7142857142857	617.1428571428572	322.8571428571429	651.4285714285714	597.1428571428572	670.0	782.8571428571429	930.0000000000001	1020.0000000000001	11820.0	701895.7142857143
15-033_R2_001 - Adapter 1	0.8728227457271622	0.9331490164483373	1.3603234575375474	2.2800444006323333	6.052330435047965	20.555478054649765	80.26574597196065	311.1342075892857	1183.638392857143	4726.584821428572	18193.39285714286	74455.35714285714	288412.85714285716	298678.5714285714	317480.0	282101.4285714286	286955.7142857143	278634.28571428574	296577.1428571429	278064.28571428574	236211.42857142858	234231.42857142858	251831.42857142858	247327.14285714287	237928.57142857145	234040.00000000003	251352.85714285716	202881.42857142858	202507.14285714287	192517.14285714287	185785.7142857143	188765.7142857143	194524.28571428574	191395.7142857143	159082.85714285716	177704.28571428574	158864.2857142857	170852.85714285716	184774.28571428574	115641.42857142858	133594.2857142857	122700.00000000001	127988.57142857143	113971.42857142858	130818.57142857143	102007.14285714287	98010.0	105754.28571428572	89052.85714285714	81831.42857142858	77741.42857142858	77321.42857142858	63890.00000000001	64732.857142857145	64787.14285714286	55218.571428571435	56572.857142857145	60250.00000000001	44635.71428571429	43930.0	38508.57142857143	39121.42857142857	30108.57142857143	35115.71428571429	24074.285714285717	25501.428571428572	24641.428571428572	20568.57142857143	17295.714285714286	21508.57142857143	10107.142857142857	12557.142857142859	12414.285714285716	11977.142857142859	12192.857142857143	3571.4285714285716	7771.428571428572	7485.714285714286	6647.142857142858	6068.571428571429	5347.142857142858	4741.428571428572	4245.714285714286	3777.1428571428573	3508.571428571429	3258.571428571429	3281.4285714285716	2984.2857142857147	2857.1428571428573	2520.0	2278.571428571429	2070.0	1848.5714285714287	1694.2857142857144	1514.2857142857144	1354.2857142857144	1268.5714285714287	1262.857142857143	1205.7142857142858	1070.0	974.2857142857143	834.2857142857143	830.0	831.4285714285714	721.4285714285714	734.2857142857143	790.0	764.2857142857143	641.4285714285714	624.2857142857143	577.1428571428572	538.5714285714286	525.7142857142858	527.1428571428572	522.8571428571429	457.14285714285717	422.8571428571429	442.8571428571429	520.0	971.4285714285714	1215.7142857142858	667.1428571428572	340.0	212.85714285714286	190.0	181.42857142857144	222.85714285714286	278.5714285714286	354.28571428571433	2317.1428571428573	118352.85714285714	337.14285714285717	230.00000000000003	297.14285714285717	160.0	185.71428571428572	147.14285714285714	312.8571428571429	181.42857142857144	222.85714285714286	515.7142857142858	197.14285714285717	500.00000000000006	445.7142857142857	411.42857142857144	562.8571428571429	432.8571428571429	321.42857142857144	335.7142857142857	13698.57142857143
15-091_R1_001 - Adapter 1	0.7110197711035434	0.7222859025872019	1.3128442985585842	2.081084629656058	6.537980262046225	23.085291001424867	92.6886120346352	359.3613912026889	1400.7539450613676	5635.2336448598135	22443.925233644863	91403.33333333333	360928.5714285715	360650.0	395047.1428571429	371861.4285714286	373894.28571428574	370021.4285714286	369495.7142857143	367762.85714285716	358614.28571428574	354212.85714285716	371938.5714285715	369541.4285714286	379485.7142857143	366771.4285714286	365480.0	357880.0	344217.1428571429	332185.7142857143	335171.4285714286	337621.4285714286	336010.0	334955.7142857143	337210.0	339102.85714285716	330852.85714285716	342412.85714285716	317194.28571428574	317481.4285714286	301428.5714285714	296155.7142857143	292712.85714285716	392848.5714285715	260048.57142857145	346804.28571428574	190644.28571428574	850628.5714285715	249528.57142857145	75575.71428571429	198068.57142857145	199222.85714285716	96650.0	291660.0	56528.571428571435	145957.14285714287	93078.57142857143	117387.14285714287	302505.7142857143	80035.71428571429	178677.14285714287	16544.285714285714	29730.000000000004	77377.14285714286	201600.0	11568.57142857143	8245.714285714286	54152.857142857145	57607.14285714286	59788.571428571435	45327.14285714286	18218.57142857143	14317.142857142859	34572.857142857145	37902.857142857145	36180.0	34042.857142857145	31808.57142857143	28621.428571428572	26430.0	24132.857142857145	21384.285714285717	19152.857142857145	17387.14285714286	16430.0	15562.857142857143	14690.000000000002	13567.142857142859	12484.285714285716	11280.0	10735.714285714286	10004.285714285716	8757.142857142857	7805.714285714286	7025.714285714286	6421.428571428572	6554.285714285715	6121.428571428572	5518.571428571429	4904.285714285715	4200.0	3742.857142857143	3620.0000000000005	3111.4285714285716	2935.714285714286	2748.571428571429	2920.0	2778.571428571429	2460.0	2070.0	2048.571428571429	1608.5714285714287	1427.1428571428573	1255.7142857142858	1112.857142857143	1117.142857142857	952.8571428571429	1027.142857142857	844.2857142857143	912.8571428571429	758.5714285714287	610.0	480.00000000000006	395.7142857142857	400.0	307.14285714285717	391.42857142857144	367.14285714285717	337.14285714285717	638.5714285714286	14054.285714285716	508.5714285714286	431.42857142857144	694.2857142857143	511.42857142857144	518.5714285714286	605.7142857142858	1031.4285714285716	710.0	857.1428571428572	1380.0	950.0000000000001	1358.5714285714287	1558.5714285714287	1474.2857142857144	2161.4285714285716	2420.0	2520.0	17162.857142857145	1096385.7142857143
15-091_R2_001 - Adapter 1	0.7526117498106938	0.7862180395954745	1.194980733552162	2.198053375196232	6.527636332083537	23.169321544700598	93.10109239706259	359.307321350285	1388.8720046756284	5646.705607476636	22346.635514018693	92943.7037037037	354854.28571428574	362374.28571428574	402885.7142857143	359804.28571428574	373460.0	372287.1428571429	393110.0	385985.7142857143	330838.5714285715	343557.1428571429	370004.28571428574	392760.0	361752.85714285716	366098.5714285715	406678.5714285715	326582.85714285716	347661.4285714286	325365.7142857143	328200.0	329741.4285714286	403624.28571428574	327858.5714285715	329697.1428571429	297705.7142857143	330161.4285714286	333440.0	324314.28571428574	318284.28571428574	275327.1428571429	282614.28571428574	291150.0	266860.0	310407.1428571429	253075.7142857143	246471.42857142858	270690.0	230157.14285714287	211451.42857142858	207997.14285714287	214190.0	180127.14285714287	185490.0	183084.28571428574	164321.42857142858	174157.14285714287	187354.28571428574	139031.42857142858	145444.2857142857	118305.71428571429	121192.85714285714	102935.71428571429	117708.57142857143	86494.28571428572	91871.42857142858	90654.28571428572	77267.14285714286	64654.28571428572	82032.85714285714	39451.42857142857	49674.28571428572	49501.42857142857	50080.0	51057.14285714286	15118.57142857143	31711.428571428572	31490.000000000004	28542.857142857145	26394.285714285717	24144.285714285717	21338.57142857143	19117.14285714286	17435.714285714286	16238.57142857143	15425.714285714286	14615.714285714286	13545.714285714286	12542.857142857143	11251.428571428572	10688.57142857143	9901.428571428572	8645.714285714286	7685.714285714286	6871.428571428572	6320.0	6462.857142857143	6001.428571428572	5434.285714285715	4892.857142857143	4164.285714285715	3667.1428571428573	3554.2857142857147	3104.2857142857147	2928.571428571429	2732.857142857143	2950.0	2781.4285714285716	2444.285714285714	2062.857142857143	1995.7142857142858	1604.2857142857144	1350.0	1254.2857142857144	1088.5714285714287	1094.2857142857144	934.2857142857143	1021.4285714285714	818.5714285714287	915.7142857142858	751.4285714285714	587.1428571428572	468.5714285714286	361.42857142857144	348.5714285714286	277.14285714285717	331.42857142857144	304.2857142857143	305.7142857142857	598.5714285714286	13491.428571428572	377.14285714285717	331.42857142857144	591.4285714285714	392.8571428571429	408.5714285714286	471.42857142857144	914.2857142857143	577.1428571428572	692.8571428571429	1225.7142857142858	761.4285714285714	1142.857142857143	1300.0	1165.7142857142858	1801.4285714285716	1732.857142857143	1511.4285714285716	580.0	19061.428571428572
15-092_R1_001 - Adapter 1	0.6000987937655726	0.6524017237617218	1.1089532091156231	2.1960600467462603	7.120337790288529	26.062259386513226	104.50887534772818	415.4775466949265	1627.8749337572867	6611.377118644067	26387.711864406778	111260.0	462857.1428571429	469348.5714285715	499830.00000000006	482034.28571428574	498961.4285714286	499024.28571428574	501958.5714285715	498310.00000000006	494502.85714285716	497722.85714285716	527712.8571428572	524848.5714285715	534315.7142857143	513430.00000000006	515218.5714285715	514890.00000000006	499835.7142857143	482641.4285714286	491181.4285714286	503187.1428571429	503971.4285714286	510285.7142857143	508814.28571428574	505611.4285714286	506088.5714285715	520117.1428571429	487322.85714285716	493460.00000000006	480358.5714285715	476090.00000000006	468258.5714285715	622792.8571428572	498815.7142857143	703300.0	235660.00000000003	2054238.5714285716	1187592.8571428573	199180.0	220520.0	355377.1428571429	73845.71428571429	399188.5714285715	52392.857142857145	140121.42857142858	59782.857142857145	155252.85714285716	497864.28571428574	59848.571428571435	198635.7142857143	20664.285714285717	19758.57142857143	121374.28571428572	317901.4285714286	39824.28571428572	12712.857142857143	56154.28571428572	89161.42857142858	93478.57142857143	71068.57142857143	32105.714285714286	27765.714285714286	70980.0	79062.85714285714	75827.14285714286	70942.85714285714	66434.28571428572	60601.42857142857	55038.571428571435	48758.571428571435	44100.0	39038.57142857143	36305.71428571429	33215.71428571429	32021.428571428572	30374.285714285717	27965.714285714286	25031.428571428572	23214.285714285717	20621.428571428572	19145.714285714286	16655.714285714286	14694.285714285716	12858.57142857143	12571.428571428572	12245.714285714286	11595.714285714286	10631.428571428572	9111.428571428572	8014.285714285715	6925.714285714286	6402.857142857143	5241.428571428572	4815.714285714286	4851.428571428572	4901.428571428572	4475.714285714286	4100.0	3747.1428571428573	3244.2857142857147	2634.2857142857147	2220.0	1970.0000000000002	1665.7142857142858	1608.5714285714287	1457.1428571428573	1315.7142857142858	1297.1428571428573	1215.7142857142858	1360.0	908.5714285714287	687.1428571428572	530.0	435.7142857142857	438.5714285714286	371.42857142857144	404.28571428571433	478.5714285714286	794.2857142857143	20968.57142857143	580.0	561.4285714285714	657.1428571428572	530.0	572.8571428571429	691.4285714285714	2015.7142857142858	722.8571428571429	874.2857142857143	1364.2857142857144	900.0000000000001	1404.2857142857144	1487.1428571428573	1422.857142857143	2344.285714285714	2287.1428571428573	1622.857142857143	5785.714285714286	513222.85714285716
15-092_R2_001 - Adapter 1	0.6249112354283601	0.7029153248996418	1.13907903307075	2.2800315229376977	7.130210704971644	26.142732955251066	104.83143462710294	415.1861173665386	1615.9353471118177	6634.258474576271	26333.30508474576	113763.44827586207	453935.7142857143	471758.5714285715	511428.5714285715	467662.85714285716	497578.5714285715	503642.85714285716	540677.1428571428	518647.1428571429	455467.1428571429	477960.00000000006	525528.5714285715	560714.2857142858	509748.5714285715	515992.85714285716	566994.2857142858	490997.1428571429	490225.7142857143	481272.85714285716	475180.00000000006	492075.7142857143	505217.1428571429	562740.0	575111.4285714286	452652.85714285716	474515.7142857143	509081.4285714286	478915.7142857143	490888.5714285715	496470.00000000006	418742.85714285716	466798.5714285715	440507.1428571429	512761.4285714286	430475.7142857143	421194.28571428574	461711.4285714286	402531.4285714286	372330.0	376542.85714285716	386828.5714285715	333675.7142857143	343854.28571428574	352601.4285714286	307134.28571428574	336194.28571428574	360895.7142857143	238140.00000000003	270824.28571428574	236422.85714285716	228682.85714285716	191777.14285714287	227945.7142857143	173567.14285714287	180211.42857142858	180152.85714285716	152128.57142857145	127714.28571428572	168855.7142857143	79865.71428571429	101941.42857142858	102985.71428571429	104588.57142857143	104861.42857142858	30530.000000000004	66271.42857142858	66241.42857142858	60497.14285714286	55090.0	48958.571428571435	43925.71428571429	39162.857142857145	36218.57142857143	33111.42857142857	32050.000000000004	30281.428571428572	27945.714285714286	25095.714285714286	23084.285714285717	20687.14285714286	19054.285714285714	16628.57142857143	14640.000000000002	12747.142857142859	12472.857142857143	12160.0	11512.857142857143	10632.857142857143	9055.714285714286	7992.857142857143	6891.428571428572	6347.142857142858	5230.0	4814.285714285715	4822.857142857143	4877.142857142858	4472.857142857143	4145.714285714286	3748.571428571429	3212.857142857143	2651.4285714285716	2198.571428571429	1967.1428571428573	1644.2857142857144	1611.4285714285716	1460.0	1294.2857142857144	1262.857142857143	1217.142857142857	1340.0	877.1428571428572	662.8571428571429	520.0	427.14285714285717	428.5714285714286	345.7142857142857	418.5714285714286	437.14285714285717	820.0	20305.714285714286	507.14285714285717	540.0	602.8571428571429	448.5714285714286	520.0	594.2857142857143	2015.7142857142858	622.8571428571429	750.0	1268.5714285714287	815.7142857142858	1271.4285714285716	1340.0	1238.5714285714287	2161.4285714285716	1925.7142857142858	1135.7142857142858	314.2857142857143	8777.142857142857
15-152_R1_001 - Adapter 1	0.7233711544368101	0.8032439290972478	1.653423671896108	2.422436605176158	7.228813295571255	25.72995381378615	102.56199581714968	397.90239043824704	1585.617529880478	6329.554140127389	25106.153846153848	99211.5	405528.0	414844.0	438756.0	409972.0	403004.0	391312.0	390440.0	386346.0	370294.0	358916.0	365092.0	356684.0	357488.0	352724.0	348882.0	332838.0	316926.0	303920.0	304164.0	302532.0	294992.0	290154.0	283654.0	278420.0	274920.0	272352.0	252216.0	245878.0	230580.0	214892.0	212974.0	277566.0	183732.0	258286.0	55800.0	222542.0	181632.0	118658.0	129378.0	146752.0	96908.0	133934.0	78612.0	99470.0	86318.0	80890.0	105774.0	76036.0	96472.0	43584.0	43934.0	47986.0	90114.0	29540.0	17932.0	36390.0	32356.0	32538.0	23770.0	9176.0	10494.0	16544.0	16284.0	14992.0	13996.0	12858.0	11816.0	10256.0	9106.0	8304.0	7332.0	6518.0	7038.0	6026.0	5256.0	5174.0	4494.0	4180.0	3622.0	3512.0	3066.0	2682.0	2418.0	2220.0	2176.0	2094.0	1950.0	1804.0	1504.0	1378.0	1280.0	1118.0	1028.0	1048.0	1070.0	960.0	902.0	886.0	772.0	676.0	626.0	586.0	602.0	498.0	460.0	436.0	422.0	648.0	738.0	464.0	344.0	254.0	196.0	184.0	192.0	302.0	256.0	974.0	44198.0	326.0	254.0	492.0	336.0	252.0	326.0	566.0	298.0	388.0	688.0	404.0	550.0	690.0	610.0	878.0	1092.0	1260.0	16120.0	873832.0
15-152_R2_001 - Adapter 1	0.7862780947204966	0.851461119009554	1.3103591413038467	2.478060500809577	7.233637297314121	25.972960523858728	103.06045214620057	398.2569721115538	1555.3466135458168	6273.121019108281	24713.846153846156	99879.0	394042.0	412660.0	444512.0	390852.0	398860.0	389564.0	413440.0	396302.0	337840.0	341126.0	358898.0	374780.0	337422.0	349064.0	382738.0	299644.0	316012.0	294274.0	292110.0	292698.0	344494.0	286626.0	273612.0	243638.0	267198.0	263492.0	251906.0	243196.0	206296.0	210262.0	208126.0	188526.0	213110.0	174352.0	164052.0	177804.0	146800.0	134192.0	131106.0	130454.0	107336.0	110208.0	107666.0	95792.0	97400.0	104398.0	77458.0	80704.0	65554.0	65650.0	55108.0	60368.0	41502.0	43928.0	41828.0	35848.0	29324.0	37470.0	16860.0	21360.0	21166.0	21622.0	20702.0	6012.0	13014.0	12570.0	11552.0	10016.0	9048.0	7948.0	7208.0	6366.0	5968.0	5816.0	5144.0	5006.0	4390.0	3984.0	3520.0	3370.0	2914.0	2532.0	2296.0	2128.0	2054.0	2012.0	1838.0	1722.0	1438.0	1324.0	1190.0	1060.0	966.0	974.0	1006.0	922.0	840.0	824.0	652.0	616.0	588.0	506.0	516.0	486.0	428.0	414.0	388.0	594.0	600.0	458.0	284.0	216.0	160.0	170.0	164.0	256.0	210.0	1032.0	41990.0	232.0	174.0	398.0	222.0	160.0	226.0	450.0	196.0	260.0	544.0	266.0	402.0	494.0	354.0	540.0	500.0	442.0	534.0	19528.0
15-154_R1_001 - Adapter 1	0.7766263180134233	0.833003101983973	1.32534966895314	2.380372104677144	6.764515285073155	23.799649015472298	94.98196805770222	366.8482740855229	1455.7032457496136	5844.907216494846	23024.380165289258	92895.33333333333	350000.0	345778.75	366141.25	358078.75	361002.5	350758.75	351271.25	342970.0	329280.0	323367.5	318875.0	325773.75	341090.0	325665.0	321702.5	302427.5	293515.0	280500.0	279435.0	277670.0	267475.0	263620.0	263416.25	259783.75	253345.0	250308.75	236768.75	228283.75	219092.5	208183.75	205141.25	271787.5	195325.0	272175.0	80177.5	828431.25	320433.75	70395.0	50803.75	126605.0	21886.25	106670.0	13328.75	31473.75	17301.25	43515.0	124988.75	16332.5	43018.75	5852.5	6415.0	32366.25	80338.75	12918.75	3535.0	15577.5	23067.5	24030.0	19118.75	9313.75	6355.0	16295.0	17643.75	17556.25	16202.5	14965.0	13422.5	12373.75	11223.75	9693.75	8588.75	7731.25	7391.25	10213.75	6910.0	6215.0	5503.75	5140.0	4645.0	4406.25	3692.5	3427.5	3041.25	2950.0	2777.5	2596.25	2407.5	2131.25	1983.75	1620.0	1637.5	1378.75	1293.75	1275.0	1261.25	1161.25	1047.5	998.75	883.75	770.0	642.5	646.25	548.75	507.5	475.0	556.25	446.25	431.25	433.75	400.0	292.5	233.75	217.5	202.5	268.75	202.5	291.25	392.5	7325.0	365.0	310.0	600.0	425.0	381.25	475.0	751.25	486.25	615.0	1337.5	711.25	1050.0	946.25	981.25	1466.25	1771.25	1795.0	15363.75	882742.5
15-154_R2_001 - Adapter 1	0.8128070909859183	0.8922906613635108	1.2932738835108502	2.4052518692526865	6.752098049870193	23.928209173898342	95.391228748068	367.908294693457	1444.8016486347244	5876.701030927835	22916.694214876035	95362.0	340992.5	347675.0	373793.75	345461.25	362630.0	352475.0	383348.75	348192.5	304048.75	312973.75	317447.5	348591.25	324723.75	325013.75	355242.5	281320.0	296380.0	283015.0	263540.0	272837.5	306223.75	243966.25	265441.25	440366.25	149778.75	332360.0	164642.5	248467.5	148081.25	187193.75	213033.75	164878.75	262600.0	140427.5	134832.5	200766.25	125711.25	128042.5	128595.0	142697.5	86423.75	116831.25	111226.25	91211.25	114258.75	124345.0	80567.5	72138.75	55500.0	77258.75	41006.25	74656.25	35865.0	43913.75	48722.5	32830.0	23266.25	46423.75	9395.0	22781.25	23613.75	24257.5	23708.75	7355.0	13016.25	14565.0	13343.75	12287.5	11240.0	9635.0	8541.25	7672.5	7156.25	7263.75	6780.0	6055.0	5505.0	5106.25	4605.0	4345.0	3586.25	3323.75	2937.5	2845.0	2721.25	2530.0	2397.5	2078.75	1958.75	1598.75	1576.25	1345.0	1288.75	1265.0	1235.0	1158.75	1021.25	977.5	878.75	738.75	666.25	662.5	521.25	482.5	488.75	537.5	428.75	423.75	406.25	378.75	267.5	211.25	187.5	167.5	202.5	172.5	226.25	372.5	6980.0	250.0	231.25	486.25	306.25	255.0	346.25	621.25	337.5	446.25	1167.5	502.5	836.25	730.0	685.0	1113.75	1062.5	800.0	628.75	24388.75
