Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
15-033_R1_001_val_1	2485.0	6400.0	4737.0	4709.0	5145.0	5912.0	7546.0	10056.0	14207.0	20323.0	31125.0	47004.0	81381.0	127686.0	185909.0	251587.0	354458.0	446038.0	569617.0	656350.0	761720.0	874237.0	992058.0	1056538.0	1137306.0	14249385.0	24470560.0
15-033_R2_001_val_2	13682.0	17869.0	8368.0	6935.0	6947.0	7537.0	9264.0	12070.0	16288.0	22081.0	33757.0	50629.0	84892.0	131674.0	189720.0	255978.0	358013.0	449254.0	571944.0	657954.0	762779.0	875626.0	993991.0	1061736.0	1154943.0	15049433.0	23571115.0
15-091_R1_001_val_1	2515.0	6130.0	6094.0	7867.0	11724.0	15247.0	23692.0	34367.0	51209.0	74021.0	117353.0	175753.0	288929.0	414568.0	557759.0	693137.0	888577.0	1005040.0	1155958.0	1179637.0	1243563.0	1291119.0	1306669.0	1281187.0	1256884.0	11776766.0	19162801.0
15-091_R2_001_val_2	16111.0	20714.0	11046.0	11152.0	14252.0	17243.0	25779.0	36446.0	53468.0	76426.0	119883.0	178560.0	291545.0	416768.0	559735.0	694626.0	889225.0	1005098.0	1154699.0	1177981.0	1241265.0	1289514.0	1306206.0	1283693.0	1271390.0	12451469.0	18414272.0
15-092_R1_001_val_1	3431.0	8738.0	8512.0	11969.0	19274.0	26120.0	43627.0	63804.0	102754.0	148161.0	242286.0	357574.0	571321.0	792588.0	1043915.0	1270173.0	1521497.0	1629017.0	1760669.0	1769205.0	1776961.0	1812505.0	1746646.0	1651136.0	1588750.0	11258540.0	17839525.0
15-092_R2_001_val_2	18591.0	24388.0	14274.0	15626.0	22821.0	29060.0	46713.0	66908.0	105584.0	150952.0	245146.0	360583.0	573476.0	794006.0	1044525.0	1270058.0	1520342.0	1626340.0	1756600.0	1765125.0	1772555.0	1808329.0	1743764.0	1651711.0	1599758.0	11823585.0	17217878.0
15-152_R1_001_val_1	1818.0	4784.0	3169.0	3503.0	4392.0	5091.0	7155.0	9832.0	14956.0	21978.0	35752.0	56335.0	98202.0	159866.0	227895.0	303963.0	422914.0	524510.0	663832.0	741946.0	831635.0	908327.0	996712.0	1032217.0	1027466.0	9167133.0	15120073.0
15-152_R2_001_val_2	37185.0	41117.0	14101.0	9947.0	8929.0	8743.0	10348.0	12590.0	17773.0	24422.0	38589.0	59542.0	101616.0	163706.0	231102.0	307141.0	424514.0	524399.0	660879.0	737690.0	825766.0	901518.0	989716.0	1027610.0	1042265.0	9693631.0	14480617.0
15-154_R1_001_val_1	2634.0	6739.0	5155.0	5961.0	7747.0	9618.0	13671.0	19042.0	29100.0	40642.0	66417.0	100999.0	174321.0	263473.0	380358.0	485371.0	666560.0	804852.0	987015.0	1089035.0	1226634.0	1319439.0	1422774.0	1421933.0	1470133.0	14663266.0	23445412.0
15-154_R2_001_val_2	17356.0	21502.0	10101.0	9174.0	10262.0	12004.0	16037.0	21549.0	31689.0	43499.0	69581.0	104782.0	177877.0	267404.0	383691.0	488600.0	669125.0	806566.0	987244.0	1088889.0	1225665.0	1318397.0	1422628.0	1425065.0	1485273.0	15362354.0	22651987.0
15-161_R1_001_val_1	3032.0	7493.0	6316.0	7337.0	10931.0	14882.0	23199.0	35000.0	57096.0	83972.0	139021.0	215974.0	354823.0	522454.0	712986.0	890305.0	1135920.0	1288673.0	1469043.0	1510288.0	1571304.0	1621197.0	1634899.0	1598559.0	1545849.0	13722678.0	22124750.0
15-161_R2_001_val_2	18418.0	23029.0	11706.0	10960.0	13833.0	17368.0	25923.0	37770.0	59854.0	87138.0	142359.0	219425.0	358180.0	525513.0	715266.0	892099.0	1135926.0	1288033.0	1466636.0	1507094.0	1568102.0	1618550.0	1634096.0	1600907.0	1561348.0	14381334.0	21387114.0
25-046_R1_001_val_1	3190.0	8031.0	6328.0	5348.0	6553.0	6885.0	8464.0	11299.0	16183.0	23297.0	34944.0	53810.0	91649.0	141563.0	210445.0	284904.0	400648.0	495402.0	624914.0	704400.0	811708.0	924181.0	1013392.0	1064825.0	1134520.0	13223847.0	22554730.0
25-046_R2_001_val_2	14715.0	19766.0	10211.0	8056.0	8663.0	8947.0	10571.0	13577.0	18440.0	25188.0	37796.0	57010.0	95209.0	144999.0	213671.0	288398.0	403379.0	497706.0	626064.0	705377.0	812070.0	924483.0	1014408.0	1068720.0	1150010.0	14067254.0	21620772.0
25-047_R1_001_val_1	10127.0	23104.0	34644.0	57920.0	107714.0	167265.0	271756.0	354339.0	461461.0	490772.0	570757.0	598825.0	697322.0	732394.0	751461.0	723883.0	759219.0	737622.0	739290.0	709476.0	688629.0	686464.0	677524.0	650543.0	613744.0	4997500.0	8728964.0
25-047_R2_001_val_2	21168.0	33118.0	37301.0	58467.0	106668.0	165896.0	271942.0	354830.0	461970.0	491096.0	571450.0	599640.0	697474.0	732389.0	751095.0	723466.0	757954.0	736436.0	737352.0	707409.0	686702.0	684631.0	676048.0	650318.0	620250.0	5399488.0	8308161.0
25-048_R1_001_val_1	2720.0	7553.0	5868.0	4351.0	4723.0	4866.0	5667.0	6988.0	9427.0	12026.0	17064.0	24083.0	38501.0	57947.0	86109.0	121164.0	174267.0	227130.0	294989.0	351714.0	413794.0	480294.0	541358.0	590944.0	638402.0	8589074.0	14631436.0
25-048_R2_001_val_2	12956.0	18044.0	9745.0	6974.0	6850.0	6668.0	7476.0	8916.0	11157.0	14109.0	19371.0	26619.0	40896.0	60726.0	88892.0	124221.0	176697.0	229358.0	296329.0	352662.0	414537.0	481134.0	542978.0	594700.0	651119.0	8920611.0	14218714.0
25-049_R1_001_val_1	1792.0	4965.0	3608.0	3917.0	4643.0	5577.0	7336.0	10086.0	14175.0	19628.0	31560.0	47743.0	84634.0	135729.0	190610.0	250203.0	351906.0	435311.0	558492.0	629164.0	723033.0	813606.0	922627.0	966881.0	1005506.0	11750396.0	19110895.0
25-049_R2_001_val_2	42053.0	46397.0	15941.0	11175.0	9650.0	9248.0	10638.0	13196.0	17040.0	22560.0	34840.0	51471.0	88636.0	140407.0	195097.0	255471.0	355562.0	437372.0	558450.0	627348.0	719663.0	809097.0	917999.0	965078.0	1024096.0	12306207.0	18399331.0
25-050_R1_001_val_1	2521.0	6612.0	4843.0	4951.0	6243.0	7521.0	10126.0	14191.0	21293.0	31433.0	50927.0	77652.0	132539.0	200133.0	289719.0	381817.0	521859.0	625054.0	767249.0	848956.0	961166.0	1074191.0	1177141.0	1230545.0	1302406.0	15936644.0	26874598.0
25-050_R2_001_val_2	16433.0	21364.0	10218.0	8522.0	9217.0	10145.0	12857.0	16726.0	23929.0	33969.0	54326.0	81488.0	136538.0	204265.0	293694.0	386129.0	525371.0	628049.0	769486.0	850768.0	962131.0	1075378.0	1179039.0	1235980.0	1319708.0	16694382.0	26002218.0
25-051_R1_001_val_1	5682.0	12721.0	11498.0	15303.0	26654.0	45048.0	80563.0	128411.0	206580.0	277697.0	376858.0	466893.0	584284.0	698963.0	813175.0	921692.0	1030842.0	1152531.0	1228506.0	1312082.0	1372849.0	1452011.0	1495351.0	1528485.0	1497396.0	13066523.0	22477205.0
25-051_R2_001_val_2	24345.0	31920.0	17716.0	19391.0	29492.0	47749.0	83940.0	131548.0	209018.0	277100.0	379506.0	470044.0	587591.0	701875.0	815826.0	924180.0	1032384.0	1152785.0	1227528.0	1310062.0	1369818.0	1449003.0	1493572.0	1529529.0	1511922.0	13899099.0	21558860.0
25-052_R1_001_val_1	1601.0	4118.0	2954.0	3338.0	3832.0	4680.0	5881.0	8337.0	12178.0	16561.0	26163.0	39071.0	64149.0	98552.0	141355.0	189442.0	255119.0	315721.0	384866.0	434111.0	481188.0	540420.0	587986.0	607579.0	632329.0	9419515.0	15778883.0
25-052_R2_001_val_2	9986.0	13395.0	6088.0	5358.0	5726.0	6391.0	7578.0	10088.0	14002.0	18520.0	28177.0	41537.0	66885.0	101479.0	144224.0	192649.0	257846.0	318115.0	387003.0	435872.0	482552.0	542197.0	590378.0	612504.0	647787.0	9851000.0	15262592.0
25-053_R1_001_val_1	5485.0	10614.0	10125.0	10670.0	16491.0	21811.0	35403.0	54881.0	89166.0	125175.0	175049.0	231195.0	320916.0	410348.0	508555.0	574835.0	699396.0	783958.0	902644.0	980906.0	1063705.0	1167883.0	1240754.0	1291567.0	1311801.0	14521295.0	24038760.0
25-053_R2_001_val_2	22415.0	27612.0	15403.0	14062.0	18905.0	23956.0	37785.0	57292.0	91163.0	124519.0	177583.0	233965.0	323708.0	413090.0	510430.0	577235.0	700769.0	784938.0	902047.0	980000.0	1062438.0	1166336.0	1240109.0	1294453.0	1328197.0	14999764.0	23475214.0
25-054_R1_001_val_1	2297.0	6050.0	4673.0	5452.0	6912.0	8541.0	12000.0	17035.0	26153.0	38560.0	62441.0	95195.0	156818.0	232199.0	333061.0	437999.0	584360.0	703661.0	845747.0	946385.0	1062440.0	1174125.0	1276100.0	1337231.0	1392242.0	14385376.0	25008078.0
25-054_R2_001_val_2	15257.0	19828.0	9511.0	8742.0	9701.0	11239.0	14987.0	20246.0	29627.0	42172.0	66615.0	100006.0	161436.0	237436.0	337974.0	442719.0	587934.0	706633.0	847682.0	947350.0	1062648.0	1174319.0	1277032.0	1341848.0	1409495.0	15316533.0	23962161.0
25-055_R1_001_val_1	1846.0	4325.0	3566.0	3778.0	4324.0	5193.0	6239.0	7787.0	9996.0	12652.0	17823.0	25443.0	38843.0	57948.0	82553.0	112373.0	156089.0	198021.0	251087.0	295460.0	344300.0	398912.0	453311.0	494177.0	543370.0	10338596.0	18201619.0
25-055_R2_001_val_2	8269.0	11121.0	5635.0	5240.0	5495.0	6235.0	7531.0	9520.0	12052.0	15072.0	20492.0	28720.0	42169.0	61726.0	86170.0	116610.0	159517.0	201387.0	253905.0	298092.0	346684.0	401453.0	456374.0	499740.0	559145.0	10912197.0	17539080.0
25-056_R1_001_val_1	2283.0	5799.0	4318.0	4201.0	5372.0	5974.0	7487.0	10392.0	15587.0	22192.0	34561.0	53377.0	91155.0	143258.0	203564.0	271017.0	373594.0	460035.0	574845.0	648049.0	733673.0	818810.0	891560.0	938624.0	968349.0	9969831.0	16681648.0
25-056_R2_001_val_2	38438.0	43302.0	15899.0	10735.0	10124.0	9446.0	10698.0	13387.0	18243.0	24435.0	37306.0	56368.0	94380.0	146341.0	206819.0	274422.0	375549.0	460695.0	572841.0	644600.0	728887.0	812986.0	885616.0	935619.0	983579.0	10452246.0	16076594.0
25-058_R1_001_val_1	2757.0	6456.0	6009.0	7374.0	10265.0	13506.0	19239.0	27467.0	44303.0	58317.0	93749.0	137649.0	233273.0	340913.0	473031.0	592535.0	778722.0	889832.0	1045448.0	1089048.0	1161153.0	1217428.0	1261541.0	1226239.0	1214895.0	10362769.0	16517753.0
25-058_R2_001_val_2	15238.0	18901.0	10355.0	9974.0	12476.0	15325.0	21291.0	29359.0	44573.0	60303.0	96205.0	140282.0	235931.0	343338.0	474822.0	593955.0	778795.0	889636.0	1043686.0	1086854.0	1158649.0	1215232.0	1259869.0	1227385.0	1224966.0	10995626.0	15828645.0
25-059_R1_001_val_1	14408.0	33091.0	35987.0	29538.0	49057.0	56357.0	76528.0	113418.0	177873.0	260566.0	315898.0	405473.0	554301.0	701102.0	856192.0	925905.0	1098211.0	1215317.0	1384007.0	1469254.0	1553135.0	1650287.0	1737341.0	1743017.0	1746231.0	16360153.0	27398383.0
25-059_R2_001_val_2	38865.0	56318.0	42015.0	33945.0	51330.0	58554.0	79207.0	116768.0	179266.0	243615.0	319138.0	409593.0	557150.0	703711.0	858358.0	928015.0	1099122.0	1214810.0	1381877.0	1466492.0	1549159.0	1646428.0	1734862.0	1745289.0	1766804.0	17171353.0	26508986.0
25-060_R1_001_val_1	4573.0	10698.0	9088.0	12134.0	20162.0	32798.0	56773.0	93589.0	150486.0	194908.0	269524.0	339306.0	459387.0	559113.0	647684.0	712485.0	842691.0	923998.0	1041244.0	1094551.0	1173679.0	1266403.0	1339280.0	1346749.0	1390669.0	15247868.0	24370848.0
25-060_R2_001_val_2	23829.0	29457.0	15306.0	16292.0	22763.0	35181.0	59306.0	96187.0	151599.0	196930.0	271727.0	342077.0	462146.0	561379.0	649316.0	714423.0	843669.0	923882.0	1040226.0	1093316.0	1171746.0	1264908.0	1338321.0	1350150.0	1407634.0	15465878.0	24063040.0
