Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
25-055_R1_001 - Adapter 1	7133605	1908482	707590	223007	137461	110638	107738	101724	100198	100205	97981	96610	95757	94172	98056	91952	90955	87959	88190	85684	81451	78910	77919	76870	76689	73085	70752	68558	64154	61514	60862	63660	103682	7932	54235	52531	52178	48961	46252	45512	42914	40133	39971	52643	35270	47646	15597	92230	65752	16977	14128	28540	6725	24969	4025	9160	5793	8352	23205	5505	9490	1005	1741	5550	14645	1084	671	3669	4373	4535	3483	1630	1245	2947	3226	3127	2844	2739	2481	2346	2167	1888	1752	1552	1458	1519	1380	1332	1242	1176	1070	1021	947	888	768	736	686	679	656	634	554	524	545	461	409	411	382	372	358	334	341	346	312	298	274	234	245	243	233	189	205	162	214	134	145	162	114	161	158	372	1394	268	247	559	275	264	321	462	281	381	687	424	547	671	667	800	1085	1332	16330	828648
25-055_R2_001 - Adapter 1	7537747	2012564	687569	244785	140518	112815	108667	101773	99514	100289	97810	99452	93229	94590	99669	89140	90871	88399	95046	88374	74446	75603	77518	79271	74694	73404	78681	64047	62489	61171	59013	59147	60245	59639	48989	54582	48990	51461	55629	35677	40202	37842	39658	34592	40916	30190	29689	31753	27242	24565	23669	24010	19453	20268	19211	16988	17301	18841	12679	13276	11089	11357	9095	10765	7922	8019	7971	6324	5269	6882	3457	4396	4384	4340	4506	1344	2679	2719	2470	2326	2167	1876	1770	1581	1398	1461	1360	1306	1259	1182	1073	1013	924	845	740	728	662	662	641	595	554	511	504	435	402	400	392	374	356	338	326	334	305	284	239	241	232	238	226	193	194	145	186	124	113	111	85	115	104	306	1237	169	159	492	176	152	208	359	170	232	547	281	357	462	403	512	471	469	429	24336
25-056_R1_001 - Adapter 1	6588511	1818740	845595	309017	225532	197198	194442	189579	185194	183582	179550	180885	184848	186381	198025	183373	181294	175144	173730	171604	164732	160395	166700	161035	161342	155904	153339	147460	140006	132636	132385	132618	129317	126068	123175	119380	118868	118601	108967	106841	100885	93639	92758	123513	80892	109764	26466	95784	83368	53115	58529	68148	41286	57401	35349	43910	38496	35932	47648	33613	43143	19368	19280	21773	41563	13546	8329	16533	15322	15323	11071	4308	4999	7710	7744	7427	6651	6158	5681	5075	4670	4102	3649	3369	3524	2971	2878	2551	2332	2228	1921	1922	1595	1488	1269	1167	1143	1116	1053	932	840	1107	785	695	624	650	739	1005	571	610	500	509	449	416	641	415	359	376	383	999	971	644	260	182	401	150	252	209	231	1122	63308	351	222	237	182	160	196	292	224	261	416	288	380	393	427	541	611	659	7387	386275
25-056_R2_001 - Adapter 1	7023446	1890111	712129	321119	227281	198474	195347	190122	181344	182829	176866	184301	177713	185305	200923	174665	179910	174149	190398	168709	151336	152016	164132	172750	150442	155758	165974	137579	137805	142539	113062	133146	136001	117000	120140	149123	113599	116408	81217	96949	96851	97507	92826	80845	107305	70902	65214	82484	59788	58359	57357	61940	42522	49368	48343	40346	46600	51841	31146	38588	25229	29006	21242	29099	16230	19220	20171	14523	11398	19438	4813	9412	9810	9946	9933	3326	5751	5880	5515	4999	4563	3980	3503	3304	3024	2853	2846	2470	2282	2159	1890	1812	1539	1405	1200	1109	1086	1069	1022	904	822	986	763	668	607	625	719	879	517	562	443	403	381	389	512	376	333	332	354	917	868	585	241	160	390	168	234	227	290	1540	59839	298	174	194	140	115	148	252	161	199	364	214	322	314	311	390	350	323	255	8611
25-058_R1_001 - Adapter 1	6976739	1766234	823037	343380	273685	247510	245548	235667	229869	232305	229996	234844	240294	243903	264204	250296	251591	250597	249512	249912	239485	234989	243842	241137	250030	242334	238383	233835	223255	215983	216484	218074	215477	218107	217094	220053	210202	215400	199388	197023	185902	183088	181663	247642	162392	217006	108626	513063	163743	43488	123805	122548	51693	163086	33327	86264	51831	68352	176146	44684	102021	8950	16108	44332	112722	6349	4495	30008	31645	32450	24258	9486	7651	18935	20744	19832	18677	17450	16221	14355	13046	11654	10430	9098	10565	32153	9696	8759	7011	6491	5924	5573	4736	4344	3908	3630	3537	3319	3197	2741	2430	2187	2227	1875	1726	1668	1660	1432	1343	1293	1085	941	794	772	700	677	627	646	547	646	712	469	394	237	273	239	285	295	312	878	24055	355	270	852	374	293	388	1045	377	433	996	463	678	708	701	897	1220	1635	19448	1353368
25-058_R2_001 - Adapter 1	7436492	1945357	749419	365621	274324	248378	246237	235983	228318	233466	228816	241935	233881	245085	269632	241904	251760	252345	273522	253076	222015	227748	242749	258382	237855	242587	267248	214557	226567	219192	205644	215802	246333	199328	217593	362726	134858	286518	136455	219831	125336	161478	188173	149496	243985	132223	124938	189724	116362	121008	123151	140811	83961	115310	109930	89902	115464	135101	69260	76627	57921	81825	41447	75586	35298	46189	52463	35501	24883	50887	9735	24011	26203	27338	26898	8039	14738	16894	16001	14181	12911	11436	10207	8914	8622	8467	8219	7914	6820	6286	5801	5213	4445	3988	3654	3292	3401	3091	3000	2596	2302	2091	2053	1766	1635	1558	1620	1389	1301	1256	1048	897	778	764	646	654	589	627	512	611	633	431	373	202	219	181	218	214	236	948	23170	261	186	722	272	188	258	917	256	259	825	275	447	425	387	538	533	611	1423	93194
25-059_R1_001 - Adapter 1	10863297	3103022	1185500	538488	387957	348049	351237	338355	337879	342261	341923	341010	342960	343160	359363	350398	347490	343523	351414	333932	329605	325449	324121	325374	336147	321820	314985	314733	300552	293992	295047	298804	293953	290820	287758	282763	281826	279991	271063	263920	256560	256482	249177	370535	225532	317771	193773	1774113	330679	271336	85162	246018	33392	64603	20445	25481	11588	66977	190744	26388	91985	16086	9546	70962	170972	43948	10455	15489	38276	46286	37514	19812	20536	55370	64191	65146	63237	60710	57432	55566	53899	56229	53739	41943	45021	39048	36313	34966	32390	29997	27178	25399	22027	19584	17867	16252	15444	16146	14141	13268	12043	14844	10230	8798	8090	8049	12116	13003	6328	6263	5490	5090	4397	5223	6508	5385	5046	6662	6517	9485	12209	9064	2900	1558	1450	1446	1624	2288	2694	18988	1028993	5942	2206	3052	2134	1101	1363	2765	1294	1320	2914	1485	1873	2035	2117	2525	3300	4274	47816	2772333
25-059_R2_001 - Adapter 1	11407811	3225760	1187490	542750	396288	351892	352023	339152	334750	343619	340232	348150	335419	343543	366582	337142	349656	345084	377217	346599	306927	321652	322662	354931	315839	320316	350055	297865	290420	296623	278591	293355	314120	278842	295059	307488	260436	268965	308092	237892	259812	224606	241965	222441	262090	222061	204826	235495	198702	189408	186535	191096	166419	183166	184549	166802	191956	210585	137845	161397	139214	137893	122614	147413	109428	116768	118006	104478	89057	123724	58670	78643	83044	85015	88433	26174	59709	60662	57230	55175	52504	50648	48206	40777	38461	37588	36207	34582	32057	29230	26789	24366	21233	18608	17078	15532	14782	14648	13822	12568	11425	13695	9607	8509	7751	7625	11780	11899	6157	5995	5230	4856	4185	5097	5988	5026	4694	6108	5917	8604	11174	8468	2679	1495	1300	1291	1518	2353	2703	21673	989148	5557	1907	2790	1817	819	1028	2490	909	943	2490	1013	1392	1359	1230	1575	1397	1538	2142	71017
25-060_R1_001 - Adapter 1	10317100	2753084	1146321	444320	320347	281122	279202	267277	265536	265610	261900	262006	262758	265870	277585	270041	263688	263253	271669	258149	253620	247477	251130	248351	254723	246220	238393	238899	223484	217766	218814	222069	216939	215715	215941	213650	212118	210481	202183	196640	192134	191810	188053	289475	172425	241412	147698	1367512	260995	220566	64522	202796	26306	46243	15928	18156	8262	49458	142641	20243	72972	12548	7253	56329	138489	34509	8654	12339	30747	37998	29908	15715	17024	46192	54276	54934	53194	51526	48920	46190	43558	40628	36739	33102	32728	41867	31641	29668	27104	24430	22781	20459	17430	15825	13342	12249	11377	10991	9995	8713	7514	6571	5958	4735	4116	3735	3580	3025	2747	2655	2194	1795	1496	1546	1144	1134	909	1095	942	885	1060	702	816	479	419	496	525	591	565	1450	28093	808	675	2074	945	710	946	1731	816	921	1837	1024	1351	1625	1602	2277	2806	3233	40815	2601288
25-060_R2_001 - Adapter 1	10472264	2815567	1034392	456219	322889	282585	279845	267562	263145	266699	260379	269304	255850	266493	283604	258627	266427	264307	292772	265700	235797	238983	249900	267501	241331	246730	269703	217412	226930	217769	210863	217299	254373	197283	216315	384550	121332	289870	137816	219297	130611	168411	193423	160714	254714	146541	132634	206161	128082	138797	144423	167884	102470	143664	138224	118254	159883	192639	101186	114844	89665	130434	70196	135804	64498	88251	100837	71840	51390	115580	22264	59236	68462	72528	73063	21594	42749	50458	48438	46067	43433	40303	36475	32856	31453	30680	31078	29017	26894	23958	22526	19766	16773	15182	12781	11761	10948	10568	9653	8454	7202	6309	5635	4542	3984	3594	3501	3009	2673	2607	2143	1755	1458	1496	1073	1076	860	1014	861	807	929	608	749	369	312	377	337	412	393	1386	25935	646	456	1876	700	433	643	1445	489	567	1444	590	885	1064	919	1459	1143	970	1803	85039
25-109_R1_001 - Adapter 1	7862325	2164672	931050	399997	319967	285886	285943	275706	270643	274305	272632	276100	279396	280995	300185	285709	286734	282328	283321	281119	272612	267148	274712	270093	277220	267289	265823	257122	248871	239483	243656	242181	231968	231827	231061	230192	227400	224013	210983	206555	201674	191409	188457	249727	185433	265642	79026	828800	293547	68127	52276	119428	21034	103403	13140	30685	16955	40786	123002	16896	43711	5698	6275	30427	78486	12925	3366	15429	23663	24880	19904	9604	6647	16851	18739	17956	16612	15694	14263	12671	11554	10189	9112	8086	7748	7582	6960	6382	5778	5332	4879	4351	3720	3273	2980	2860	2620	2590	2289	2145	1940	1543	1450	1281	1191	1184	1167	1063	992	856	797	675	594	581	541	465	378	403	373	439	408	304	266	202	168	153	176	188	220	463	14894	276	205	391	271	238	284	566	355	359	773	416	714	621	607	875	1167	1334	11473	659332
25-109_R2_001 - Adapter 1	8313519	2322470	915332	427831	323198	287989	286782	276130	268966	275068	271707	283144	272290	282378	305183	276014	287047	283786	305597	289341	250491	255067	272933	278128	270934	267920	296661	242026	242616	238311	234253	236135	244454	248459	206841	236958	215743	231016	254385	163248	188888	179680	190830	169418	201772	156713	151916	168037	143435	129601	127328	129550	106739	111438	110456	96040	99000	104047	82216	78806	67937	68624	54800	64580	46273	48595	47425	39435	33578	42559	20271	25303	25257	25278	25875	7366	15591	15754	14284	12648	11535	10164	9091	8179	7595	7420	7006	6326	5808	5317	4808	4283	3667	3232	2898	2794	2589	2554	2279	2114	1913	1534	1415	1278	1161	1145	1175	1051	978	879	767	675	601	612	512	455	368	385	374	424	415	292	237	160	139	132	142	154	154	404	14397	203	122	320	199	142	208	472	214	246	640	262	545	413	372	583	588	585	426	13855
25-110_R1_001 - Adapter 1	7851707	1980378	848541	270015	185645	153436	151704	140624	136607	135863	133083	133005	132956	132827	143790	129499	130991	125855	127007	122501	112774	110212	112438	108237	109185	103515	100041	95354	90169	85165	84244	82650	80226	76793	76385	74716	71193	71006	66098	62283	59337	54167	54522	70772	49229	66485	15168	80229	47014	21935	30336	38891	17730	32444	15356	22054	17804	17325	30423	15325	22138	4974	6524	9752	23381	3047	1991	6788	6179	6265	4769	1901	1915	3426	3497	3299	3042	2902	2769	2407	2165	1986	1783	1525	1668	2031	1258	1228	981	1009	967	944	719	705	627	508	502	484	462	409	366	358	354	315	303	289	274	269	220	224	215	205	200	176	153	156	157	128	149	158	198	137	88	81	89	81	100	90	124	384	12516	188	108	234	124	107	148	179	136	169	303	188	264	342	353	488	524	696	7348	350698
25-110_R2_001 - Adapter 1	8314240	2093222	708273	288968	185813	155357	152395	141037	135272	136494	132241	136798	128890	133518	146694	124758	131151	126233	137994	123057	104795	106188	111645	115398	103550	103194	111062	87218	91145	85929	78700	81475	89692	71494	76203	125035	41494	93114	44890	68873	40239	49248	55023	44482	68347	37927	33678	54262	30477	31184	30914	34995	20529	27460	26075	20714	26782	29985	15887	16135	12263	16764	8422	15124	6981	8774	9561	6626	4541	9229	1848	4452	4980	4796	4470	1207	2462	2812	2750	2354	2120	1924	1690	1515	1407	1339	1214	1166	970	979	950	896	677	644	603	489	476	473	456	421	347	350	315	319	295	275	285	249	235	201	209	210	178	172	146	145	139	131	140	158	173	130	85	72	75	68	73	92	115	411	11804	151	77	201	91	70	99	137	87	114	237	133	193	246	226	352	304	314	282	10654
25-112_R1_001 - Adapter 1	10821028	2799605	1003555	315364	183932	141509	137597	129963	124486	123391	120032	117601	116096	113935	119278	111159	108914	105590	104727	100397	94943	91706	91222	88473	88289	84098	79991	77398	72884	68125	66614	65101	62848	61298	59130	56637	54519	53840	50472	48454	45198	42287	41552	55366	34499	49035	11329	61670	39672	15308	22519	30124	11442	24469	10628	16482	12004	12117	24184	10616	16616	3257	4313	7164	18930	1987	1305	5281	5187	5334	3865	1516	1628	2974	3049	2879	2813	2651	2483	2222	2115	1926	1846	1506	1577	1421	1363	1224	1197	1119	1017	925	820	762	728	662	657	661	643	602	540	1213	573	487	421	463	630	1629	367	526	381	354	329	441	815	586	510	311	359	1029	495	982	207	114	143	119	156	170	165	375	7341	224	152	302	164	152	171	188	186	202	277	215	266	313	410	390	525	548	7310	351355
25-112_R2_001 - Adapter 1	11347144	2964626	1009840	343628	190505	144607	138269	130091	123381	123900	119667	120800	113031	114598	121888	106844	109336	106269	114216	101927	86824	87954	91095	96058	82710	84501	87090	73525	72296	72221	59502	65627	67427	56113	58129	69379	55458	52675	38753	44084	44270	43369	42853	35181	48731	28232	28624	34859	26153	24484	23321	26219	17317	20188	19580	16348	18093	17946	13458	12611	10505	12489	7839	11255	6738	7519	7862	5714	4693	7651	2312	4010	4105	4044	4201	1413	2411	2602	2472	2231	2122	1852	1781	1525	1475	1410	1384	1208	1195	1113	1039	917	782	734	710	653	642	672	673	596	557	1101	560	456	403	461	623	1457	365	502	304	342	313	425	705	537	474	292	335	909	441	903	198	107	129	99	145	146	149	382	6894	201	110	272	127	116	137	154	135	146	247	162	196	222	267	282	283	224	218	8418
25-113_R1_001 - Adapter 1	6543272	1786362	728437	273103	201819	172156	169610	158393	155313	154735	151690	151730	152729	149637	156139	146186	145577	138372	137716	135644	127795	122194	122812	120675	119557	115177	110088	105638	99063	92763	91547	88342	85185	82252	79333	77800	75516	71910	66501	63342	58642	56449	52692	70277	48945	62414	18851	146113	65180	14471	13074	33748	5633	21357	4752	7680	4026	9261	23377	3650	8936	1008	1207	5965	13638	1100	689	2913	3625	3608	2467	1136	1303	2734	2995	2757	2505	2474	2155	2096	1869	1669	1505	1339	1329	1875	1178	1145	1022	1028	917	884	732	691	600	547	578	570	576	503	500	439	416	372	364	323	348	394	317	385	334	309	295	284	332	327	312	305	309	733	887	473	235	171	152	136	151	189	273	1507	92920	296	178	258	183	136	157	344	218	216	376	285	383	428	477	583	796	905	9410	511362
25-113_R2_001 - Adapter 1	7003154	1939135	711453	302066	205290	174427	170235	158591	153754	155696	150617	156173	147972	150190	159760	140250	145546	138737	151507	135518	118001	116878	121837	128491	113346	115218	121407	97470	99381	93775	85865	87354	95475	75263	78944	129544	42819	94171	45069	68407	39592	49647	54177	42316	64443	34844	31941	45652	27667	27539	28115	30568	17859	23784	22059	17524	21499	23575	12467	13017	9982	13692	6830	11983	5662	7327	7906	5158	3651	7354	1556	3545	3929	3884	3764	1163	1962	2405	2150	2062	1813	1630	1451	1322	1213	1313	1128	1097	1023	989	907	829	688	654	569	508	553	536	558	479	478	436	395	354	344	317	343	384	303	365	309	286	282	267	324	299	296	284	309	674	806	433	210	177	133	143	153	244	261	1933	89258	254	132	210	122	80	105	289	144	153	306	193	277	321	289	428	421	421	283	10707
25-114_R1_001 - Adapter 1	14927599	3944339	1666854	545385	329958	277494	269183	258934	249222	248200	241616	238945	237541	236719	245858	232348	226796	220754	222094	212363	200836	191206	190803	185941	185028	178331	173824	165912	155848	146828	145363	144697	139487	135795	129114	124837	121491	121175	112088	107382	99009	93855	91152	123381	77251	111268	25171	140197	90468	34478	51237	68832	25215	54715	24587	37616	27964	28029	56008	25390	39483	7675	10348	17189	44069	4469	2910	12226	11350	11932	8979	3405	3533	6800	7110	6845	6503	6310	5621	5298	5439	7215	5722	3823	4300	3281	3086	2750	2626	2511	2310	2120	1927	1683	1503	1426	1412	1641	1405	1344	1150	1016	1038	975	888	998	2834	900	1056	799	972	787	806	685	830	836	876	874	891	1013	1919	793	485	294	267	276	279	393	501	3486	146839	1341	463	586	476	284	309	535	284	329	564	342	489	526	518	611	968	1262	16416	1023287
25-114_R2_001 - Adapter 1	15607518	4034372	1413506	553983	335465	279605	270767	259279	247005	248852	240911	244928	231684	237764	250707	223723	227362	221887	242495	215682	183557	182474	190073	201503	173455	179488	189448	157266	152444	153645	131982	144694	136128	164551	103989	131974	119215	119108	100094	127560	79019	88060	91718	81260	95536	70750	68662	75016	63133	57079	54441	55609	43539	44702	45184	38702	40256	39677	31326	29711	27529	28273	20791	25374	17788	18478	18656	14931	12030	16132	7432	9648	9770	9250	9795	3167	6183	6235	5620	5233	5248	5810	5113	3705	3257	3061	3102	2714	2612	2450	2265	1987	1824	1624	1453	1363	1367	1441	1540	1264	1084	984	995	909	860	946	2853	863	1026	733	863	711	756	685	794	766	843	805	833	957	1725	759	447	284	263	255	277	385	416	3721	142325	1281	375	486	360	176	213	444	162	191	435	201	315	287	228	303	346	409	545	18997
25-115_R1_001 - Adapter 1	7453144	2073708	822418	338135	251983	218316	217290	209978	204361	205142	202416	201972	201797	202333	212185	201540	200686	196227	196967	190430	183866	182041	186272	177026	181673	174865	170708	166973	159121	152078	151441	150596	145532	150009	137392	139919	131480	134707	126507	120203	115043	111477	108419	140202	96759	138594	35246	179839	241904	52832	41021	84078	21385	85960	13905	33085	20300	26812	81089	18620	33006	2969	5371	16146	44618	2766	1692	11839	13292	13757	10332	4396	3068	7749	8416	8058	7395	6941	6343	5695	5041	4633	4197	3544	3928	3272	2979	2670	2535	2272	2005	1931	1569	1453	1278	1199	1230	1180	1102	998	894	906	802	739	680	620	758	927	640	735	604	710	583	631	819	855	712	622	869	1896	2923	1431	529	267	325	305	315	438	593	5017	320728	958	289	248	211	161	170	260	202	230	380	233	334	444	415	570	710	652	5504	339700
25-115_R2_001 - Adapter 1	7892905	2231992	841707	360970	254239	220380	217776	210291	202601	205920	201545	207052	196691	203096	216386	193993	201563	196852	213364	193330	170307	174298	185558	191338	171029	175893	187889	156814	156565	159239	137412	150713	142208	178667	112620	145938	131766	130469	113676	145971	90811	104542	109654	97191	113306	87816	85202	93493	77203	71796	68369	70685	56938	58630	57852	50353	51589	53310	40201	39291	34717	34067	26373	31231	22223	23120	22810	18244	15473	20750	8829	11678	11655	11292	12054	3562	6887	6954	6352	5650	5062	4550	4064	3500	3338	3250	2983	2647	2515	2224	1975	1856	1533	1411	1256	1190	1179	1134	1054	964	894	846	781	699	684	622	725	841	597	673	553	626	533	506	731	758	657	598	786	1752	2596	1350	508	257	321	288	330	468	634	5521	310465	930	263	216	177	121	130	223	168	187	319	177	283	359	316	474	492	336	214	6980
25-116_R1_001 - Adapter 1	9160934	2437837	973102	358684	258572	217954	214477	203024	198082	196492	191322	191088	189769	187264	199469	185724	181323	175552	174498	170652	162394	158624	157972	153304	155099	147691	142097	137473	129875	122603	120354	118386	115363	111245	104713	104472	100489	97892	90743	89673	79741	77616	74665	96824	66119	95386	19087	120475	121542	27213	38339	45722	14215	51053	10547	24053	13591	18398	51678	11592	24147	2621	3780	11246	28762	2174	1371	6978	8325	7873	6093	2368	2314	5021	5281	5314	4694	4842	4259	4257	3805	3905	2993	2630	2732	2300	2179	2079	1903	1814	1732	1645	1385	1239	1199	1041	1033	1064	1063	923	861	737	767	585	575	564	915	560	579	515	518	439	446	386	326	354	286	317	335	318	416	271	232	156	147	150	171	176	182	484	7714	212	180	342	209	170	223	315	212	245	397	268	397	490	474	599	801	1036	10323	527964
25-116_R2_001 - Adapter 1	9782233	2639733	943789	389419	261557	219745	215225	203066	196729	196271	191194	194199	186445	187895	202658	178499	182701	176473	186898	176494	149704	152194	157192	164956	145959	147793	155623	128540	127008	121417	116323	115090	114128	120914	120064	91815	93370	97065	88276	87215	84305	69061	73244	67914	74710	60498	56398	60987	50498	45513	43743	43452	35417	36137	35657	30164	32105	33743	21813	24062	20442	19690	15823	18501	13508	13783	13295	11308	9217	12211	5832	7123	7175	7167	7171	2125	4438	4503	4261	3961	3588	3464	3019	2623	2456	2333	2205	2085	1952	1816	1764	1619	1398	1239	1190	1026	1019	1054	1118	930	870	745	748	583	599	577	924	561	573	521	491	447	421	405	323	359	266	298	314	313	382	253	216	143	131	117	137	131	132	438	7250	188	148	302	151	123	164	234	146	172	309	179	292	365	306	412	433	494	408	11073
25-117_R1_001 - Adapter 1	7231569	1987786	752666	280999	188080	158784	154519	149829	146290	149054	149187	151408	154351	154727	165421	155792	152873	149304	148115	145969	144532	145085	151096	148005	151192	146808	142369	139721	134162	129996	131564	135783	134819	138159	138531	138410	131091	135543	125277	124741	120836	124100	125259	184331	120592	162511	87228	460340	136269	38897	106104	111694	47587	175281	32412	94371	59019	75550	219025	56686	134241	11976	22093	63334	188059	11308	7884	53513	59715	65641	52513	21761	18670	47624	56556	58525	57599	55809	52346	48276	45479	42867	39026	37629	37848	37909	38638	35949	33007	29684	26481	24305	20908	20345	18507	17481	17110	15806	14299	12286	10501	8823	7907	6624	6137	5729	5826	5109	4575	4017	3432	2829	2263	2132	1680	1568	1405	1452	1162	1079	998	730	517	432	323	283	264	294	260	399	946	330	292	656	475	431	472	680	558	703	997	693	878	1018	1059	1382	1383	1254	10918	559394
25-117_R2_001 - Adapter 1	7479303	2059423	736349	292696	191042	159945	155006	149988	145141	149591	148728	154646	151070	155455	167479	151429	151899	150310	149675	169103	126223	139938	150418	159329	142883	146679	156504	129312	133014	125075	134897	130854	146487	127414	135668	141603	144075	131230	119760	128261	118531	112732	123614	116182	138734	116360	113363	126268	106383	101953	102375	108964	94315	102784	110503	97416	108815	123155	87500	95522	81937	85465	76359	96373	75331	85778	86862	78359	66547	88843	46003	59383	65347	70868	78867	23230	53900	55626	52224	48350	45601	42909	38965	37696	37769	37912	38743	35858	33156	29615	26561	24246	20858	20243	18421	17422	17027	15800	14279	12245	10571	8810	7870	6658	6135	5710	5872	5125	4601	4042	3414	2846	2257	2208	1696	1629	1381	1469	1185	1082	1082	732	509	408	318	273	242	263	229	331	860	284	253	605	422	381	411	643	465	628	911	580	780	914	906	1197	1042	772	375	13981
25-119_R1_001 - Adapter 1	12516562	2923807	1275721	315808	169524	129763	124153	113617	109311	106789	102005	103056	102878	102318	113632	99695	98368	93975	95524	92357	83830	80972	83620	79819	81541	74965	71321	68125	63621	60361	59060	58233	56979	54430	54536	53194	50977	50999	47564	45757	42788	39217	39788	50295	35936	50216	11919	62085	32789	16847	22838	28926	13337	24331	11582	16807	14121	13811	23606	12069	17640	4081	5631	8330	19054	2532	1814	5436	5149	5229	3829	1521	1550	2827	2843	2629	2614	2436	2239	1998	1953	1909	1608	1342	1552	1798	1244	1084	941	934	926	852	696	639	524	505	484	526	462	430	397	352	366	279	330	320	368	292	242	233	236	256	198	267	203	181	170	185	186	241	362	188	129	73	92	88	126	124	168	521	18384	178	144	302	121	118	132	193	95	143	232	154	199	194	242	256	432	602	8245	451155
25-119_R2_001 - Adapter 1	13356241	3069245	930510	325598	169477	130541	124908	113615	108172	106997	101456	105543	100186	102803	115143	96684	98235	94383	102161	94619	77332	77290	82874	81980	79542	75014	80076	62528	62236	59999	56520	57058	59085	58793	47983	55129	49018	51848	57089	36011	40545	37040	39468	34759	40972	32350	29539	37544	27257	24004	22909	23886	19719	19724	20456	16907	18349	20676	13941	13466	11592	12300	9613	11689	7734	8070	8081	6497	5285	6903	3098	3851	4084	3920	3823	1150	2435	2372	2277	1974	1921	1788	1527	1371	1262	1268	1172	1070	928	915	951	818	682	629	481	469	467	532	446	425	418	333	352	281	322	308	361	274	234	239	210	251	173	249	204	168	158	176	172	194	354	174	102	71	71	74	83	91	99	483	17220	131	99	238	78	55	62	135	35	57	162	51	94	93	73	111	126	144	289	19374
25-120_R1_001 - Adapter 1	9629334	2777363	1319216	505072	377924	340126	338708	332167	325599	328028	325569	329746	339829	347473	363432	344229	340649	333379	335850	332806	325087	318931	324866	321165	324062	319623	315337	308538	295760	287063	292272	293769	289846	287022	282685	280263	268989	275328	257394	253440	241121	236931	229170	308335	201804	266746	132748	615611	200846	54023	154451	151756	61673	195124	42193	105392	62657	82124	210867	54288	124996	11076	20438	53481	136515	7785	5242	35471	37972	39930	30362	12243	9670	23552	25257	24992	23094	21254	19375	17620	15706	14316	12981	11571	11197	10591	9697	9092	8358	7662	6982	6467	5676	5115	4742	4461	4263	4137	3816	3322	2933	2601	2529	2196	1965	2002	2083	1885	1649	1589	1574	1278	1158	986	911	751	734	743	686	781	826	649	440	323	244	303	282	323	328	1077	29649	418	358	660	473	372	469	811	498	538	1025	612	822	1027	1017	1198	1482	1512	15120	969188
25-120_R2_001 - Adapter 1	10325596	2870862	1124303	515825	381655	342385	339600	333211	322546	329587	323930	339524	330364	348926	371368	332284	341106	334664	370454	333359	300491	304719	323496	348960	304562	322275	346556	292359	289251	304311	263270	295734	282402	355039	222775	290224	269927	263318	234987	304603	189973	220264	229825	207532	243033	189854	182509	200620	168840	156991	154511	160154	127524	134513	136276	118398	126515	133984	89221	102375	85986	87302	69601	82769	58730	62091	61432	50248	42004	57426	23856	32898	33799	34017	35016	10645	21376	21167	19345	17602	15741	14069	12878	11519	11011	10502	9718	9040	8344	7512	6913	6289	5504	4984	4571	4305	4197	4020	3791	3219	2890	2524	2445	2151	1909	1965	2074	1879	1625	1581	1445	1172	1066	926	820	744	692	734	665	764	762	626	432	302	203	271	263	289	263	1004	28735	347	276	570	358	285	353	691	393	437	898	466	675	801	759	937	957	762	538	18549
25-167_R1_001 - Adapter 1	6839266	1882245	1040883	341566	255177	227041	226291	216507	215487	215677	210381	215114	222540	231314	245227	223372	220731	212406	212151	212184	201648	193599	197472	193838	193939	191930	188950	180183	171935	165188	168310	167409	164091	161921	159446	157205	154635	154651	143114	143440	133896	125829	123520	164989	109097	147318	35326	130373	114228	72008	80374	95566	56309	81032	49584	62356	54306	51358	69130	49932	63928	28862	28548	31815	60718	19615	11965	24084	21361	21253	15591	5967	7042	10953	10783	10232	9316	8739	7815	6897	6359	5538	4921	4413	4481	3948	3571	3339	2911	2722	2452	2268	2180	1750	1573	1412	1441	1265	1168	1008	966	887	889	754	702	671	712	701	537	551	485	473	382	328	361	301	272	309	258	336	402	275	175	143	104	119	116	130	130	420	14429	172	179	265	172	183	210	348	222	283	482	345	436	557	558	773	887	874	8114	461014
