Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
5-010_R1_001_val_1	5-010_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33673102.0	0.0	20-150	43.0	30.438501273097664	143.9568215010307	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-010_R2_001_val_2	5-010_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33673102.0	0.0	20-150	43.0	28.31327725333086	143.76074108052177	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-012_R1_001_val_1	5-012_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42628644.0	0.0	20-150	38.0	17.740541644817554	146.79059711587354	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
5-012_R2_001_val_2	5-012_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42628644.0	0.0	20-150	38.0	17.7629937992821	146.56060786263808	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-014_R1_001_val_1	5-014_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48224712.0	0.0	20-150	41.0	20.09918470729715	139.02225176585813	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-014_R2_001_val_2	5-014_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	48224712.0	0.0	20-150	41.0	19.357857344102825	138.8572067988711	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-015_R1_001_val_1	5-015_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33482118.0	0.0	20-150	40.0	20.416140992807662	145.0795361273143	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-015_R2_001_val_2	5-015_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33482118.0	0.0	20-150	40.0	19.294370359309706	144.93800398170748	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-061_R1_001_val_1	5-061_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36415008.0	0.0	20-150	38.0	15.010185787560715	145.85271243109435	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
5-061_R2_001_val_2	5-061_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36415008.0	0.0	20-150	37.0	14.96580488590736	145.67718079314992	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-063_R1_001_val_1	5-063_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42206464.0	0.0	20-150	42.0	19.081675378840064	144.62971025006976	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-063_R2_001_val_2	5-063_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42206464.0	0.0	20-150	42.0	18.649322366980105	144.40366158131607	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-066_R1_001_val_1	5-066_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18905359.0	0.0	20-150	43.0	29.96599367320626	125.76657560430353	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-066_R2_001_val_2	5-066_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18905359.0	0.0	20-150	44.0	29.413635757683927	125.63125566671334	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-067_R1_001_val_1	5-067_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44328424.0	0.0	20-150	41.0	19.832358631096838	142.87374886145287	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-067_R2_001_val_2	5-067_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44328424.0	0.0	20-150	40.0	19.515047291402002	142.6741598347823	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-069_R1_001_val_1	5-069_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36821765.0	0.0	20-150	39.0	17.08846167604659	147.75235035582895	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-069_R2_001_val_2	5-069_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36821765.0	0.0	20-150	39.0	17.285704200471667	147.49387817232554	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-071_R1_001_val_1	5-071_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42180987.0	0.0	20-150	39.0	17.266198939273107	145.5964456213412	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-071_R2_001_val_2	5-071_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	42180987.0	0.0	20-150	39.0	17.012001847475084	145.39257730028933	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-073_R1_001_val_1	5-073_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31256890.0	0.0	20-150	40.0	19.926396557999528	139.00907899026421	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-073_R2_001_val_2	5-073_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31256890.0	0.0	20-150	39.0	19.47540224390596	138.90129817777776	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-074_R1_001_val_1	5-074_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35843055.0	0.0	20-150	40.0	19.900956886627405	145.42369505054745	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-074_R2_001_val_2	5-074_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35843055.0	0.0	20-150	40.0	19.15357844080877	145.21562489581314	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-075_R1_001_val_1	5-075_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27283340.0	0.0	20-150	40.0	21.026105410941454	144.13209343137606	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-075_R2_001_val_2	5-075_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27283340.0	0.0	20-150	40.0	19.61909258567833	144.01061043112756	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-121_R1_001_val_1	5-121_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39210287.0	0.0	20-150	41.0	20.520067119955296	146.23962392828187	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-121_R2_001_val_2	5-121_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39210287.0	0.0	20-150	40.0	19.866291922181542	146.02225620026704	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-122_R1_001_val_1	5-122_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23245236.0	0.0	20-150	39.0	19.11491179919353	145.3060898155648	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-122_R2_001_val_2	5-122_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23245236.0	0.0	20-150	39.0	19.254728608200445	145.09500036910788	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-123_R1_001_val_1	5-123_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44229957.0	0.0	20-150	41.0	19.418900689006776	145.936177871482	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-123_R2_001_val_2	5-123_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	44229957.0	0.0	20-150	41.0	18.800525429200228	145.7450064443879	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-124_R1_001_val_1	5-124_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52039602.0	0.0	20-150	40.0	17.116441869574807	141.6893679163803	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-124_R2_001_val_2	5-124_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	52039602.0	0.0	20-150	40.0	17.213873787139097	141.5210070592008	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-125_R1_001_val_1	5-125_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37618423.0	0.0	20-150	37.0	15.754678251058571	141.2410391046961	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
5-125_R2_001_val_2	5-125_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37618423.0	0.0	20-150	36.0	15.202010971332605	141.12199309896644	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-126_R1_001_val_1	5-126_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41812921.0	0.0	20-150	41.0	19.417205542957944	139.35928523147186	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-126_R2_001_val_2	5-126_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	41812921.0	0.0	20-150	41.0	18.582071007946936	139.1947615905619	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-127_R1_001_val_1	5-127_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25792233.0	0.0	20-150	42.0	25.585431917126634	134.73016349534373	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-127_R2_001_val_2	5-127_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25792233.0	0.0	20-150	42.0	24.501750596559773	134.54464590173328	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
5-128_R1_001_val_1	5-128_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40305779.0	0.0	20-150	41.0	21.558089422055094	142.4975680038339	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-128_R2_001_val_2	5-128_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40305779.0	0.0	20-150	42.0	21.574986145799933	142.03938827233682	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-130_R1_001_val_1	5-130_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46544878.0	0.0	20-150	39.0	17.15025119494574	146.25361359847156	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
5-130_R2_001_val_2	5-130_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	46544878.0	0.0	20-150	38.0	16.56206553958235	146.0749228518764	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-131_R1_001_val_1	5-131_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51132061.0	0.0	20-150	39.0	15.271480685880299	140.6200390788081	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-131_R2_001_val_2	5-131_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51132061.0	0.0	20-150	39.0	16.004488549929377	140.47747195248007	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-133_R1_001_val_1	5-133_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30499769.0	0.0	20-150	41.0	22.119032324282855	143.92533481155218	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-133_R2_001_val_2	5-133_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30499769.0	0.0	20-150	41.0	21.043933501483952	143.74231719591057	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-135_R1_001_val_1	5-135_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17718300.0	0.0	20-150	40.0	23.41070648397736	140.59542585914	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-135_R2_001_val_2	5-135_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17718300.0	0.0	20-150	39.0	23.183662809879472	140.42403887506137	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-181_R1_001_val_1	5-181_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59296280.0	0.0	20-150	39.0	14.393283311293645	144.76116734473055	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
5-181_R2_001_val_2	5-181_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	59296280.0	0.0	20-150	38.0	14.345880589676947	144.58022031061645	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass
5-182_R1_001_val_1	5-182_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34757346.0	0.0	20-150	42.0	22.261480911297127	145.83386887479844	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-182_R2_001_val_2	5-182_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34757346.0	0.0	20-150	42.0	21.291572872943664	145.5853938042335	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-187_R1_001_val_1	5-187_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	71242717.0	0.0	20-150	41.0	18.58090340970699	142.2582652764352	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
5-187_R2_001_val_2	5-187_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	71242717.0	0.0	20-150	40.0	18.29393983979612	142.0460554866261	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-188_R1_001_val_1	5-188_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36739707.0	0.0	20-150	41.0	21.94377993057155	143.43917201081652	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-188_R2_001_val_2	5-188_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36739707.0	0.0	20-150	41.0	21.96766140949603	142.95422734318487	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-189_R1_001_val_1	5-189_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31342733.0	0.0	20-150	41.0	21.221340873199996	146.95116025778606	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-189_R2_001_val_2	5-189_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31342733.0	0.0	20-150	41.0	20.745299880131125	146.71207762896745	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
5-197_R1_001_val_1	5-197_R1_001_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53741682.0	0.0	20-150	44.0	20.994950275671105	141.80385267807583	pass	pass	warn	pass	fail	fail	pass	warn	fail	warn	pass
5-197_R2_001_val_2	5-197_R2_001_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	53741682.0	0.0	20-150	44.0	20.234622229049958	141.58542466162484	pass	pass	fail	pass	fail	fail	pass	warn	fail	warn	pass
