baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ID	annotation
1	0.73118309356936	2.28262803366526	0.844436451870223	2.7031377300326	0.00686882778573809	0.0288253833793942	TRINITY_DN10000_c1_g2	NA
2	1.29920052436401	3.4965891636717	0.890120620956932	3.92821948098748	8.55770941283291e-05	0.000644878577646435	TRINITY_DN100054_c0_g4	NA
3	1.0072847172088	2.89416106378601	1.12430687862625	2.57417358090193	0.0100479848777305	0.0393736897548504	TRINITY_DN100055_c0_g2	NA
4	1.15336261322223	2.41410881519332	0.875223279414373	2.75827765551283	0.00581068196614552	0.0250875946663212	TRINITY_DN100088_c2_g1	NA
5	16.0745656595112	-2.49734127389782	0.300600875629631	-8.30783100237802	9.74672043716087e-17	4.76262861096154e-15	TRINITY_DN1000_c0_g1	NA
6	2.06296150029735	2.58080934132357	0.702341521137422	3.67457891019176	0.000238242006840629	0.001601165076114	TRINITY_DN100120_c0_g2	NA
7	1.46776740352132	2.98839657154349	0.717809522977705	4.16321666943991	3.13795339967386e-05	0.000263500224920684	TRINITY_DN100160_c0_g2	NA
8	0.789234174476695	3.14407164793173	0.859827129337675	3.656632293463	0.000255550550254723	0.00170255548273716	TRINITY_DN100160_c0_g4	NA
9	18.6548176537053	2.00260799289342	0.313748610427318	6.38284258905854	1.73830567693003e-10	3.76495843409763e-09	TRINITY_DN100196_c0_g2	NA
10	0.999956478424874	-2.57085645920916	0.906204877323202	-2.8369483805948	0.0045546975095168	0.0204392793676307	TRINITY_DN100196_c0_g4	NA
11	10.13249894911	4.29447366898997	0.465977117413702	9.21606127962988	3.08214057291738e-20	2.17992421362025e-18	TRINITY_DN1001_c0_g5	NA
12	3.59922117302686	2.57497163056975	0.499260997142686	5.15756617341739	2.50180445460418e-07	3.24879787663762e-06	TRINITY_DN1001_c11_g1	NA
13	430.162682957812	-2.44215512251916	0.195948921709807	-12.4632230747149	1.18483400362036e-35	3.13964780356606e-33	TRINITY_DN1001_c18_g1	NA
14	1.3196837323713	-2.51138918223054	0.733505850117641	-3.42381615883195	0.000617483783954711	0.00369442684478006	TRINITY_DN1001_c23_g1	NA
15	1.32672939212712	3.31862509581532	0.887628815965137	3.73875322220911	0.000184935154044792	0.00127887127111712	TRINITY_DN1001_c31_g1	NA
16	8.5424522293361	4.40104422535794	0.503271755652795	8.74486631909104	2.23279840064737e-18	1.31130936659196e-16	TRINITY_DN1001_c43_g1	NA
