Sample	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	150
15-033_R1_001_val_1_val_1	42583.0	76165.0	153910.0	75923.0	70813.0	50300.0	61821.0	72935.0	61271.0	79170.0	76856.0	95024.0	124786.0	169944.0	229190.0	296369.0	375763.0	490421.0	682014.0	840241.0	804095.0	896669.0	1009075.0	1045725.0	1236172.0	13058506.0	23556683.0
15-033_R2_001_val_2_val_2	79112.0	68201.0	51671.0	51699.0	61787.0	83332.0	127114.0	104378.0	91779.0	68898.0	87850.0	101303.0	131906.0	176689.0	226848.0	293771.0	397287.0	483765.0	603063.0	688776.0	805716.0	885162.0	1027937.0	1078456.0	1268690.0	23457849.0	13229385.0
15-091_R1_001_val_1_val_1	49375.0	59670.0	96516.0	72693.0	71776.0	66226.0	80044.0	100118.0	98223.0	134946.0	154609.0	213952.0	321810.0	442849.0	583901.0	716311.0	888732.0	1020497.0	1220417.0	1341855.0	1264848.0	1283407.0	1282093.0	1244980.0	1315073.0	10566783.0	18194728.0
15-091_R2_001_val_2_val_2	87154.0	70202.0	51816.0	57171.0	71150.0	97959.0	156960.0	129542.0	137060.0	123759.0	169607.0	222181.0	326370.0	448480.0	582868.0	717380.0	909971.0	1014067.0	1157423.0	1179206.0	1253812.0	1265984.0	1299808.0	1266442.0	1352550.0	18881087.0	9856423.0
15-092_R1_001_val_1_val_1	52791.0	70239.0	128802.0	86028.0	99723.0	87817.0	102999.0	128034.0	160396.0	209433.0	293498.0	403868.0	614568.0	831363.0	1059342.0	1280585.0	1504741.0	1635970.0	1787091.0	1846160.0	1766202.0	1785259.0	1711040.0	1607063.0	1627652.0	10245075.0	17084695.0
15-092_R2_001_val_2_val_2	96537.0	88975.0	68859.0	73023.0	80251.0	114598.0	162138.0	149695.0	187800.0	199835.0	297642.0	404231.0	615577.0	824613.0	1069454.0	1279961.0	1527313.0	1617939.0	1740589.0	1737665.0	1769301.0	1765597.0	1724899.0	1619946.0	1657284.0	17896329.0	9440383.0
15-152_R1_001_val_1_val_1	32375.0	43147.0	65248.0	53334.0	45037.0	35805.0	41114.0	53402.0	47561.0	64114.0	67259.0	85370.0	126925.0	186019.0	254527.0	328180.0	432244.0	542487.0	734630.0	884194.0	848257.0	913306.0	995063.0	1000524.0	1072563.0	8329359.0	14457011.0
15-152_R2_001_val_2_val_2	88490.0	76042.0	43837.0	41983.0	49149.0	67860.0	107798.0	80941.0	75146.0	59964.0	76131.0	94850.0	133919.0	193101.0	255256.0	331123.0	447338.0	540551.0	673877.0	749754.0	843740.0	895133.0	991015.0	1017185.0	1094707.0	14634032.0	8076133.0
15-154_R1_001_val_1_val_1	58971.0	69753.0	111991.0	99959.0	82960.0	72438.0	79124.0	102813.0	90805.0	118012.0	119503.0	150690.0	224499.0	315378.0	419689.0	517137.0	676266.0	827309.0	1067679.0	1289911.0	1257405.0	1322336.0	1401050.0	1384592.0	1548997.0	13171873.0	22257266.0
15-154_R2_001_val_2_val_2	99299.0	81909.0	57567.0	63376.0	72538.0	105634.0	178592.0	123858.0	127719.0	99511.0	129627.0	159256.0	229815.0	311041.0	418625.0	522098.0	703808.0	832135.0	1005140.0	1100178.0	1250594.0	1301192.0	1419698.0	1408035.0	1578440.0	23121512.0	12337209.0
15-161_R1_001_val_1_val_1	61221.0	69127.0	107412.0	90697.0	87163.0	78037.0	86532.0	110553.0	116443.0	156055.0	187364.0	260178.0	394983.0	561632.0	739594.0	912353.0	1132589.0	1300473.0	1522910.0	1675254.0	1585182.0	1607650.0	1606742.0	1550935.0	1608286.0	12370158.0	21043326.0
15-161_R2_001_val_2_val_2	100354.0	83817.0	60337.0	65157.0	74880.0	110612.0	177779.0	134807.0	149053.0	140980.0	198838.0	267829.0	400933.0	561257.0	740478.0	916027.0	1157790.0	1295633.0	1466939.0	1501872.0	1578566.0	1588566.0	1619456.0	1574996.0	1649300.0	21834052.0	11572541.0
25-046_R1_001_val_1_val_1	45581.0	69123.0	113679.0	64047.0	75837.0	56896.0	69735.0	76544.0	71276.0	85800.0	79088.0	102549.0	137327.0	181514.0	253565.0	322047.0	421291.0	536425.0	702403.0	855691.0	848433.0	940717.0	1019702.0	1054012.0	1214062.0	12103557.0	21672688.0
25-046_R2_001_val_2_val_2	82558.0	70208.0	53148.0	52828.0	58097.0	82418.0	123670.0	93579.0	92666.0	72689.0	91302.0	103030.0	138159.0	186250.0	249483.0	321517.0	439400.0	528516.0	652174.0	725796.0	844721.0	926482.0	1038207.0	1078238.0	1252956.0	21797793.0	12017704.0
25-047_R1_001_val_1_val_1	34482.0	49630.0	75816.0	89507.0	137172.0	192500.0	295332.0	385328.0	471521.0	504276.0	571699.0	597400.0	696699.0	728461.0	748164.0	725137.0	749564.0	736852.0	751166.0	764743.0	691166.0	681284.0	666744.0	632742.0	630235.0	4543030.0	8357973.0
25-047_R2_001_val_2_val_2	56846.0	61198.0	59302.0	83005.0	132032.0	205979.0	333533.0	395324.0	487588.0	502072.0	574395.0	600027.0	696817.0	729770.0	747457.0	722278.0	755382.0	730011.0	731205.0	701468.0	687749.0	672707.0	667965.0	638684.0	644658.0	8089958.0	4801213.0
25-048_R1_001_val_1_val_1	30093.0	44941.0	68569.0	42580.0	47487.0	37457.0	41164.0	49624.0	44151.0	52219.0	45448.0	58347.0	69230.0	83953.0	114725.0	144330.0	190016.0	250075.0	330471.0	423480.0	441155.0	495471.0	550260.0	588986.0	699926.0	7919428.0	14094105.0
25-048_R2_001_val_2_val_2	51093.0	50496.0	38107.0	38860.0	35732.0	46935.0	66333.0	50969.0	52836.0	42955.0	50513.0	54218.0	67569.0	88355.0	113496.0	146615.0	202734.0	252192.0	316562.0	369624.0	436700.0	488307.0	562787.0	602091.0	726447.0	13977199.0	8027966.0
25-049_R1_001_val_1_val_1	37027.0	50139.0	82080.0	66236.0	57511.0	43297.0	50147.0	66285.0	54464.0	71836.0	68827.0	83624.0	116616.0	168537.0	223520.0	282895.0	365485.0	466458.0	682286.0	862837.0	763004.0	833814.0	928115.0	939292.0	1092305.0	10519629.0	18147153.0
25-049_R2_001_val_2_val_2	114143.0	89550.0	52075.0	50008.0	62946.0	90329.0	147752.0	110120.0	91194.0	66452.0	84870.0	97932.0	127221.0	177774.0	226128.0	287623.0	389701.0	465444.0	581829.0	653559.0	753719.0	808765.0	933680.0	968322.0	1122303.0	18811910.0	9758070.0
25-050_R1_001_val_1_val_1	58845.0	72513.0	106418.0	76973.0	81864.0	67705.0	77531.0	92485.0	86760.0	111899.0	105034.0	133788.0	186461.0	245518.0	336606.0	421513.0	541653.0	656603.0	845709.0	1011745.0	1007525.0	1089473.0	1178966.0	1213266.0	1402009.0	14521271.0	25718665.0
25-050_R2_001_val_2_val_2	96769.0	80065.0	59951.0	64532.0	68074.0	98997.0	154497.0	107268.0	110364.0	88074.0	113996.0	133075.0	185375.0	251242.0	332417.0	422657.0	564462.0	661255.0	796908.0	873997.0	997343.0	1075331.0	1195598.0	1238826.0	1442264.0	25850935.0	14384526.0
