Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
25-050_R1_001_val_1 - Adapter 1	3701439	1125041	380996	122517	45397	12179	5589	2250	2629	6575	10101	8128	8302	15359	11308	20715	9185	10173	11545	10251	13887	12308	20390	8349	14668	17278	23458	19927	15244	16732	9031	90889	9323	69763	39219	17267	25116	12826	9731	21428	18261	8598	7542	9340	8545	9232	8930	7178	8618	13225	7503	10028	12499	9664	14089	8464	11113	15072	13864	11913	9385	12684	11229	12339	11970	13365	11990	14654	13179	11497	14243	17867	16137	9378	9864	13403	11661	13700	10631	14653	27577	11458	17878	13091	9461	16956	13832	17372	10641	13418	14407	12886	16916	15381	25190	14713	9771	14996	10290	8979	11398	8884	13759	13969	12493	15106	19356	20665	10651	11476	11130	10255	18383	20997	11095	18286	11883	34799	16656	15304	26277	8123	10540	11560	14959	9004	10766	13118	17477	17140	97274	34021	13406	35447	17988	13488	11667	9335	9221	10825	13462	20047	152050	14949	158212	25312	7351	75586	4850	10897
25-050_R2_001_val_2 - Adapter 1	10685314	2986108	1180351	358229	136169	36199	7374	3536	2907	54870	15393	16604	15391	19547	24930	47342	24100	13222	14000	12821	8697	11846	11286	9659	11058	29046	12148	19132	20130	17079	9048	9982	11886	11545	12203	10600	15011	8657	13520	9838	18155	13348	10411	11556	14114	10657	13751	9584	10085	8839	11836	9485	11065	10245	9724	12119	12412	8979	8676	9512	12055	10909	15177	11963	11863	10793	12014	11106	9578	11080	13796	10257	9061	12834	13043	10947	9950	13695	18409	7842	9130	11003	7882	13177	13985	15739	26142	12277	15005	8366	32479	17710	21155	11116	9859	31977	40168	25091	33301	25132	8616	18640	12304	15783	8418	21174	9338	11359	11929	11233	7719	14465	8064	9556	8867	8212	8408	10423	7586	16687	8881	9384	10522	15730	7217	15318	19311	12231	10090	26411	7600	8028	8217	8276	15387	8577	9541	16897	9831	10625	11974	10751	6276	9016	9557	9300	6287	7913	14827	15417
25-051_R1_001_val_1 - Adapter 1	3856196	906167	276908	81499	31108	9560	5087	1631	2525	6256	8465	7040	8101	8803	9173	10336	7132	8218	8761	8943	9642	9740	10150	8200	10645	9726	14178	12173	9447	10356	7905	53142	8147	37629	23151	12118	13204	9384	8448	13797	12793	7900	8029	7750	7785	8309	8004	7459	8082	11001	7940	7794	9354	8379	9129	7781	8881	10673	10082	11168	8903	11064	10870	11798	9797	10907	9410	10352	12251	9731	9046	10327	10788	8957	8933	9852	8948	9502	8986	9310	11847	8784	10262	9379	8571	11392	9652	10104	7812	9117	8942	8536	9823	9167	11943	9528	8409	8651	8472	8260	8548	7491	10279	9333	9831	11793	10403	11845	8065	8221	8764	7945	11647	12476	8894	11731	9779	15442	11126	8958	11771	9269	8294	9108	11055	8688	9027	9468	11566	9677	33577	14058	9344	17355	8747	8617	7737	6878	6872	8176	10156	13977	100320	11219	81724	10508	4104	24191	4815	5928
25-051_R2_001_val_2 - Adapter 1	10069502	2360035	718685	194944	75039	20954	6215	2752	2653	28835	9483	9921	9642	16084	20653	29722	20337	10778	10278	9147	8029	10662	8940	9375	9373	16877	10302	15053	15326	12898	9103	9586	9413	9706	9586	8982	9607	8228	9399	9409	12529	9893	9365	9243	9894	8803	10004	8616	8577	7905	10758	8329	9764	8843	9485	9438	10052	8374	7885	7901	8618	8286	9886	8813	8252	8160	9406	8788	8138	8355	9707	7861	7716	10255	10962	8527	8302	8460	9964	7224	8145	8201	8008	9483	10330	10643	12857	8216	11235	8422	20341	11494	14070	9022	8532	18548	22485	15928	19329	13233	7805	10158	8562	10842	6721	13359	6729	7756	7744	7439	6679	8707	6517	6695	6606	6986	6468	6672	6373	8008	6523	6959	7347	9364	5911	9373	10286	6679	6596	14027	6004	6545	6744	6301	9159	6016	6409	9687	6788	6255	6557	5753	4972	5667	5636	4933	4255	5266	7759	15212
25-052_R1_001_val_1 - Adapter 1	2047276	682571	228033	75753	28567	7980	4737	3111	3388	6450	7610	6050	5876	9814	8379	19033	5474	6157	7310	6404	7406	6812	13253	5317	9224	10943	14405	13528	7820	9177	5917	62183	5450	46676	28424	10202	13364	6521	5429	13336	11664	5402	4952	5721	5065	5601	5380	4671	5546	8740	4666	6156	6771	5481	8324	4887	5875	8462	8784	6951	5545	7338	5962	7245	6884	7310	7571	9315	7591	7131	9419	9669	9047	5683	6032	8032	8878	9068	6745	9345	14204	6545	10669	7452	5007	10085	8225	9547	6188	6781	7947	7713	9672	8803	12386	8294	6021	7552	6134	5547	5836	5224	8323	7962	7862	9297	10694	12279	7026	7182	6700	6142	10662	15601	6467	11305	6840	21347	8560	8920	16811	5174	6435	6252	7355	5310	6090	7035	8218	9644	55538	21929	7349	18106	10161	7696	6281	5299	5619	6886	7678	12129	114990	9038	93897	12457	3786	31231	8663	5999
25-052_R2_001_val_2 - Adapter 1	6347705	1801377	696349	213824	83162	22001	4369	1979	2001	27010	6103	7413	8069	10054	13611	25572	13230	7291	7770	7010	4932	6694	6358	5898	6423	18164	6956	10506	10609	11297	5018	5388	6887	7109	7104	6484	8777	4674	8101	6066	10463	7832	6217	7317	9134	6650	11027	6167	6361	5630	7935	5869	6460	6312	6053	7497	6872	5612	4840	5713	7103	6057	8311	7271	6340	6019	7302	6417	5611	6429	8337	6213	5605	7137	8763	6406	6303	7678	10334	4565	5649	6597	4719	7487	8399	8165	14016	6539	9569	4887	21397	10085	11819	6264	5867	18705	21702	14601	19855	13777	5508	11914	7624	10488	5063	14077	5538	6510	6948	6646	4629	9055	4784	6005	5598	5143	5388	6487	4888	10925	5648	5572	7173	10639	4571	10203	12810	8705	6211	21289	4969	5443	5718	5176	10801	5362	5937	9828	6368	6945	8338	7744	4489	5944	6155	6417	5202	7586	14982	38923
25-053_R1_001_val_1 - Adapter 1	3561173	1131620	378127	126065	37769	10985	6042	2294	2531	5937	9196	7143	6988	13154	9581	20679	7016	8796	9872	8919	10912	10763	20438	7512	13089	16890	23155	16460	14827	12939	7444	112934	8462	77625	44036	18659	20330	11756	9150	24379	34684	6854	6654	9259	7276	10012	9391	6049	7979	16977	6348	9562	12687	8910	15106	6994	10030	15021	11655	11589	9052	14642	10027	12863	11377	10442	10743	12216	12669	10201	12886	17702	17430	8050	8512	11448	9843	12031	9412	12480	21458	9459	15496	11124	7229	16899	13690	15342	8502	11307	14958	10778	15536	13612	25261	15156	8517	12216	8782	7940	9030	8042	11464	13443	13801	15215	20674	20060	9955	11733	11823	9427	16042	32876	11266	23502	10586	60590	12733	20580	29931	9516	9785	9700	12681	7691	7268	10254	9992	15268	40444	36719	9966	37031	13407	12224	7994	7309	7930	9210	10095	14137	90810	9979	68583	11920	4274	20919	3294	4955
25-053_R2_001_val_2 - Adapter 1	10050148	2762301	1077880	338020	124863	35714	6138	3836	2435	41515	8764	10233	14639	15009	22859	48010	20689	14040	13549	12804	8267	12131	10400	10397	9973	25681	15848	15064	16992	15697	8240	8797	11274	10989	11408	9932	8934	7570	20985	9913	26808	13233	11222	11758	15439	12453	13156	8567	9752	7195	10988	10126	12082	10830	10426	11147	10651	7972	7293	7944	11921	9628	14282	12693	10618	9808	11879	12145	7959	9005	13238	9369	8080	11983	14723	9575	9127	12286	15749	6506	8328	10316	6455	12807	15706	14380	23141	10569	16066	7719	36582	16577	20645	9754	8919	32778	43108	26020	33113	22179	7505	17164	9826	16398	6741	24074	7756	10015	11135	10935	6841	11662	6722	7208	7503	6641	7885	9073	6207	15278	8107	7814	10392	14392	5845	13982	17371	8921	7983	24109	6083	6582	7299	7422	16066	6668	7699	13190	7367	7610	10733	7798	4852	7420	7308	7002	4770	6143	10202	16238
25-054_R1_001_val_1 - Adapter 1	3504563	979645	328994	106509	34805	11060	6084	2471	3412	7004	10506	7904	8916	14254	11124	17753	8443	9432	10270	10160	12427	10857	17803	8182	11657	16167	18580	14112	13647	12936	8612	49206	8448	38456	23330	12781	15540	10097	8737	14200	12448	8202	7625	9345	8651	9379	8715	7226	8352	12463	7648	9794	11415	9022	12812	7816	10347	13747	12564	10129	9142	10401	10220	10240	10913	11121	11257	14241	12036	10066	13307	16242	14317	9175	9473	12158	10763	11415	11128	13373	21739	10898	14683	11514	8848	15584	12668	15586	10025	11590	12753	11959	14309	13782	21430	13465	10706	13410	10181	8586	10189	8624	11254	11963	11712	12554	15707	16779	10284	10213	10286	9820	14961	17536	9788	15075	10153	27767	13160	14009	21879	8441	9542	10876	12085	8737	10011	11944	12311	14339	54246	29062	10994	22407	13749	10566	10902	8650	9038	10550	13135	17192	82522	13394	83851	16791	7948	38737	4713	6039
25-054_R2_001_val_2 - Adapter 1	9805975	2546673	891496	289437	102904	31192	6928	2809	3039	33817	12216	12611	13904	15284	19269	35252	18252	12384	13944	12244	9754	10179	10999	9291	10948	20540	12029	15217	15160	13146	8991	9399	10420	10325	10716	9991	13892	8642	11617	8976	14962	11531	9512	10836	12350	9640	11203	9547	9769	8208	11104	9721	9735	9423	9585	10959	10562	9411	8583	9230	11477	10606	12984	12152	11802	10526	10790	10037	8952	10175	11998	9729	9384	10977	10601	9501	9152	13050	15571	7751	9288	10248	7878	10565	11562	11844	18500	11283	12068	8039	20351	12305	14166	9936	9104	19429	24115	16228	19512	16951	8274	14706	9975	11865	8055	14907	8020	10767	10562	9921	7282	12208	7854	8580	9488	8198	7680	9833	7384	14044	7731	9063	9560	13527	7326	11616	13864	10755	8053	16216	7353	7997	7364	8103	11276	8192	8007	12414	9060	9797	9898	9187	5943	7963	8388	7760	5374	6474	12889	16619
25-055_R1_001_val_1 - Adapter 1	2128492	711215	230195	72428	24882	7226	3416	1408	2008	4118	6049	5473	5782	9467	6706	15728	5132	6101	7440	6600	7412	7719	13160	5245	8136	11654	14271	10929	10177	8888	5610	52268	5695	38938	22762	9606	9233	6718	5343	11405	9734	5001	4929	5553	5060	5651	5378	4350	5344	8321	4762	7684	7630	5800	10019	5222	6019	7434	8088	6879	5521	7797	6091	7030	7151	7347	7766	9531	7953	7759	9833	7902	10073	5281	5957	7205	7548	8204	7218	9593	16737	6999	10237	6552	4814	9891	8876	10458	6199	7485	8494	7743	10634	8933	13764	8901	5925	9017	6764	5788	6515	5538	7695	8511	9402	9623	11760	11056	6938	7244	7176	6767	10569	15110	6555	11579	6726	20265	8693	9870	16230	5732	6546	6385	7831	5784	6041	7419	9307	11307	61117	24861	6982	21519	9452	8618	6360	6042	6172	7305	8676	12042	97259	10029	83799	12268	4402	27330	9682	5871
25-055_R2_001_val_2 - Adapter 1	6836902	1941293	735391	227949	88926	23322	4698	2240	2148	25278	5982	6554	9368	8701	12516	23802	10418	7624	7822	7924	5555	7078	7381	6414	6756	16384	6523	8639	10184	9930	5299	5923	6866	7218	7150	6186	9400	5212	7124	5611	8701	7648	5667	6811	7947	5893	7997	5729	5625	5186	6414	5295	6121	5999	5578	6413	6170	5339	4878	5525	7047	6805	7827	6939	5771	6286	7263	7517	5965	6440	7795	6012	5755	7093	7965	6283	6668	8673	10467	4593	5646	7264	4495	7554	9691	8132	12449	6873	9612	5629	18341	8921	10562	6128	5744	16629	22033	14016	17614	12195	5068	10497	6678	9300	4994	11639	5142	6644	6577	6699	4523	8774	4835	5377	5762	5124	5032	6403	4742	10234	5300	5877	7108	10362	4527	8973	10564	7598	5716	16348	4703	5357	5507	5121	9412	5474	5848	10629	6206	7023	7551	7214	4034	5565	6741	6274	4820	6493	12213	28907
25-056_R1_001_val_1 - Adapter 1	2344951	724208	239557	75919	30767	6632	3350	1527	1757	4014	6084	4524	4784	8831	6703	12689	4568	5508	6605	5951	8507	8416	13919	5224	8232	12877	13575	10986	8385	8970	5742	77336	5568	69474	39181	15093	23292	9822	6074	18677	24443	4712	4762	5766	4637	7106	5577	4310	5207	11112	4639	6680	8203	6260	9136	5177	6806	9581	7913	7389	5940	7874	6114	7390	6683	6404	6563	7585	8491	7094	9519	9932	9187	5457	5393	7342	7566	8304	6264	8231	12249	6383	9777	8228	5343	10252	7958	8973	5552	7233	9781	7013	9550	8857	15153	8491	6022	7400	6042	5717	5801	5329	7123	8032	7296	8793	11614	13719	7238	7679	7889	6138	10162	21095	8371	13807	7030	48374	9034	13568	20737	6784	6853	6817	8350	5671	5671	7109	6968	9385	26052	28047	7118	24669	11599	8770	7097	5539	5453	7059	7231	8540	50441	6576	44810	8755	3069	18826	2041	3280
25-056_R2_001_val_2 - Adapter 1	6643165	1827354	761778	202872	84203	22219	4434	2854	2129	29334	7142	8552	10002	10646	14668	32959	14396	9865	9491	9198	5888	8271	6975	7126	7433	16075	10930	10155	11312	12080	6008	6212	7556	7973	8381	6892	6359	5221	12986	7168	19074	8498	7117	7590	9194	7593	10190	6270	6623	5587	8735	6509	7497	7213	6544	7730	7823	5974	5107	5306	7144	6458	10690	8368	7221	7197	7983	7193	5780	6886	9205	6438	6278	9452	11172	7624	7215	7448	11899	4990	6464	7490	4744	7929	9508	9981	16324	7253	11140	5663	30594	13398	15517	7582	6214	22662	25872	16282	22200	15907	5624	12204	8095	11994	5436	16770	6411	7083	7948	7496	4730	7344	4902	5551	6325	5203	6240	6796	4675	10826	5963	6112	7010	10747	4633	11263	14036	6636	6378	19226	4763	5358	5382	5616	11307	4976	6229	11236	5956	5466	7688	6287	3927	5292	5394	5127	3296	4573	7682	8974
25-058_R1_001_val_1 - Adapter 1	2824702	873008	308437	105664	37270	10134	7006	2774	3062	7463	9944	6421	6630	12689	9317	17336	6686	8298	9230	8232	11630	11704	17067	7310	11967	13471	18494	14084	11249	12497	7866	92194	7640	62685	35247	15387	16626	10394	7735	20094	15607	6812	6304	7252	6421	7876	8359	5873	6679	11634	5846	6948	10004	7527	11170	7099	8613	14161	11632	10227	7704	10602	11182	11899	9585	10281	10178	10522	12384	9993	9776	15777	15440	8963	8499	10925	8687	10005	9264	11679	20378	9864	12451	10825	8295	15442	11247	13648	7498	10546	10654	10660	14808	10815	19743	10869	7277	11783	7616	7016	8808	6819	11788	11641	9807	13137	14235	17009	7667	8608	8681	7177	17658	17703	6373	14255	9223	26595	14109	10850	18135	5939	7866	9980	13245	7864	9516	10536	16035	12420	93251	27152	9691	32113	11701	10873	6449	6358	6313	7247	9260	18075	170033	11906	149552	17254	4333	48071	5055	10339
25-058_R2_001_val_2 - Adapter 1	7688076	2122276	928400	254877	111348	27363	4376	2038	1870	48816	11432	12566	13063	21128	32138	51994	28987	11408	10779	9930	6454	9084	8034	7504	9410	25952	11675	21019	23592	15633	6787	8150	9250	9159	9293	7744	12134	6648	10606	8438	15871	9981	8066	10396	11690	9379	12698	8557	8157	6797	9193	8129	9852	8881	8590	9793	10451	7825	6413	7473	10386	8220	12320	11279	10390	9138	10235	9695	7808	8433	11636	8722	6965	11173	12262	8425	8262	12906	14161	6058	7961	8867	6211	10630	12473	13383	21948	9572	15589	6694	29314	13762	16446	9488	7922	29820	35395	21118	25296	17281	6807	13347	8114	13289	6189	18501	6856	8274	9309	8626	6377	11689	6018	6729	6955	5853	6864	6815	5733	11328	5700	6991	8255	13183	5547	14853	18561	9277	7567	25103	5425	6434	6293	6248	14067	5928	7148	15903	6543	6497	8953	7457	4337	5982	6133	5549	3805	5924	9726	22021
25-059_R1_001_val_1 - Adapter 1	4288927	1282368	415850	137578	44184	13648	10558	3687	5197	10402	14162	9437	8643	19327	12077	23720	8144	9723	11783	10113	13831	13096	25137	8858	14585	19454	25933	19678	15228	14328	9027	109756	9056	74210	42087	18536	18154	12336	10292	23966	21114	7975	6993	9750	8152	9436	10698	6824	8692	14985	7174	9574	13925	10085	16234	9904	10931	16412	14919	14230	9413	14931	14796	14226	11972	12775	13226	15130	15257	11842	13881	18405	20420	9949	10553	12858	10700	13044	11361	14405	26117	11719	15766	12457	8855	17832	14099	17007	9029	11907	13480	13350	18281	14558	26381	15194	9925	14956	9562	8226	10052	8724	12677	13553	13696	15449	18834	18733	9887	11479	10867	9757	19032	28717	9487	21840	10368	40140	15203	17695	28113	8518	10854	9625	13420	8178	9634	12724	14194	17674	76834	47224	11310	29766	14247	11753	8695	8141	8513	9668	11524	20685	170884	14912	133919	18289	5722	41118	5731	8506
25-059_R2_001_val_2 - Adapter 1	11869580	3025898	1130188	385861	122573	38078	6196	3139	2343	53969	11337	13846	18834	21430	35104	61588	29532	15591	16463	14753	9569	12031	11281	10052	11405	28687	16713	21914	22101	16124	8706	9609	11164	11465	10670	9597	15964	7747	14697	9859	19083	13050	10267	13735	16275	12719	12766	9467	9803	7758	10829	10525	12689	10699	11700	11935	12323	9537	8502	8536	13045	10356	15254	15153	13385	11851	13354	11913	8815	9556	13341	10653	8423	12499	14116	9578	9487	16236	17040	7195	9125	11396	7146	15146	18612	17126	26550	12201	17864	8022	33675	17385	22219	11326	9599	37499	51843	31270	38786	23153	8600	16997	10645	17374	6930	22021	8483	10797	11980	10867	6749	15407	6698	8070	7653	7271	7684	9055	6561	15174	7353	8007	9899	16092	6368	13536	18270	11190	8029	20106	6567	7896	7391	8971	15886	7654	7596	12632	7904	8927	11737	9679	5343	7259	8440	6992	4953	7078	12259	28295
25-060_R1_001_val_1 - Adapter 1	3849912	1226986	462344	173957	50484	14433	7564	2689	3553	8718	15491	9083	11204	21351	14218	32980	9174	10040	14737	11881	16138	15967	32246	9322	15695	23820	27120	20696	19181	15845	10844	109653	9731	66288	39766	19470	19697	13281	10980	22857	19988	9072	8075	11991	9101	10547	11344	7826	9601	18251	9306	9388	15397	10405	15644	9926	10356	19490	17811	14568	11002	17764	13145	14178	13917	14671	16223	15865	17946	15494	14322	20059	25968	10723	10798	18509	12009	15740	15304	23343	37519	15258	14548	17361	11546	22358	18193	23226	11366	13455	25003	17349	23246	21119	32684	18097	10001	18950	10011	9271	11907	8523	15342	15392	16041	15469	20470	14807	13281	18653	20394	17062	19265	35021	10000	23740	10651	42995	13495	14382	31631	9335	13366	11549	20266	7583	8547	12211	10852	17317	62280	53062	11076	42869	17111	11705	9776	8298	9060	9461	10327	14992	114871	11688	82831	14176	6013	28596	22707	7941
25-060_R2_001_val_2 - Adapter 1	10910943	3074560	1127171	480785	147024	37042	6697	3624	2612	43323	9203	12806	14441	14898	24088	51346	22427	14455	18482	17490	9463	12252	11341	11201	12799	31188	20048	19213	18292	17379	9548	10895	12591	11887	12271	11627	24063	8159	15665	10328	21861	15072	11143	16639	21233	14888	17245	14216	13868	9579	13429	12097	14518	12660	13225	12582	12122	10826	10127	10868	16596	11640	18035	16921	14123	13776	17037	14105	10791	11392	16190	13331	9880	15877	15457	11621	11521	21791	21048	8140	10418	12176	8467	15324	17459	17262	32726	12687	16891	8723	44096	18689	13861	11844	11941	28806	37302	37972	28517	21093	9892	19056	10419	14481	8459	19357	7726	11997	12261	12472	9726	15401	7947	8633	9307	8393	8971	10601	7842	18546	8972	9378	12349	17584	6528	13425	19306	17573	9342	23966	7804	9758	8355	9032	18443	8246	9016	15625	9569	11415	13676	12084	6779	10334	11924	10257	7210	9271	18128	58877
25-109_R1_001_val_1 - Adapter 1	3187015	922469	312372	105302	35943	10068	6370	2708	2961	7268	9832	6945	7365	12471	9647	17389	7050	8560	9557	9032	11320	10881	16908	7488	11756	13821	18420	13701	11525	12603	7963	72433	8249	53012	30962	14388	16036	10284	8480	17018	13974	7343	6904	9063	7317	8536	8368	6352	7455	12628	6698	9164	10629	8672	12028	7693	10169	13661	11888	10057	8425	10762	10305	10872	10104	10077	10485	12284	12235	9890	11638	15466	14867	8540	8863	11418	9995	10483	9710	11491	19368	9511	13741	11044	7950	14660	11738	13270	8098	10782	11860	11153	14017	11492	18954	11174	9095	11531	8501	7655	9110	7357	10530	11458	10394	12101	14771	16977	8646	9245	9144	8461	16045	19488	8083	14598	8949	24756	13056	12484	19273	6802	8549	9536	11359	7987	9545	10613	13422	13099	60945	27474	10479	23682	11846	9739	8167	7320	7126	8482	10630	16192	124094	12392	112719	16679	4771	39981	3765	6696
25-109_R2_001_val_2 - Adapter 1	8587686	2228274	853213	253221	98250	27735	5325	2773	2397	42517	11138	13660	13306	18910	26724	44386	23933	12477	12778	11227	7701	9646	9082	8878	10040	22866	11971	17967	18593	13682	7476	8438	9587	9781	9768	8644	12566	7046	10719	8531	15091	10504	8721	10456	12196	10322	12034	8750	8620	7311	9800	8927	9976	9072	9318	10392	10191	8540	7549	8270	10929	9688	12968	11348	11502	10366	10997	10239	8051	8968	11298	8999	8106	10695	11346	8890	9100	12705	14380	6740	8551	9446	7233	10885	12544	12262	19697	10263	14100	7556	25528	13661	15537	9625	8667	25048	30518	20017	25379	17748	7616	14234	9898	13489	6690	16791	7723	9912	9599	9592	6375	11517	6672	7558	8137	6774	7384	8552	6025	11995	6906	7834	8851	13037	6222	12147	15532	9572	7380	18370	6327	6895	6586	6800	11899	6522	7121	12163	6680	7186	9152	7808	4772	6698	6787	6378	4252	5977	10118	16012
25-110_R1_001_val_1 - Adapter 1	2323064	803449	265191	81969	37558	7386	4198	1812	1833	4215	6504	5193	5407	9652	6704	23055	5160	6286	9206	6433	8577	9099	14860	4857	10212	11513	18843	14214	10449	11637	5670	123296	5935	84545	50253	15281	17152	8366	5271	19777	15327	4807	4190	5012	4324	5551	5641	4017	5023	12261	4301	5733	8161	5805	10879	4886	5865	9482	8518	8440	5954	13308	6848	10647	9568	9061	8524	7825	8395	7839	9361	9558	10802	5347	5850	8114	8693	11103	7395	11706	22281	8124	12397	7777	4708	12936	9095	13929	6700	8077	10594	8979	12438	10358	16560	10423	5644	10314	7029	5389	8056	6396	11306	12434	11090	11728	15581	14020	6921	9128	9542	6813	16227	22872	8103	16120	7449	27402	10648	9813	20721	5180	7625	6958	11757	6797	7216	8624	16875	15204	153883	32677	8337	50955	13658	13436	6016	6168	5206	7152	7625	15413	189960	10796	181763	20856	4524	57088	2785	9083
25-110_R2_001_val_2 - Adapter 1	7534927	2289445	979974	262773	114186	26981	4546	3342	1803	50922	7722	8472	12332	13637	21731	42513	17562	9409	9733	9567	5572	9953	6871	9245	7144	28185	7905	14013	19482	14616	5678	5553	8349	8190	8229	6313	11491	4592	9257	6226	12010	9188	6510	8597	11531	7189	12058	6115	6039	5361	9048	5232	7763	6658	5872	7735	8543	5953	4610	5022	7665	7066	10748	7699	5624	6488	9224	9488	5967	6692	10846	6818	6547	9061	11847	7481	7327	8923	13026	4465	5760	8107	4148	10171	13577	13153	20918	8393	14523	4830	33772	15177	19407	7560	6288	34661	46569	28970	40448	22332	5239	14533	11956	17365	4716	22831	6218	6281	7663	8246	3856	9528	4759	5532	5810	5456	5671	6634	4713	11564	6465	5664	7860	13361	4220	12413	16738	7488	6666	28294	4532	5188	5772	4906	13911	5467	6494	15174	5633	6441	8944	7758	3862	5537	6044	5121	3896	5995	9608	16369
25-112_R1_001_val_1 - Adapter 1	3152701	1055302	354085	113277	44222	11634	4128	1725	2610	5151	8633	7710	8114	13156	10452	20302	8255	9221	11375	9546	12766	11053	20266	7153	12034	16370	22843	17696	14161	14344	8125	66256	8152	50947	31359	13891	18108	10345	7402	17339	14115	6973	7095	8169	7478	8642	7620	6078	7147	11831	6700	9338	10392	8162	13785	7506	9020	11483	11856	9102	8069	9359	8035	9182	9565	10712	10186	14330	9845	9815	14039	14117	12344	7597	8532	11710	10398	11425	9587	13919	26306	9670	15870	10108	6841	13867	11572	14485	9901	11425	12848	12972	15729	14252	22520	13375	9718	14181	9468	8119	10705	7837	11502	11520	12424	13834	16872	17034	10148	11164	10027	9598	15511	19375	9488	16238	10572	33155	13733	14607	26778	7943	9286	9248	12148	7912	8546	11091	10729	15789	58321	36648	10567	23976	16614	11318	11571	8517	9506	10509	12186	16390	123288	14684	126355	22097	7557	57603	4652	9550
25-112_R2_001_val_2 - Adapter 1	10105261	2961648	1154012	384055	141270	35289	7193	2641	3280	34828	10011	10377	13059	12044	15900	36771	15481	11073	12492	11169	8144	9400	10341	8029	9204	22115	9279	11793	12542	14966	7710	8892	9715	10452	10964	9168	13327	6897	11597	7808	13129	11124	8361	9645	12265	8028	11807	8394	8323	8016	10445	7869	8194	8878	7960	10379	9139	8203	7302	7733	10290	9770	11494	10183	9115	8239	9123	9367	8270	9677	11197	8501	8151	10563	10766	9182	8667	11271	17347	6720	8460	10055	6378	11774	12258	12040	21043	10424	12143	7358	26221	13290	16714	8902	7816	26369	31135	19128	27197	20536	7580	17303	11257	15250	7813	20470	8423	9336	10422	9964	6962	13523	7152	8953	9420	7993	8146	9296	7159	16976	7924	9072	11278	15769	7024	13591	16786	13940	9859	27976	7240	7910	8437	7440	16672	8995	9234	19782	9890	11003	10920	11067	6239	8589	9532	9221	6150	7547	15085	15388
25-113_R1_001_val_1 - Adapter 1	2094705	634059	200978	63516	25166	6317	3301	1346	1795	4216	5710	4974	5148	8515	6036	11803	4552	5283	6177	5794	7423	6738	10850	4581	7465	9532	12955	8768	8304	7864	5215	60588	5234	45738	24930	10111	10265	6650	4956	14321	10639	4707	4349	5481	4472	5009	4804	3689	4836	8381	4194	6299	7293	5635	8869	4849	5565	7820	6906	6568	5023	6279	5477	5837	5915	5504	6443	8049	6814	5994	7999	8344	8102	5266	5105	6288	6737	6704	5969	7864	13045	6030	8556	6220	4682	8762	7509	8575	5224	6148	6818	7361	9069	7695	12787	7880	6080	7662	6019	5212	5804	4961	6728	7415	7134	7834	8780	10001	6012	6340	6335	5835	10293	12982	5961	9580	6239	16727	8246	9038	13290	4723	5641	6122	8147	5594	5960	7551	8814	9775	46122	22647	7002	18073	7999	7065	5916	5166	5439	6904	7892	11619	114342	9354	96625	11766	3237	26093	2556	5517
25-113_R2_001_val_2 - Adapter 1	6495359	1755218	673740	192231	78169	20153	3811	1803	1845	29781	6147	6956	8212	11757	16399	27932	13710	7246	7553	6754	5228	6349	6175	5399	5999	14591	7050	8207	9753	9708	4884	5348	6475	6869	6570	5939	9130	4357	6869	4962	8153	6637	5452	6439	8044	5715	8498	5706	5251	4863	6442	4725	5622	5702	5620	6627	6121	5223	4621	4848	6471	5996	7862	6932	6235	5647	6403	6030	5234	5844	7485	5418	5233	7256	8361	6235	6012	7566	9677	4429	5456	6257	4408	7202	8704	8694	13391	6749	9852	4763	21831	9955	12275	5819	5043	16897	22278	15132	19512	12354	5075	9510	6537	9994	4805	13321	5191	6189	6692	6140	4140	7590	4625	5044	5166	4726	4902	5894	4602	8205	4977	5226	6057	9212	4515	8810	10497	6953	5522	16045	4433	4946	4913	5129	9015	4741	5342	10646	5460	5719	6489	5940	3513	4785	5302	4257	3279	4319	7607	12022
