Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
25-114_R1_001_val_1 - Adapter 1	4667246	1694316	545465	182772	65140	15470	6179	2722	3437	8901	14198	10365	11354	22695	14087	40541	10919	12975	18472	12807	25604	22102	40553	10154	15588	34843	33863	24849	22285	19895	11748	115441	11544	102697	58933	25093	29748	16561	10991	32627	27122	11017	10370	12138	10118	11675	10785	8856	9977	18181	9340	13556	17798	12547	24526	11898	13653	17118	17579	14999	11585	15255	11971	14137	14413	14026	15442	19599	15165	15226	24592	19617	18046	11035	12541	16239	15550	19317	15153	21624	36733	14794	24504	16534	10627	23468	17995	22136	12420	16960	16719	19648	27831	20646	34956	16879	12689	19888	13331	11238	14050	10919	13468	16819	17774	20321	24254	28481	16994	16129	15599	13759	22647	37098	14272	30077	14254	57731	19033	24396	41222	11160	14971	14201	15443	10567	11352	14901	15526	23622	94625	82238	14972	36115	25966	16550	15554	11050	10864	13086	15551	22181	182920	18159	181717	27217	8910	69657	7039	12638
25-114_R2_001_val_2 - Adapter 1	14249125	4316459	1717595	594499	204310	56301	9397	4112	4072	59556	14172	14330	22033	18871	27065	61131	25028	18574	18863	17991	11586	15547	14488	13042	13807	37450	16579	19688	21564	22619	10930	12227	15050	15465	15894	14006	22786	10755	16974	11576	20488	17138	12411	15768	19188	12992	16992	12158	13103	10847	14861	11570	13176	13790	12674	14806	14145	12209	11298	11473	16392	13243	16793	17210	14855	15055	16380	15320	12050	14034	17034	14071	11303	16863	18341	13973	14091	18270	26590	10143	13621	16100	9570	18867	21184	20347	36402	16022	20840	10737	49025	22403	28345	14590	13049	43199	53491	33901	43790	32258	11714	29174	17800	25518	11518	32377	12000	15393	15724	15867	10282	23978	10354	13536	13443	11306	11723	14141	10449	26115	12600	12747	16528	24469	9661	18641	26275	18307	13378	37751	10372	11331	11619	11552	23687	12143	12624	25999	13482	14776	17935	15116	7746	11522	13378	13906	8076	10356	18648	28586
25-115_R1_001_val_1 - Adapter 1	2703840	760997	256558	78705	28485	8539	4395	1698	2525	5062	7443	5624	6195	12310	8435	12000	6090	7182	7729	7619	8728	7724	11796	5964	10676	10205	14510	10723	8579	9323	6388	62338	6338	47566	27709	12332	18901	9206	6705	15114	20367	5944	5470	5850	5345	7722	6336	5412	6582	10027	5472	7964	9562	7186	9158	5284	7099	10324	8916	8449	7090	8947	7295	8561	8345	9652	8372	10984	8584	8804	10584	11669	10898	6392	6633	8983	8013	9057	7405	9456	15316	7535	11288	9019	6239	10586	9260	10726	7042	8623	11115	7819	10606	10361	16120	10402	6781	8502	7015	6621	7404	6660	9467	9534	8924	10337	13745	12428	7399	7673	8186	7222	10535	14068	7100	12887	8341	29317	11125	13310	17147	6823	6771	8790	10646	6346	6922	8260	7935	9759	22833	17422	8508	26201	11041	10607	7057	6184	6514	8680	9994	11990	53468	7791	50049	11223	4324	22514	2911	3726
25-115_R2_001_val_2 - Adapter 1	7586865	2018440	763489	220687	86588	23709	5405	2292	2111	29802	8132	9722	10122	11138	14301	27990	14548	10030	9368	8868	6165	8544	7992	6950	7834	16412	9556	9718	10499	11957	6436	6708	8514	8299	8683	7471	6776	5894	12826	7672	15741	8920	7558	7499	8882	7660	9643	6998	7123	7143	8296	7651	8063	7477	6812	8490	8707	6465	6451	6252	7914	7960	10884	9236	7928	7593	7801	7518	6522	7816	9464	6982	6707	8635	9430	7264	7519	8535	12071	5648	6584	7536	5858	8847	9891	10576	16683	8264	10210	6097	22195	12390	14420	8263	6830	19678	24142	15669	20197	15582	6159	10468	8108	10899	5855	14807	6772	8233	8653	8357	5540	8450	5524	5806	6844	5323	5803	7458	5165	9998	6464	6593	7013	9723	5164	9554	11934	7218	6529	15895	5615	5527	5703	5825	9843	5678	6485	9819	6812	7894	7329	6957	4493	6102	6610	5997	4398	5391	10281	12127
25-116_R1_001_val_1 - Adapter 1	2946741	887305	298674	85093	35667	8860	4041	1480	1976	4517	7701	6187	7035	13261	8429	13467	6670	8403	8824	8740	9154	8746	13348	6918	13877	12099	19843	13732	10522	11377	7334	99870	7731	70536	41947	16256	22555	11712	7046	20846	30245	6227	6253	7428	6251	9038	7542	5359	6563	14534	6066	7995	11337	8316	11034	6071	7903	10419	9549	9777	7838	10144	7890	9787	9291	9831	8525	10835	9972	8949	11625	11543	10859	6693	7581	9157	8962	10020	9427	10637	17071	8139	12320	8705	6603	11614	9912	11626	7596	9328	14078	8512	11295	10783	16526	11405	7699	9517	7869	7358	8770	7035	11608	10210	10537	12773	13362	14403	8769	9177	9516	8205	12748	17048	9116	14637	9805	33143	11829	13525	18530	8235	8022	10154	13851	7382	8114	9542	10106	12677	32474	20872	10027	40829	12557	13260	8660	7458	7390	9064	10589	14102	89897	10143	78673	14549	5198	28362	3577	5569
25-116_R2_001_val_2 - Adapter 1	9053354	2535929	1022196	268384	115390	27126	5902	2684	2568	38878	8862	9379	10771	13465	16851	33570	17290	10690	10329	9900	7137	9570	8436	7977	8532	19539	11204	11067	12086	15582	6933	7715	9311	9882	10056	8274	7174	6573	14122	8054	16145	10499	7974	8419	9809	7583	11881	8069	7344	7739	10957	7087	8636	8461	7577	9181	9590	7074	7207	6676	8598	8367	11675	8402	8186	8232	8619	8089	7518	8632	11295	7481	7417	10379	12566	8916	8921	9608	14942	6283	7946	9236	6210	10681	12609	13300	19773	10258	14556	6976	34047	14974	19982	9626	7089	29989	35666	22853	29684	20911	6752	13157	10562	15804	6733	22162	7956	8678	10219	9424	6892	9824	6480	6541	7176	6746	7112	7784	6109	12330	7282	7578	8765	12693	5866	13287	16564	8834	8429	26169	6138	6326	7028	6557	13934	6789	8056	14171	7707	9028	9287	8326	5156	6631	7439	7204	4976	6312	10966	13113
25-117_R1_001_val_1 - Adapter 1	2694361	769753	266225	88304	31892	8919	4293	2218	1911	5102	7977	6656	6689	12968	9130	12970	6617	7755	7194	7560	8242	7387	13664	6113	10697	11145	15705	11809	9585	9390	6628	64966	6601	43877	25003	11908	14273	8169	7650	14911	16761	6553	6181	7451	6575	7217	7222	5406	6893	9790	5418	7090	8275	6891	10074	6354	8471	12152	9501	8352	7866	9061	7779	8802	8862	9075	9104	10330	9372	8927	10889	13407	11245	6553	6929	8453	8313	9039	8063	9976	15377	7629	11585	8160	6077	11215	9884	10312	6704	8527	12298	7982	10784	10582	15867	10753	6537	7877	7133	6116	6803	5914	8580	8316	9567	10922	13323	12953	7561	7522	7616	7154	10061	14956	7293	12295	7877	30630	10074	12723	17609	6883	6668	7198	8966	5713	6001	8106	6418	10036	24840	18122	7512	24943	10591	8188	6746	5740	6453	8269	8225	10679	63167	8911	44943	9417	3414	12428	2558	2680
25-117_R2_001_val_2 - Adapter 1	7774119	2005636	730900	241136	87022	24784	5262	2383	1941	23180	6788	7272	9349	10356	13878	27346	13841	9637	9651	8401	6226	8716	8061	7013	8084	16708	10789	10401	10245	12120	6487	6780	8869	9080	8704	8037	6544	6363	13282	7882	17219	9502	8120	8418	9225	7873	9992	7704	7112	7187	8403	7739	8901	8081	8336	8083	8145	6441	7309	6808	9044	7818	11165	8738	8809	7885	8002	7546	6617	7964	9703	6743	6821	8956	10079	7654	7820	9368	11757	5971	6942	7230	5759	8911	9571	9885	15260	7875	11066	6030	20110	10286	11432	7441	6759	17510	19119	13376	17171	13778	6208	10999	7795	9857	5926	12790	6333	7760	7756	7802	6154	8873	5475	6100	6614	6061	6547	6787	5592	10777	6033	6379	8004	10520	4945	11077	13286	7503	6853	18147	5337	5573	6083	6129	10315	5577	6669	10306	6737	6354	7961	7434	4703	6039	6659	6578	4768	5774	11179	13460
25-119_R1_001_val_1 - Adapter 1	3381630	1262593	432685	128324	60751	11151	4308	2121	2065	4800	9392	7776	8485	14941	10040	35036	8695	11030	14801	10905	12893	13220	24299	7297	21206	17636	34418	23215	15125	19056	8813	285455	10553	190496	110234	32736	46746	17880	7323	43375	73987	6916	7093	7467	6016	12569	10666	5609	7253	26931	5917	7851	15041	10301	14273	6764	7765	13853	11694	13535	9917	21179	8678	16038	14294	14220	12739	11083	11788	12897	14532	15725	14180	7674	9250	12753	12480	14790	11089	17928	33377	11296	17962	10785	6032	18540	13981	21832	9909	11734	20433	11372	17754	16834	30316	19184	7825	15152	10136	8269	14868	9149	26660	18680	18837	25338	29062	23522	10734	13144	14988	10098	18872	30673	11606	25330	14862	72030	17473	21666	36002	12165	10422	14686	24918	9466	8367	9894	15112	19487	85298	38735	12166	101587	20335	25929	8822	8741	8370	9780	10772	20644	224556	15017	184740	24933	7003	55728	5081	11919
25-119_R2_001_val_2 - Adapter 1	11498162	3756798	1774314	443028	202107	44084	6981	5263	2967	84727	9759	9703	18369	15536	24493	60644	26087	15212	13438	13819	7717	15188	8784	12505	9970	43410	16224	19089	23377	33850	7584	8381	14185	14954	15120	9911	7917	6772	21788	11131	23500	15497	9790	11958	17619	8801	28711	9440	9189	8874	19900	7103	12049	12200	7866	12973	14519	7708	7443	7954	11339	10582	18938	9592	7469	9446	13206	13497	8691	10620	18015	8729	9154	15490	21371	12870	12305	10469	20671	6347	8947	11493	5979	15616	19212	20196	32532	12768	24519	7733	66575	26344	34504	11425	8420	61735	80790	49188	70955	40028	7326	23858	20531	32462	7172	43813	9805	8910	11801	11663	7676	13325	6685	7672	8122	8548	11653	10863	7314	20849	9947	8996	13371	21094	6482	25923	33173	12728	13609	67879	6818	7983	10190	7145	27829	8223	11250	28107	9006	10302	15934	12155	6369	8189	9346	9946	6808	10341	15372	29721
25-120_R1_001_val_1 - Adapter 1	3937451	1125275	361846	121622	42639	11733	6677	2675	2925	7437	10590	8718	8265	13914	11476	21793	7895	9048	11342	10198	14214	13725	20603	8986	11681	18182	17916	14308	13944	12405	9237	95656	9409	80304	46035	20058	25910	13156	10632	24143	28394	9058	8583	10548	8676	10845	9668	8298	9893	15017	8375	11347	12089	9834	14452	8099	11381	16218	13471	12279	10724	12847	11056	11796	11215	10753	11820	14805	14206	11630	14481	17156	16601	10286	9601	12255	13082	14114	11170	14221	19184	11481	15157	14213	8842	16602	12657	13431	9271	11776	15410	11563	14795	13611	22201	14226	10563	11307	10876	9947	9020	9367	10275	12942	11967	13454	16724	19108	11656	11545	12223	10074	15624	29416	12188	19529	11111	69039	14831	23500	28434	10470	10316	10396	11754	8649	9246	10278	10146	13234	31420	32059	9984	27019	13356	11272	10160	8501	8517	11356	11192	12586	58310	9086	45500	9227	3997	15642	3091	3900
25-120_R2_001_val_2 - Adapter 1	10539197	2663390	1017672	287298	111448	31939	6689	3954	3007	35375	9220	11020	14455	15024	20612	43017	20668	14663	14856	14096	10002	12932	11694	11576	11701	22897	17512	15527	16789	16902	9553	9729	12222	12911	12732	11090	10381	8873	20192	12016	32045	13831	12109	11867	14887	13308	15328	10609	10817	9523	13892	11510	12576	11487	11340	12260	11815	9751	9053	9003	11588	10767	15949	14866	13681	11668	13095	12074	9548	10711	14017	10434	10318	13615	15774	11434	11492	12277	16509	8868	10128	11200	8591	11776	13573	14288	22123	11154	15901	9319	39051	17471	18946	11194	10335	26754	29506	19529	25273	19176	9157	16436	10365	14609	8419	19603	9002	11650	11376	11407	7972	11629	8462	8946	10227	8282	8774	10173	7681	14094	9095	9271	10582	13922	7465	14399	17484	9325	8732	22613	7690	8139	8188	9194	14583	7893	8822	14794	9842	9015	10937	9220	6139	8802	8026	7330	5202	7093	11873	16135
25-167_R1_001_val_1 - Adapter 1	2498282	800799	247865	87906	30456	6919	3906	1612	1981	4976	7071	5179	5132	9382	7420	18247	4489	5220	7618	6296	9259	9706	15402	5471	8391	13518	14494	11067	8918	9490	5910	96327	5948	84257	48274	17179	19827	8338	5835	18542	13899	4979	4707	6228	4815	5687	5659	4543	5322	9966	4678	6167	7685	5723	9283	4965	6325	9457	7903	7905	6063	8594	6779	8111	6621	6432	6875	7767	9051	7008	8939	9899	10705	6499	5880	7279	7765	8673	6868	8921	13701	6887	9910	8289	5512	11256	8729	9291	5267	6887	7872	8446	11710	8762	14026	8088	6148	8234	6490	5688	6082	5427	7326	8641	7268	9376	10753	14729	6929	6988	7480	5803	12269	20065	7839	13727	6761	24373	9293	10446	15093	4828	6843	7109	8749	6078	6947	7687	11528	9352	66364	32025	7669	25371	10953	7955	6343	5080	5365	6129	7680	12424	128943	7865	122829	13486	2937	45479	2207	7569
25-167_R2_001_val_2 - Adapter 1	7137298	1949824	839420	212617	89589	23736	4385	2623	1974	47796	9480	11099	10713	17293	23712	40453	19826	9711	9252	9017	6137	8583	6842	7688	8128	23993	10580	15086	16867	13845	5729	5910	7648	8467	8283	6607	10417	4984	7849	6638	12658	9010	7096	8712	10944	8787	11462	6122	6709	5230	9911	6650	8118	7718	6695	8133	8085	6222	5104	5648	7725	6610	10890	8069	8137	8788	9680	7817	6243	6970	9448	6555	6496	9523	11760	7715	7466	8336	11294	5248	6530	7272	4854	8625	10713	11911	18771	7741	13847	5745	33664	13903	15778	7429	6353	23779	29784	20185	26958	15918	5697	12398	7512	11627	4937	16415	5839	7035	7370	7203	4423	8258	4796	5646	5796	5090	5342	6393	4634	8980	5347	5846	6492	9736	4598	11326	13769	6660	5850	18372	4667	5313	5325	5772	10829	4708	5963	12958	5572	5874	8242	6130	3821	5138	5068	4717	3512	4891	7126	11082
25-168_R1_001_val_1 - Adapter 1	2936110	960331	326040	99688	37266	9283	4013	1857	2069	4560	7821	6138	6768	12598	8758	18902	6466	8145	9460	7732	10551	10044	18584	5953	12364	14999	20605	14206	11388	10980	6527	107107	6912	77650	44428	17157	24762	11776	6730	23057	31185	6003	5222	6085	5431	8832	7373	5102	6555	14968	5548	7757	10427	7650	11508	5615	7215	11527	10314	9258	7381	11717	7896	9984	9609	10041	9429	10191	9512	9786	12432	13464	12097	6609	7133	9676	9050	10417	8412	12138	22108	8984	14175	9314	6022	13667	10728	14361	7776	9782	14285	9518	13194	12212	24197	14080	6788	10879	7855	6623	8262	7301	11489	12142	11985	13439	18702	16269	8730	9506	10944	8395	13444	24064	9793	19245	9664	52507	11851	17120	27417	8924	8848	9531	13081	7073	6873	9187	8910	14347	38505	35317	9560	40109	15422	12861	8886	7295	7361	9663	9921	12951	92065	10335	82855	15523	5186	31486	6113	6141
25-168_R2_001_val_2 - Adapter 1	9130646	2625179	1062111	324324	126959	33360	5858	3451	2324	40552	8779	8956	12194	12039	16019	39020	16352	11559	11186	10828	6623	10145	8406	8310	8199	21103	11540	11824	13912	16225	6726	7337	9897	9654	10589	7918	7154	6026	16496	7900	18017	11310	8441	9070	11826	7875	12375	7426	7754	6928	10037	7146	9073	8245	7416	9049	9569	7169	6660	6657	9439	7916	12097	9621	7440	7815	9162	9545	6823	8051	11911	7160	6958	11231	13252	9073	8141	9816	15119	5357	7337	9155	5248	10460	12913	12999	22168	9443	13667	6219	34270	14830	19195	9118	7147	30540	37068	22596	30944	21419	6582	15263	10404	16157	6371	22996	7571	8149	9772	10481	6533	10636	6152	6582	7764	6186	7483	8116	5735	14182	7845	7349	9569	13473	5257	13407	17377	8830	8263	28374	5718	6205	6866	6511	15351	6555	7592	15341	8343	8336	10082	8843	5127	6910	7504	6851	4906	6581	11703	19598
25-169_R1_001_val_1 - Adapter 1	3972779	1021042	342742	116546	35166	11149	7899	3719	4302	9296	10922	6999	7542	11841	9253	17289	7064	8318	9293	8724	9686	10186	15251	8020	12498	13236	17468	14138	10740	11935	8277	68833	7946	51096	30195	14320	14408	9200	9775	16133	12912	8354	8244	9744	7881	8209	8963	7038	8225	10649	6981	8558	10724	9036	11387	8993	12207	14670	13596	12862	9351	13418	15341	15658	10421	12710	11273	14258	15767	10356	11029	15404	18439	11031	9839	11262	9640	10659	9996	11133	18584	10756	13068	12814	9821	15817	10749	13415	7599	9626	10244	9647	12977	10587	16961	11351	8664	9920	7803	7857	7661	7053	10635	10538	8787	11257	12311	15731	7738	7724	7925	6852	14993	17707	6826	12039	7622	20924	12203	11333	15604	5859	7155	8306	10220	6666	8344	9918	11601	10236	51163	23688	8960	20963	9442	8025	6767	5878	6337	7567	9076	14245	109633	9488	97209	13278	3516	41806	3752	6980
25-169_R2_001_val_2 - Adapter 1	9459677	2109100	805323	206332	76995	26368	4611	2280	2101	39992	12596	16632	12421	23945	30857	46637	31738	12961	12601	11011	8515	10493	9794	9314	10809	23552	16214	26960	27691	14823	7818	8386	9254	9730	9420	8669	11913	7415	10765	9739	17980	10713	9119	11266	12531	12253	11545	8761	8716	7174	10225	9552	11478	9400	10228	10430	11283	9014	7694	7727	10170	9252	13469	13137	11821	10528	11524	9978	7895	8269	11067	9737	8258	10803	10972	8726	8834	12275	12792	7270	8287	8770	6911	9240	10994	11037	16548	9083	12087	7030	24664	12490	14708	9530	8386	23897	27721	18032	24062	15634	8257	12326	9534	11936	6157	14659	6727	9080	9419	7984	5595	8707	5815	6670	7101	6347	6597	6964	5553	9407	5883	6409	6867	10156	5357	9830	12843	8117	5991	14837	5353	5723	5309	6080	9556	5060	5476	9976	6205	5814	6898	6096	3902	5132	5472	4557	3620	5053	9050	17736
25-170_R1_001_val_1 - Adapter 1	3319411	1001110	335518	102978	36729	11055	4962	2181	2791	6271	9590	8186	9174	16316	10597	16745	8342	9925	11051	10874	11538	10606	16618	8065	14110	14960	21133	14589	13826	13468	8554	89076	9467	64341	37642	16799	20800	12343	8542	21140	29292	8130	8179	9634	8041	10581	9321	6902	7994	15462	7082	10123	15537	10190	13672	8798	11146	12628	11892	11606	9716	10953	9143	10591	10386	10921	10692	14284	11306	11182	14329	14354	12842	8350	8731	10717	10428	11522	10946	13158	19544	9906	14137	10529	7877	13296	12453	14325	9237	10193	14283	10441	13317	13427	20067	13702	10295	10904	10082	8785	10290	8660	12735	11954	12998	14306	16400	16258	10168	10140	10641	9909	14115	18878	9451	15807	10950	38002	13817	17480	22784	9800	9813	11277	15294	8753	9370	11913	10657	14406	32883	25072	12117	38428	13525	14740	9942	9121	10948	11738	13230	15879	83216	14360	74326	15770	6544	26638	5063	5628
25-170_R2_001_val_2 - Adapter 1	10221769	2815524	1087780	304243	128392	32965	7562	3187	3165	37240	10262	10425	13222	13739	17861	34286	17932	13030	12516	11704	8915	10511	11042	9452	10066	20382	12862	13342	12997	16305	8444	9670	10764	11406	11830	10214	8620	8277	16202	9487	17044	12122	9239	9482	11114	8729	12456	9527	8890	9027	11231	8810	9657	9844	9270	10997	10833	8855	9389	8037	10713	10598	13020	11164	10302	10666	10704	9859	8819	9963	12376	9248	9042	11578	13348	9843	10702	13134	18239	7491	9437	10212	7622	11992	15069	13562	19324	11236	15006	8647	31413	15004	18920	9994	8658	27361	32087	20755	27403	20673	9057	14487	12153	16645	8192	21115	9088	10897	11638	11211	8247	11693	7868	8339	10044	8313	8763	10241	7978	14821	8730	10141	11211	15010	7596	14697	18342	11381	10012	26510	7691	8212	8686	8745	15126	8291	9275	15860	10738	11382	10896	10021	6349	8993	10024	9005	6806	7834	15323	22307
25-171_R1_001_val_1 - Adapter 1	3161422	1038813	368804	110458	56786	10764	4029	1709	2239	4771	8629	7140	8410	13357	9744	22527	8019	9274	11391	9886	13531	12093	22540	6605	14807	17667	27020	23938	13939	17076	8037	115633	8180	92223	52726	18459	29378	12330	6684	26212	22516	7019	6791	7005	6749	8620	7462	5700	6487	13942	6547	8540	10837	8505	11686	6906	8695	11898	11922	10131	8079	10439	7959	9968	9826	10946	9847	11672	9777	10661	13512	13307	12010	7721	8894	12193	10259	11238	9837	14314	29386	9981	16027	9187	6150	14081	11711	15878	8941	12567	12165	12726	17660	15195	24994	13947	8629	15598	9220	7927	11537	7694	14241	11258	12362	15768	18417	16903	9405	10402	9846	9088	16455	20483	8633	19073	11436	39933	15896	12867	29964	7706	9519	9885	15061	7584	8501	10495	14314	15365	90243	41260	10582	35496	19312	13680	10775	8528	8503	10692	12034	20780	225987	17492	235689	32400	8123	106167	5415	16704
25-171_R2_001_val_2 - Adapter 1	10497605	3137167	1403234	384453	151651	42750	6857	2925	3292	53648	11020	12090	14199	14792	19588	46321	20193	12442	12126	11964	7562	9889	9374	8178	8624	29726	8837	12435	15442	20686	7283	8478	10844	10882	11702	9047	13598	6913	11645	8112	15375	11801	8171	9843	13189	7299	16086	8257	8228	7964	12990	6819	8671	9105	7449	10048	10911	7998	6628	7874	10205	8672	13995	9558	7789	8114	9076	8530	8427	9693	13097	7846	8151	12416	14225	10423	9973	10579	18543	6338	8487	10715	6205	13517	14992	17116	29418	11869	16688	7190	42957	18769	25417	10617	7580	43906	51333	29902	45542	30490	7475	19667	14659	22197	7409	30866	9838	9006	10900	9701	7551	14345	7599	8514	8446	7262	8623	8973	7107	16674	7487	8592	10864	15598	6276	17774	22809	11776	11019	48607	7067	7871	9318	6769	22392	7995	10505	29248	9657	10139	13046	11148	5729	7968	8730	9241	5888	8398	13740	16803
25-172_R1_001_val_1 - Adapter 1	2617631	776949	263797	87247	28277	8946	4567	1886	2210	5218	7434	6182	6698	11220	8134	13588	6365	7574	7709	7278	9099	8261	13963	6280	9203	12100	14412	11529	10596	9513	6599	44072	6679	30888	18683	9609	9740	7420	6838	12498	10386	6764	6425	7616	6294	6837	6737	5485	6502	8997	5832	7080	8451	6749	10312	6966	7975	10194	9226	7740	6525	7892	7468	8085	8087	8205	7999	9514	9137	7787	9435	11891	10785	6688	6888	8651	7706	8715	8215	10015	16142	8029	11047	8855	6348	12029	9536	11293	7079	8605	9402	9309	11819	9580	15411	10063	7600	9937	7172	6869	7471	6466	8819	9586	9344	9898	11736	12022	7453	7841	7607	7340	11971	15054	6926	11179	8013	19461	9353	9621	14621	5922	7434	7221	8902	6630	7255	8712	8797	10409	35671	22810	8301	14223	9272	6922	7216	5779	6073	7393	8380	11533	74982	9785	66249	10339	3966	21564	2953	4345
25-172_R2_001_val_2 - Adapter 1	7288295	1918987	704494	231579	85842	23070	4809	2115	2364	25505	7768	8474	9475	12367	16920	30323	14394	9536	10106	8941	6659	7511	7856	6818	7534	14822	9194	11419	11325	9893	6818	7371	8034	8201	7897	7468	10761	6169	8844	6842	11631	8858	7150	8508	10389	7682	9338	7200	7408	6723	7827	7049	7538	7109	7479	8249	8176	7053	6716	6870	9092	7788	9478	9101	9333	7828	8527	7903	7084	7365	8987	7931	6626	9087	8832	7257	7393	10567	12141	5903	7475	7515	6210	8393	9225	8844	14863	8044	9970	6340	18015	9936	11061	7685	7021	16888	19970	13046	16010	12621	6935	11051	7747	9990	6327	12161	6395	8152	8608	7978	5990	9465	5990	6066	6728	6285	6206	7099	5876	10401	6167	6652	7685	10161	5431	8843	11497	9194	6425	12879	5528	6290	5716	5954	9333	5941	6222	9819	7030	7398	7244	7228	4301	5679	6415	5493	4120	4808	9428	12695
25-174_R1_001_val_1 - Adapter 1	2503794	794604	272297	88269	29742	8707	4725	1931	2391	5079	7951	5762	5879	9853	7534	16831	5906	6879	8044	6924	9306	8607	14965	5875	10490	12295	17193	13295	10483	11216	6283	74633	6654	51690	31096	13225	15512	9040	6594	15940	15864	5411	5068	6471	5313	6787	6333	4939	5574	10576	5044	6362	8547	6813	9770	5885	7056	10091	9255	7926	6473	8979	7154	8402	8053	8388	8158	8480	8599	8116	8988	12236	11423	6220	6647	8785	7531	8374	7203	10251	18552	7937	11466	8439	5793	11895	9655	12374	6927	8393	9830	8562	11496	9867	17245	10730	6677	10553	6522	5985	7650	6167	9704	9698	9992	11439	13948	13776	6750	7645	8084	6759	13527	17093	6810	13655	8212	28146	10697	10920	18509	5856	7297	7845	10522	6564	7472	8733	11237	11390	60982	26532	8560	27766	11351	9573	6837	5911	5611	7090	8429	13822	105025	9947	99949	14755	4531	39586	3944	6732
25-174_R2_001_val_2 - Adapter 1	7290567	2057493	834062	246839	101808	26999	4724	2209	2012	38399	8957	10240	11685	14130	19896	36030	16577	9928	9807	9449	6084	7765	7321	6949	7831	20370	9133	12935	13617	11907	6058	6757	7802	7961	8057	6998	10788	5622	10218	6962	12981	9296	6789	8682	10610	7168	9638	6610	6823	5686	8114	6718	8012	7178	6987	8015	8424	6438	5948	5908	8668	7131	10241	8879	7482	7262	8617	7819	6400	7050	9805	7385	6106	9335	10409	7538	7096	9931	12236	5119	6470	7162	5317	9001	10081	10543	17208	8115	11217	5927	24310	11777	14838	7566	6635	24275	28264	18524	24798	16849	5956	12840	9410	13397	5615	17573	6464	7247	8248	7589	5150	9189	5264	6044	6251	5572	6118	6878	5126	11429	6005	6340	7818	11437	5011	10578	14383	8455	6818	17524	4968	5657	5675	5594	10469	5612	6101	10240	6062	6660	8084	6870	4035	5521	5933	5643	3985	5255	9246	16454
25-175_R1_001_val_1 - Adapter 1	2447332	829063	265973	81915	36644	9414	6038	3870	5281	8122	9124	7533	7575	12145	10364	21009	6460	7295	8659	8232	8076	8427	13115	6236	12792	10993	19358	17609	9744	12651	7013	121942	7205	81612	47226	14868	18014	7942	6119	19568	16334	6212	5717	7128	5945	6961	6438	5622	6900	12360	6173	8034	9008	7305	9690	5781	7049	9103	9192	9068	6666	10157	7276	9453	8801	9359	8839	10537	9435	8466	10471	10239	10232	7165	7376	9182	11231	10931	8807	11216	16689	7758	11785	7989	5891	10704	9225	12011	7161	7622	9406	7953	10277	9548	13189	9788	7128	8719	7997	6801	8589	6742	12728	9884	10244	11749	12806	13422	7682	8364	8175	7195	13388	17922	7445	13294	8998	23716	11268	10636	18624	6635	7328	7783	11710	6519	7571	8931	14901	13229	147273	20515	9263	44081	13253	13598	7296	6726	7262	9050	10214	16687	211994	14215	170833	19378	5172	51417	18596	10567
25-175_R2_001_val_2 - Adapter 1	8125712	2394459	952791	262745	108143	27210	5252	2631	2390	42679	7162	8319	9099	12617	17212	31983	17042	8552	8527	7992	5749	8650	8076	7568	7949	28214	7506	13227	15368	16633	5979	6470	8704	9002	8688	7185	9452	5729	9534	7217	11945	9374	7499	8393	11106	7593	15174	7266	7630	6862	10797	6384	7829	7735	6505	8735	8655	6326	5766	6326	7517	7885	11067	7485	6618	7060	8356	7741	6599	7437	11048	6807	6723	8213	11741	7952	8238	8291	12440	5307	6817	7946	5394	9737	12334	11983	17198	8555	14200	6142	30915	13740	16793	7454	6579	28013	34676	22052	30127	18360	6151	12793	9715	13749	5799	19509	6690	7159	7680	7282	5114	9471	5517	6480	6393	6040	6558	7692	5804	11900	6322	6703	8413	12119	5754	15103	18178	8974	8386	35376	5658	6307	7297	6162	15418	6436	7449	13803	7930	9716	10784	9868	5648	6619	8281	8125	7955	12808	24978	81035
