Sample	Top over-represented sequence	Sum of remaining over-represented sequences
25-202_R2_001_val_2_val_2	0.6823162645597829	8.755905095042294
25-203_R1_001_val_1_val_1	0.8541675863006196	7.662440236328039
25-203_R2_001_val_2_val_2	0.43622613582434716	3.970247076692177
5-002_R1_001_val_1_val_1	0.7603147234004441	5.590403313711409
5-002_R2_001_val_2_val_2	0.39732978852929934	3.7241223203398506
5-003_R1_001_val_1_val_1	0.9080990523711043	9.015304272618794
5-003_R2_001_val_2_val_2	0.5980679686032198	6.415846643191928
5-004_R1_001_val_1_val_1	0.7753927772076041	6.575892153112094
5-004_R2_001_val_2_val_2	0.498864489438135	4.657434994818689
5-005_R1_001_val_1_val_1	1.275184910289731	14.456553784900773
5-005_R2_001_val_2_val_2	0.6640776712862428	10.993554187533995
5-006_R1_001_val_1_val_1	0.8402272053257132	8.935216219612967
5-006_R2_001_val_2_val_2	0.5547804356596717	5.567235777801356
5-007_R1_001_val_1_val_1	0.9734315058487708	7.881120877942136
5-007_R2_001_val_2_val_2	0.6619591843772591	6.116772378369448
5-008_R1_001_val_1_val_1	0.7458556628260296	5.796147224158323
5-008_R2_001_val_2_val_2	0.42037945993204373	4.493983169838597
5-009_R1_001_val_1_val_1	0.6400425801706766	7.777186563348682
5-009_R2_001_val_2_val_2	0.3638552229635762	4.914171717550134
5-010_R1_001_val_1_val_1	0.4277506238213137	1.8650565211463657
5-010_R2_001_val_2_val_2	0.24665382878063857	1.097576181888489
5-012_R1_001_val_1_val_1	1.1058065365467113	11.260521933265473
5-012_R2_001_val_2_val_2	0.5737567718810496	8.100180947018057
5-014_R1_001_val_1_val_1	0.6478769977505849	5.171664394717316
5-014_R2_001_val_2_val_2	0.42031524164619605	3.2773328789008924
5-015_R1_001_val_1_val_1	0.8186485066130521	4.830251799134263
5-015_R2_001_val_2_val_2	0.4282517867287494	4.181105815523411
5-061_R1_001_val_1_val_1	1.2168162545069272	13.174641009697824
5-061_R2_001_val_2_val_2	0.6729724539215852	9.143753098595894
5-063_R1_001_val_1_val_1	0.7498872406269813	4.866321533890503
5-063_R2_001_val_2_val_2	0.5085625953150351	3.5629115060158165
5-066_R1_001_val_1_val_1	0.49067885111978726	4.4036371606395655
5-066_R2_001_val_2_val_2	2.278102293233932	2.711254922453602
5-067_R1_001_val_1_val_1	0.8112093625597203	7.380452884078977
5-067_R2_001_val_2_val_2	0.48657764545950816	4.836812892069468
5-069_R1_001_val_1_val_1	0.9533381842483322	9.774611620650617
5-069_R2_001_val_2_val_2	0.5501082299650222	7.530076219351941
5-071_R1_001_val_1_val_1	1.0183661396468504	8.853185301903933
5-071_R2_001_val_2_val_2	0.7015684668092976	6.4590890259651355
5-073_R1_001_val_1_val_1	1.000488993493994	8.504041100499663
5-073_R2_001_val_2_val_2	0.5041200618429459	6.303979025547156
5-074_R1_001_val_1_val_1	0.929074373667428	9.683302459546555
5-074_R2_001_val_2_val_2	0.48192428131417564	7.590051444522149
5-075_R1_001_val_1_val_1	0.7680253131122521	6.445133063724968
5-075_R2_001_val_2_val_2	0.4095408866941419	5.315658267538575
5-121_R1_001_val_1_val_1	0.7938497065283922	5.708363370970233
5-121_R2_001_val_2_val_2	0.4141333598599412	4.131911330681584
5-122_R1_001_val_1_val_1	0.7050584806891744	9.584207202792657
5-122_R2_001_val_2_val_2	0.416564162867739	5.672626627373457
5-123_R1_001_val_1_val_1	0.7881458605742859	6.479380097760639
5-123_R2_001_val_2_val_2	0.40513271674707363	4.349493763044529
5-124_R1_001_val_1_val_1	0.981761536311942	6.755254233724534
5-124_R2_001_val_2_val_2	0.4316452619675649	4.10150277195966
5-125_R1_001_val_1_val_1	1.294236780129543	15.832850368994697
5-125_R2_001_val_2_val_2	0.6879388478683173	12.296577062877388
5-126_R1_001_val_1_val_1	0.7776194205376104	5.597866485670744
5-126_R2_001_val_2_val_2	0.3911567391316843	4.107158042561716
5-127_R1_001_val_1_val_1	0.589847665615616	5.3324427902379865
5-127_R2_001_val_2_val_2	1.1559530802559632	3.8948620147118502
5-128_R1_001_val_1_val_1	0.7052600757749771	5.389564659883434
5-128_R2_001_val_2_val_2	0.44913711938976153	3.4531202277792783
5-130_R1_001_val_1_val_1	1.0703014079148472	9.86683462596638
5-130_R2_001_val_2_val_2	0.5696133148165576	7.557566636742083
5-131_R1_001_val_1_val_1	0.790948460188434	11.577812601922433
5-131_R2_001_val_2_val_2	0.5809809022401115	5.6008176685612145
5-133_R1_001_val_1_val_1	0.8680603915839089	6.456573070534568
5-133_R2_001_val_2_val_2	0.44721267044562024	4.9561181082282175
5-135_R1_001_val_1_val_1	0.8573982057849495	8.578556330576323
5-135_R2_001_val_2_val_2	0.5999129730138174	5.926896752584823
5-181_R1_001_val_1_val_1	1.0395536041817794	12.214052284014326
5-181_R2_001_val_2_val_2	0.6000875494823732	8.391994973877937
5-182_R1_001_val_1_val_1	0.7523777874984287	4.652969103652578
5-182_R2_001_val_2_val_2	0.5126808350865222	3.443000028388519
5-187_R1_001_val_1_val_1	1.0541895361846088	7.050480441052745
5-187_R2_001_val_2_val_2	0.4956685129883857	4.6966726661346
5-188_R1_001_val_1_val_1	0.8395905951508551	8.067810858088652
5-188_R2_001_val_2_val_2	0.5079653380512756	5.636942949977354
5-189_R1_001_val_1_val_1	0.921393228530612	6.345596161250829
5-189_R2_001_val_2_val_2	0.5818319384979653	4.837154302609308
5-197_R1_001_val_1_val_1	0.5145286480272472	2.6764196370899502
5-197_R2_001_val_2_val_2	0.303636203915466	1.5531237264136495
