Sample	Top over-represented sequence	Sum of remaining over-represented sequences
15-033_R1_001_val_1_val_1	0.5613981887336652	5.529127430463776
15-033_R2_001_val_2_val_2	0.3494916429533672	2.474010561959278
15-091_R1_001_val_1_val_1	0.7154617105941572	6.481674670441226
15-091_R2_001_val_2_val_2	0.41207438287241993	4.028668087846526
15-092_R1_001_val_1_val_1	0.630220420749583	3.0564669880383155
15-092_R2_001_val_2_val_2	0.27992902947108916	2.3821731204494028
15-152_R1_001_val_1_val_1	0.742353545182741	6.329243261968575
15-152_R2_001_val_2_val_2	0.4454417436183906	3.0922848837181824
15-154_R1_001_val_1_val_1	0.6077163943475141	4.681987368711418
15-154_R2_001_val_2_val_2	0.42784565900860894	3.1355527860593977
15-161_R1_001_val_1_val_1	0.6494894081669175	4.721663033751801
15-161_R2_001_val_2_val_2	0.40781532995148895	3.0562268288860155
25-046_R1_001_val_1_val_1	0.6222415282639578	3.7342969100854697
25-046_R2_001_val_2_val_2	0.40564151384310443	2.7458824421569403
25-047_R1_001_val_1_val_1	0.568933101563342	4.231008471135428
25-047_R2_001_val_2_val_2	1.5495269972040435	3.289213220172645
25-048_R1_001_val_1_val_1	0.4390027320960093	1.5009816679032344
25-048_R2_001_val_2_val_2	0.27653703724106043	0.8997469404927891
25-049_R1_001_val_1_val_1	0.8445396691506244	9.869969142658983
25-049_R2_001_val_2_val_2	0.4704712138717611	5.458023680415859
25-050_R1_001_val_1_val_1	0.5373594928301337	2.858951145952915
25-050_R2_001_val_2_val_2	0.3395667280701096	2.1736737173140566
25-051_R1_001_val_1_val_1	0.20341899841797934	0.354231907776616
25-051_R2_001_val_2_val_2	0.20444828591164196	0.22369654356149174
25-052_R1_001_val_1_val_1	0.45038471496822174	3.044792024676983
25-052_R2_001_val_2_val_2	0.28171191848917093	2.00356869169312
25-053_R1_001_val_1_val_1	0.4965709457561893	3.5475184993203683
25-053_R2_001_val_2_val_2	0.35874479042127577	2.309917577523827
25-054_R1_001_val_1_val_1	0.32230520826855147	1.1159096668671489
25-054_R2_001_val_2_val_2	0.2109010158942509	0.6180933259785039
25-055_R1_001_val_1_val_1	0.46423733406443446	2.2143605227797436
25-055_R2_001_val_2_val_2	0.27079556325839993	1.068468354806671
25-056_R1_001_val_1_val_1	0.47015742742179234	6.172703633221548
25-056_R2_001_val_2_val_2	0.4417185315942398	2.910408590988263
25-058_R1_001_val_1_val_1	0.7709763735019145	7.411259622349339
25-058_R2_001_val_2_val_2	0.498191500957067	5.580011081744833
25-059_R1_001_val_1_val_1	0.4755497557536712	2.2525151931607312
25-059_R2_001_val_2_val_2	0.33930747291369945	1.9584799399893709
25-060_R1_001_val_1_val_1	0.637364871277876	2.9861485454649435
25-060_R2_001_val_2_val_2	0.3558099418478016	2.697960003480127
25-109_R1_001_val_1_val_1	0.5096228140877779	3.0077865604488814
25-109_R2_001_val_2_val_2	0.3697467514206381	2.285209530621951
25-110_R1_001_val_1_val_1	0.9269803844678017	6.820659664892307
25-110_R2_001_val_2_val_2	0.6876961829944854	5.3084638425799
25-112_R1_001_val_1_val_1	0.5116943996033119	2.2047679162298355
25-112_R2_001_val_2_val_2	0.31593905865789085	1.7879828098901558
25-113_R1_001_val_1_val_1	0.5362742105443916	3.68457981347012
25-113_R2_001_val_2_val_2	0.36341775227545337	2.3608897739166936
25-114_R1_001_val_1_val_1	0.4064586908901782	4.483461132045231
25-114_R2_001_val_2_val_2	0.34585032338160776	2.1228203161023287
25-115_R1_001_val_1_val_1	0.4547536422454266	2.3583519885125286
25-115_R2_001_val_2_val_2	0.3077640551750131	1.291139978332252
25-116_R1_001_val_1_val_1	0.6342473384925581	3.845402719757067
25-116_R2_001_val_2_val_2	0.37233499107164547	2.6953623117319037
25-117_R1_001_val_1_val_1	0.4902381827730605	1.7443348125285763
25-117_R2_001_val_2_val_2	0.2449919604232836	0.7792942647699893
25-119_R1_001_val_1_val_1	1.134662123251909	11.058244614630336
25-119_R2_001_val_2_val_2	0.774314231153128	9.185407243773176
25-120_R1_001_val_1_val_1	0.5463862923127469	3.8097624980432703
25-120_R2_001_val_2_val_2	0.2306237777840236	1.603511379469483
25-167_R1_001_val_1_val_1	1.0840758399648107	7.51347924106852
25-167_R2_001_val_2_val_2	0.43670663603847004	3.96962091374366
25-168_R1_001_val_1_val_1	0.5614089595306058	3.173884817134615
25-168_R2_001_val_2_val_2	0.36384173090470545	2.388253255629922
25-169_R1_001_val_1_val_1	0.424815857041175	2.9201996352117967
25-169_R2_001_val_2_val_2	0.33954603671207645	2.3234311473868767
25-170_R1_001_val_1_val_1	0.5557911708725553	2.470860142882077
25-170_R2_001_val_2_val_2	0.32838226615322347	1.9609894706510897
25-171_R1_001_val_1_val_1	0.8683475432377672	6.6950576505744905
25-171_R2_001_val_2_val_2	0.5128702789902337	4.829388339159541
25-172_R1_001_val_1_val_1	0.43587045867624075	1.6484126764683118
25-172_R2_001_val_2_val_2	0.2800324732726845	0.911951177716344
25-174_R1_001_val_1_val_1	0.6464380110548391	3.5953432441084128
25-174_R2_001_val_2_val_2	0.4741173029711856	2.817667417031631
25-175_R1_001_val_1_val_1	0.5578872490564167	3.8678051433755427
25-175_R2_001_val_2_val_2	0.2903683301771317	2.907016144065886
25-177_R1_001_val_1_val_1	0.6817957845831693	7.24898119768088
25-177_R2_001_val_2_val_2	0.4863876769256418	4.193362243229726
25-179_R1_001_val_1_val_1	0.5260939110203514	2.275160427638442
25-179_R2_001_val_2_val_2	0.2827016330427196	1.9826516870981405
25-180_R1_001_val_1_val_1	0.8851983527875659	8.525776975194956
25-180_R2_001_val_2_val_2	0.6486809471626566	6.613786672016722
25-185_R1_001_val_1_val_1	0.5231030246511157	2.447827863283713
25-185_R2_001_val_2_val_2	0.313414146226629	1.7845399661302581
25-186_R1_001_val_1_val_1	0.4440797819690232	1.68634537972037
25-186_R2_001_val_2_val_2	0.26748843653470517	1.1230700526642698
25-193_R1_001_val_1_val_1	1.3054497241750511	12.543295699408668
25-193_R2_001_val_2_val_2	0.7004083029769745	9.085514306830994
25-194_R1_001_val_1_val_1	0.7856695977746716	8.407730316867902
25-194_R2_001_val_2_val_2	0.4535421716352522	4.278264948596937
25-195_R1_001_val_1_val_1	0.44557483504767637	2.363657575162714
25-195_R2_001_val_2_val_2	0.24813264769450502	1.6259384115673017
25-202_R1_001_val_1_val_1	1.014535052166097	11.888417087177979
