Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
15-033_R1_001_val_1 - Adapter 1	0.26951237438371056	0.345972365696732	0.4408038518291165	0.5651936541093225	0.9586950953461875	0.8679638576564005	1.6721427309662604	3.034200113058225	17.28094968908988	141.90045248868776	204.59276018099547	140.88235294117646	152.2398190045249	270.99547511312215	210.27149321266967	484.4796380090497	154.47963800904975	168.12217194570135	226.9683257918552	188.710407239819	273.1221719457013	254.34389140271492	421.1990950226244	159.00452488687782	220.95022624434387	407.262443438914	402.0135746606335	324.5701357466063	261.2443438914027	262.82805429864254	173.61990950226243	2062.9638009049772	169.86425339366514	1959.389140271493	1084.1176470588234	434.6606334841629	748.4162895927601	289.5022624434389	158.73303167420812	523.891402714932	694.6380090497737	150.7918552036199	126.35746606334841	164.0497737556561	142.46606334841627	205.6787330316742	174.3891402714932	133.89140271493213	164.7285067873303	339.2307692307692	146.74208144796378	222.7601809954751	271.3574660633484	196.22171945701356	294.20814479638005	151.5837104072398	171.44796380090497	275.54298642533934	240.52036199095022	215.24886877828052	184.07239819004525	245.95022624434387	196.78733031674207	222.12669683257917	211.56108597285066	204.90950226244343	198.23529411764704	248.5972850678733	244.54751131221718	216.131221719457	306.4705882352941	293.0542986425339	271.9909502262443	173.5972850678733	165.0	223.1447963800905	226.60633484162895	279.6606334841629	184.7737556561086	269.5701357466063	432.5339366515837	193.710407239819	300.7013574660633	248.5972850678733	153.98190045248867	309.02714932126696	231.49321266968323	269.0045248868778	175.0	215.09049773755655	304.81900452488685	211.06334841628959	298.48416289592757	293.7556561085973	516.2669683257918	285.45248868778276	181.33484162895925	234.4570135746606	190.02262443438912	175.0678733031674	175.85972850678732	167.9864253393665	207.9185520361991	252.7601809954751	229.52488687782804	261.9004524886878	363.0542986425339	420.27149321266967	224.09502262443436	230.09049773755655	243.91402714932124	194.4343891402715	294.2307692307692	599.5248868778281	266.74208144796376	405.0904977375565	213.5972850678733	1753.9819004524886	263.1447963800905	480.0678733031674	718.7556561085972	199.86425339366514	211.38009049773754	199.29864253393663	246.47058823529412	165.52036199095022	164.47963800904975	193.75565610859726	192.03619909502262	277.1493212669683	741.8778280542986	867.4208144796379	205.04524886877826	658.2352941176471	364.59276018099547	258.00904977375563	245.09049773755655	177.33031674208144	173.28054298642533	209.7285067873303	227.7601809954751	238.12217194570135	1265.0	205.7918552036199	1223.4389140271492	251.38009049773754	96.76470588235294	511.8099547511312	59.99999999999999	80.92760180995475
15-033_R2_001_val_2 - Adapter 1	0.8032166968249208	0.9080287574727741	1.4903080480683721	1.656028171082245	2.6588293484309173	2.7713546312898014	2.166048401342519	5.028264556246467	16.122102882984738	870.4298642533936	201.6289592760181	221.60633484162895	310.6334841628959	269.63800904977376	352.78280542986425	906.5837104072398	359.841628959276	265.8597285067873	293.1221719457013	280.158371040724	179.07239819004525	248.75565610859726	216.33484162895925	203.4841628959276	219.86425339366514	499.3891402714932	308.4389140271493	294.9547511312217	337.78280542986425	365.33936651583707	170.31674208144796	183.00904977375563	227.39819004524887	234.47963800904975	259.25339366515834	199.66063348416287	190.4524886877828	152.73755656108597	386.69683257918547	208.552036199095	508.1900452488687	261.5158371040724	205.0	208.39366515837102	273.710407239819	213.4389140271493	297.82805429864254	178.710407239819	197.80542986425337	168.39366515837102	260.7013574660633	185.3846153846154	219.90950226244343	210.9049773755656	183.73303167420812	231.71945701357464	232.14932126696831	165.04524886877826	159.5022624434389	162.55656108597285	226.49321266968323	206.78733031674207	300.42986425339365	240.38461538461536	225.6334841628959	218.4841628959276	233.75565610859726	232.0361990950226	177.8733031674208	210.6334841628959	281.289592760181	190.95022624434387	188.19004524886876	267.420814479638	314.11764705882354	225.49773755656108	208.71040723981898	215.18099547511312	340.38461538461536	151.67420814479638	179.57013574660633	219.23076923076923	140.49773755656108	248.19004524886876	283.50678733031674	310.40723981900453	528.8009049773756	224.88687782805428	308.2579185520362	161.08597285067873	838.4615384615385	401.8099547511312	473.3484162895927	227.3076923076923	186.131221719457	601.0633484162895	767.1040723981899	494.27601809954746	626.9230769230769	489.0723981900452	160.3846153846154	389.9547511312217	228.37104072398188	327.5339366515837	157.71493212669682	483.8009049773755	190.0	209.63800904977373	241.26696832579185	225.27149321266967	152.51131221719456	241.53846153846152	152.01357466063348	171.99095022624434	190.95022624434387	158.8235294117647	162.71493212669682	222.42081447963798	145.5656108597285	327.05882352941177	194.7285067873303	187.5339366515837	211.2443438914027	295.0904977375565	139.88687782805428	310.42986425339365	398.393665158371	186.08597285067873	187.17194570135746	558.3484162895927	155.3393665158371	165.27149321266967	168.710407239819	177.2398190045249	337.6923076923077	156.56108597285066	188.2126696832579	340.6787330316742	190.70135746606334	195.0	255.2941176470588	203.75565610859726	119.54751131221718	180.6334841628959	175.0	166.31221719457014	109.93212669683257	149.79638009049773	257.1493212669683	330.88235294117646
15-091_R1_001_val_1 - Adapter 1	0.29499284623532823	0.3565208973054367	0.49560409002853856	0.6417011557877184	0.996729973997944	0.9356975402820674	2.1854649648345923	4.301875558201846	17.55952380952381	158.52380952380952	214.5	145.88095238095238	157.52380952380952	270.35714285714283	215.64285714285714	368.23809523809524	156.76190476190476	189.35714285714286	209.02380952380952	210.88095238095238	265.85714285714283	261.26190476190476	406.6904761904762	176.3095238095238	327.9761904761905	348.5	528.0714285714286	428.76190476190476	274.1666666666667	324.54761904761904	184.61904761904762	2442.9523809523807	188.0952380952381	1830.952380952381	1034.8809523809523	425.26190476190476	560.5	276.76190476190476	206.14285714285714	544.2857142857143	424.7857142857143	156.26190476190476	145.16666666666666	196.83333333333334	164.54761904761904	193.1904761904762	196.28571428571428	143.97619047619048	178.95238095238096	302.5238095238095	144.88095238095238	200.92857142857142	242.61904761904762	193.07142857142858	279.1190476190476	172.57142857142858	230.26190476190476	353.54761904761904	273.04761904761904	266.4047619047619	205.5	266.1666666666667	269.3333333333333	297.3809523809524	233.0	264.85714285714283	235.0952380952381	277.8333333333333	329.8809523809524	221.07142857142858	263.73809523809524	397.76190476190476	384.3095238095238	224.5952380952381	209.4047619047619	265.54761904761904	221.33333333333334	254.28571428571428	222.42857142857142	259.3809523809524	503.76190476190476	230.26190476190476	334.54761904761904	265.1666666666667	197.5	355.57142857142856	256.23809523809524	320.95238095238096	183.61904761904762	248.21428571428572	268.8333333333333	270.9761904761905	346.76190476190476	289.0952380952381	518.547619047619	285.2142857142857	197.26190476190476	277.04761904761904	188.8095238095238	174.11904761904762	224.64285714285714	176.28571428571428	319.0238095238095	263.95238095238096	232.0952380952381	312.5952380952381	349.64285714285717	446.73809523809524	198.0952380952381	217.07142857142858	211.28571428571428	187.54761904761904	444.9047619047619	475.3809523809524	200.42857142857142	382.7857142857143	241.11904761904762	701.6190476190476	360.6190476190476	274.8333333333333	477.0	146.28571428571428	203.07142857142858	236.16666666666666	346.3333333333333	184.47619047619048	223.04761904761904	270.45238095238096	363.42857142857144	322.1190476190476	1373.595238095238	720.5238095238095	271.7142857142857	576.7142857142857	297.7857142857143	210.3095238095238	195.54761904761904	176.95238095238096	171.5	196.92857142857142	258.73809523809524	475.7857142857143	4687.690476190476	312.6904761904762	4525.380952380952	563.3095238095239	122.95238095238095	1956.8333333333333	93.52380952380952	306.54761904761904
15-091_R2_001_val_2 - Adapter 1	0.7763044565203419	0.8404899597185159	1.4661769385197652	1.549091615277004	2.7250294209309573	2.739087560004465	1.8911174785100284	4.014587674903245	12.922619047619047	1347.7142857142858	407.9761904761905	455.1190476190476	325.9047619047619	628.5952380952381	809.1190476190476	1332.8809523809523	815.3571428571429	291.8809523809524	278.9047619047619	249.78571428571428	171.64285714285714	241.88095238095238	210.47619047619048	197.54761904761904	238.61904761904762	628.8809523809524	298.5238095238095	461.35714285714283	514.7619047619048	429.6190476190476	180.61904761904762	197.71428571428572	245.5	248.02380952380952	252.9047619047619	202.76190476190476	289.4047619047619	161.95238095238096	261.9761904761905	224.35714285714286	448.1190476190476	287.5238095238095	223.73809523809524	260.6904761904762	316.6904761904762	249.83333333333334	353.3333333333333	203.71428571428572	204.61904761904762	178.64285714285714	277.7142857142857	205.5	258.1666666666667	230.04761904761904	206.78571428571428	243.0952380952381	275.92857142857144	200.5	164.0952380952381	187.45238095238096	253.5	219.38095238095238	355.92857142857144	270.45238095238096	264.2142857142857	235.02380952380952	246.38095238095238	242.54761904761904	189.33333333333334	211.35714285714286	312.5	196.23809523809524	189.64285714285714	288.4047619047619	346.45238095238096	243.04761904761904	223.5	293.0	379.26190476190476	161.8095238095238	196.88095238095238	217.92857142857142	159.35714285714286	266.3809523809524	310.9047619047619	352.1666666666667	575.7857142857143	250.45238095238096	362.2142857142857	163.64285714285714	876.0714285714286	392.54761904761904	473.3095238095238	236.28571428571428	190.83333333333334	728.3333333333334	850.0	522.6428571428571	744.3333333333334	497.6666666666667	162.61904761904762	351.14285714285717	242.57142857142858	364.4047619047619	160.8095238095238	548.952380952381	195.26190476190476	208.47619047619048	249.14285714285714	223.71428571428572	141.78571428571428	242.88095238095238	146.71428571428572	154.07142857142858	174.11904761904762	144.33333333333334	153.61904761904762	177.5952380952381	136.0	277.26190476190476	156.45238095238096	178.97619047619048	186.07142857142858	292.04761904761904	130.83333333333334	354.5	413.8333333333333	173.02380952380952	197.3095238095238	762.0952380952381	147.33333333333334	149.83333333333334	175.0952380952381	153.28571428571428	390.6190476190476	143.16666666666666	197.3095238095238	479.0952380952381	155.92857142857142	160.5	220.33333333333334	182.35714285714286	106.02380952380952	143.52380952380952	142.88095238095238	132.1904761904762	96.30952380952381	158.45238095238096	231.71428571428572	330.7857142857143
15-092_R1_001_val_1 - Adapter 1	0.2884120544629083	0.2995574922290173	0.42690972095415874	0.592279832591277	0.7837232646127713	0.9745653063098407	3.0254766436275	11.04314144517163	47.61217948717949	275.44871794871796	323.54700854700855	201.23931623931625	191.4102564102564	335.2564102564103	279.7435897435898	444.12393162393164	195.4059829059829	234.4871794871795	233.91025641025644	229.63675213675216	276.6880341880342	233.5683760683761	360.0	202.13675213675214	326.51709401709405	291.85897435897436	382.69230769230774	337.77777777777777	244.95726495726498	301.6880341880342	197.5854700854701	1696.7307692307693	189.85042735042737	1102.3076923076924	716.5170940170941	378.974358974359	539.017094017094	242.3717948717949	276.34615384615387	501.21794871794873	607.8846153846155	197.52136752136752	178.80341880341882	245.85470085470087	206.60256410256412	256.0897435897436	241.04700854700857	168.5897435897436	231.75213675213678	368.20512820512823	164.65811965811966	195.14957264957266	256.83760683760687	221.21794871794873	258.5897435897436	176.51709401709402	254.55128205128207	413.44017094017096	314.35897435897436	280.4700854700855	239.12393162393164	320.44871794871796	296.19658119658123	318.6752136752137	298.6538461538462	296.60256410256414	250.00000000000003	278.3119658119658	335.51282051282055	251.5811965811966	302.9059829059829	471.0470085470086	422.22222222222223	231.13247863247864	218.01282051282053	309.1880341880342	292.6495726495727	284.2307692307692	219.25213675213678	263.6538461538462	388.3760683760684	237.56410256410257	331.13247863247864	312.2649572649573	207.62820512820514	363.86752136752136	274.03846153846155	321.4957264957265	210.64102564102566	261.8162393162393	319.2521367521368	219.7008547008547	312.1581196581197	272.008547008547	458.2478632478633	287.60683760683764	205.51282051282053	227.24358974358975	193.2905982905983	181.32478632478634	198.5897435897436	178.61111111111111	295.21367521367523	300.4700854700855	247.67094017094018	293.7820512820513	395.0641025641026	403.7820512820513	201.6880341880342	217.09401709401712	220.29914529914532	192.97008547008548	388.01282051282055	473.7820512820513	207.05128205128207	384.52991452991455	222.17948717948718	827.7136752136753	260.0641025641026	247.991452991453	355.3846153846154	166.75213675213675	187.56410256410257	214.14529914529916	287.71367521367523	170.0	186.30341880341882	206.70940170940173	217.17948717948718	275.04273504273505	617.8846153846155	384.9786324786325	213.5897435897436	648.3119658119658	327.45726495726495	245.10683760683762	191.55982905982907	160.1923076923077	155.10683760683762	179.35897435897436	204.52991452991455	279.10256410256414	1649.7222222222224	197.79914529914532	1414.9358974358975	294.55128205128204	99.01709401709402	476.94444444444446	109.12393162393163	99.82905982905983
15-092_R2_001_val_2 - Adapter 1	0.7616874611182877	0.7378292428939462	1.1253238561603884	1.3319187831877568	2.0814838465985095	2.526357087406195	1.9045711042104911	4.314144517163083	12.847222222222223	788.6111111111112	179.10256410256412	343.61111111111114	286.45299145299145	419.6581196581197	545.9188034188035	983.2905982905984	573.5256410256411	282.5854700854701	295.6837606837607	270.0641025641026	191.9017094017094	264.465811965812	229.4871794871795	244.67948717948718	281.8803418803419	469.42307692307696	326.45299145299145	332.8846153846154	350.9615384615385	327.2435897435898	201.73076923076925	215.8974358974359	251.81623931623932	245.04273504273505	246.79487179487182	226.7948717948718	192.92735042735043	180.7051282051282	375.02136752136755	225.70512820512823	672.4358974358975	274.9786324786325	276.6666666666667	256.92307692307696	348.52564102564105	284.7649572649573	340.0854700854701	242.97008547008548	227.60683760683762	201.7948717948718	281.9871794871795	275.8119658119658	341.6452991452992	245.83333333333334	275.7692307692308	287.35042735042737	297.52136752136755	209.95726495726498	224.2735042735043	210.491452991453	263.9102564102564	224.67948717948718	334.7435897435898	280.2564102564103	298.0982905982906	237.09401709401712	265.51282051282055	239.05982905982907	194.8717948717949	230.91880341880344	305.51282051282055	227.5	195.94017094017096	255.44871794871796	305.1495726495727	234.7008547008547	214.10256410256412	293.63247863247864	345.0	170.8760683760684	215.10683760683762	240.29914529914532	201.34615384615387	270.0854700854701	271.7521367521368	292.92735042735046	520.5128205128206	237.84188034188037	308.86752136752136	189.4871794871795	666.9444444444445	354.7435897435898	371.60256410256414	295.02136752136755	254.4017094017094	629.2094017094017	679.8290598290598	443.63247863247864	545.8119658119658	424.10256410256414	180.12820512820514	322.54273504273505	236.02564102564105	302.11538461538464	166.23931623931625	412.22222222222223	184.52991452991455	221.45299145299145	238.05555555555557	236.32478632478634	175.59829059829062	249.42307692307693	171.73076923076925	173.31196581196582	193.76068376068378	167.05128205128207	186.45299145299145	201.5811965811966	140.74786324786325	297.22222222222223	174.97863247863248	173.41880341880344	204.1880341880342	298.03418803418805	135.2777777777778	282.8205128205128	370.12820512820514	198.01282051282053	178.56837606837607	445.4059829059829	139.85042735042737	152.47863247863248	151.73076923076923	158.76068376068378	277.77777777777777	146.30341880341882	161.43162393162393	230.12820512820514	157.41452991452994	156.8803418803419	190.21367521367523	184.16666666666669	119.87179487179488	151.47435897435898	160.4059829059829	139.42307692307693	115.29914529914531	175.3846153846154	344.1452991452992	728.0982905982906
15-152_R1_001_val_1 - Adapter 1	0.27205766142016957	0.338109641055832	0.424515833331687	0.5665108325272946	0.9234358108748838	0.7904918447338475	1.6679310170434432	2.6380740441027717	12.475728155339807	136.957928802589	214.95145631067962	146.957928802589	144.40129449838187	262.4271844660194	218.12297734627833	531.5210355987056	135.40453074433657	158.7378640776699	234.36893203883497	187.60517799352752	308.6084142394822	306.0517799352751	435.5339805825243	163.46278317152104	231.8770226537217	386.99029126213594	405.40453074433657	338.5760517799353	259.126213592233	271.0355987055016	179.0938511326861	2464.2718446601943	170.5177993527508	2283.074433656958	1248.705501618123	475.1456310679612	573.7216828478964	263.88349514563106	169.6116504854369	575.5016181229773	425.46925566343043	141.97411003236246	149.38511326860842	174.95145631067962	146.92556634304208	170.29126213592232	172.23300970873788	139.93527508090617	161.81229773462783	301.5210355987055	137.0873786407767	196.60194174757282	229.02912621359224	179.80582524271844	269.80582524271847	148.67313915857605	202.03883495145632	283.46278317152104	246.14886731391587	241.55339805825244	188.12297734627833	254.6601941747573	209.28802588996766	231.1326860841424	212.0064724919094	208.18770226537217	222.8802588996764	263.2686084142395	268.4466019417476	206.957928802589	285.0809061488673	278.51132686084145	297.37864077669906	177.02265372168284	177.79935275080908	227.89644012944984	223.5275080906149	272.3624595469256	232.8802588996764	269.0614886731392	421.1326860841424	217.50809061488675	291.3592233009709	255.663430420712	178.3495145631068	325.88996763754045	232.20064724919095	295.50161812297733	171.5210355987055	225.27508090614887	239.44983818770228	256.8608414239482	349.3203883495146	254.46601941747574	422.1359223300971	230.38834951456312	186.6990291262136	246.89320388349515	186.084142394822	163.55987055016183	196.11650485436894	165.3074433656958	211.1326860841424	253.94822006472492	207.831715210356	268.6731391585761	312.2330097087379	377.02265372168284	200.03236245954693	218.2200647249191	219.57928802588998	172.1359223300971	351.2621359223301	567.411003236246	227.02265372168287	402.1359223300971	188.54368932038835	665.8252427184466	301.7799352750809	354.8220064724919	430.8414239482201	158.3495145631068	215.50161812297736	246.5695792880259	255.663430420712	182.7831715210356	214.20711974110034	228.9644012944984	317.37864077669906	280.42071197411	1651.9741100323624	902.7508090614887	218.89967637540454	617.7993527508091	300.0	243.7864077669903	180.2265372168285	165.27508090614887	157.8640776699029	185.88996763754045	238.3171521035599	382.10355987055016	3155.210355987055	220.29126213592235	3026.7961165048546	364.4012944983819	90.38834951456312	1092.7831715210357	58.05825242718447	170.32362459546925
15-152_R2_001_val_2 - Adapter 1	0.7687915243421793	0.8303139798371723	1.3772420428346495	1.4388264077227986	2.3691214494787616	2.597673536477431	2.0755575785161584	5.023265223548452	14.676375404530745	1180.7443365695794	268.12297734627833	297.37864077669906	326.11650485436894	442.168284789644	608.7702265372169	1073.5922330097087	545.5987055016182	291.9093851132686	289.15857605177996	280.06472491909386	190.6148867313916	255.1779935275081	202.29773462783172	221.19741100323625	220.0	642.6860841423949	300.58252427184465	407.41100323624596	470.7119741100324	381.4886731391586	168.83495145631068	176.99029126213594	224.3042071197411	237.15210355987057	241.94174757281556	199.57928802588998	309.8381877022654	152.84789644012946	235.98705501618124	200.42071197411005	344.30420711974114	247.4433656957929	203.33333333333334	241.6181229773463	295.6957928802589	253.20388349514565	304.56310679611653	189.44983818770228	198.7378640776699	167.4433656957929	267.5080906148867	202.5242718446602	241.97411003236246	226.01941747572818	197.47572815533982	228.0906148867314	243.49514563106797	188.9967637540453	163.3009708737864	164.88673139158576	225.92233009708738	204.40129449838187	299.7734627831715	277.7346278317152	237.63754045307445	221.97411003236246	269.80582524271847	241.29449838187702	187.5728155339806	195.59870550161813	291.3915857605178	198.2200647249191	187.831715210356	273.85113268608416	333.495145631068	233.04207119741102	218.41423948220066	235.40453074433657	322.621359223301	156.50485436893206	199.90291262135923	232.16828478964402	152.84789644012946	254.1747572815534	325.59870550161816	330.55016181229774	515.663430420712	234.46601941747574	377.11974110032367	170.1294498381877	905.242718446602	402.8478964401295	478.6731391585761	224.49838187702267	197.66990291262138	709.2556634304208	883.7540453074434	582.1359223300971	778.1553398058253	488.4142394822007	171.0032362459547	380.7119741100324	261.747572815534	408.15533980582524	157.47572815533982	536.7313915857605	185.33980582524273	199.77346278317154	229.70873786407768	222.0064724919094	135.7928802588997	253.55987055016183	145.27508090614887	175.24271844660194	185.21035598705504	147.3462783171521	163.3009708737864	197.24919093851133	136.05177993527508	270.9061488673139	168.25242718446603	178.54368932038835	196.01941747572818	309.38511326860845	135.37216828478964	359.2233009708738	420.7119741100324	169.0938511326861	174.14239482200648	516.5695792880259	143.7864077669903	153.72168284789646	161.90938511326863	172.8802588996764	330.06472491909386	143.85113268608416	187.54045307443366	355.1779935275081	163.0097087378641	156.66666666666669	236.957928802589	176.957928802589	108.93203883495146	156.14886731391587	153.33333333333334	142.33009708737865	90.80906148867314	142.33009708737865	180.93851132686086	260.80906148867314
15-154_R1_001_val_1 - Adapter 1	0.28607113688561336	0.3451185802013062	0.49068202208042927	0.6211056734028313	0.9271470418806457	0.8962772911491699	2.0528827297685974	3.999215583736436	16.626569037656903	154.76987447698747	232.25941422594144	160.31380753138077	162.15481171548117	308.6192468619247	230.87866108786613	496.71548117154816	164.81171548117155	189.3723849372385	230.7112970711297	198.5355648535565	290.1882845188285	283.1799163179916	470.29288702928875	172.86610878661088	294.93723849372384	377.71966527196656	501.75732217573227	384.72803347280336	294.7907949790795	325.6694560669456	180.33472803347283	2550.2719665271966	179.7071129707113	1866.3389121338914	1039.5188284518829	413.82845188284523	506.42259414225947	255.52301255230128	222.2803347280335	520.5857740585774	406.77824267782427	158.89121338912136	146.54811715481173	177.30125523012552	158.64016736401675	185.81589958158997	184.26778242677824	144.0376569037657	171.67364016736403	318.38912133891216	143.9958158995816	175.0	231.50627615062763	190.2510460251046	293.7866108786611	174.18410041841005	210.2092050209205	321.234309623431	280.92050209205024	251.54811715481173	199.85355648535565	346.88284518828453	251.79916317991632	319.53974895397494	288.22175732217573	293.64016736401675	260.64853556485355	269.16317991631803	305.43933054393307	252.25941422594144	273.76569037656907	378.5355648535565	371.96652719665275	200.77405857740587	195.0	276.0878661087866	262.7405857740586	315.35564853556485	228.2845188284519	321.1924686192469	569.4769874476988	253.34728033472805	357.67782426778246	289.68619246861925	190.2510460251046	395.54393305439334	279.35146443514645	365.54393305439334	206.4225941422594	278.59832635983264	319.68619246861925	299.8535564853557	408.49372384937243	320.10460251046027	558.5564853556485	307.4058577405858	189.24686192468621	319.20502092050214	203.47280334728035	181.84100418410043	230.5857740585774	196.255230125523	282.907949790795	355.3347280334728	274.3723849372385	320.31380753138075	420.418410041841	431.4016736401674	221.71548117154813	257.97071129707115	283.7029288702929	215.31380753138077	463.26359832635984	654.3933054393306	264.0376569037657	512.6569037656905	229.89539748953976	752.7405857740587	334.0376569037657	294.4560669456067	519.6861924686193	162.88702928870293	233.47280334728035	238.26359832635984	326.00418410041846	220.10460251046027	241.00418410041843	268.3682008368201	402.8451882845188	380.35564853556485	2283.26359832636	892.1548117154812	269.83263598326363	817.5523012552302	347.4476987447699	266.06694560669456	209.2050209205021	183.326359832636	170.8786610878661	215.5857740585774	250.418410041841	466.7782426778243	4610.920502092051	295.3347280334728	4313.891213389122	532.4058577405858	122.19665271966528	1509.2887029288704	83.11715481171548	248.26359832635984
15-154_R2_001_val_2 - Adapter 1	0.8096651063823812	0.8740566765829813	1.4956003455836269	1.7206763367425262	2.4992543929532984	3.288338344881684	1.973460583082756	6.283174271146556	13.498953974895398	1370.8786610878662	311.40167364016736	338.4518828451883	355.1673640167364	524.9163179916318	753.3891213389122	1303.5564853556486	658.9748953974896	306.1506276150628	292.67782426778246	281.21338912133893	179.47698744769875	289.6234309623431	220.10460251046027	243.8284518828452	232.55230125523013	657.7615062761506	290.5230125523013	447.6150627615063	577.907949790795	393.82845188284523	181.69456066945608	189.0376569037657	246.79916317991632	245.31380753138077	252.907949790795	211.82008368200837	329.6234309623431	155.0	278.01255230125525	206.96652719665272	415.5648535564854	284.49790794979083	235.0836820083682	284.1841004184101	358.9539748953975	287.71966527196656	339.26778242677824	215.23012552301256	224.2050209205021	177.36401673640168	258.30543933054395	202.51046025104603	266.29707112970715	214.74895397489541	223.744769874477	254.39330543933056	264.1213389121339	195.0836820083682	163.55648535564853	185.89958158995816	254.41422594142261	207.21757322175733	336.10878661087867	286.3807531380753	251.54811715481173	221.12970711297072	295.58577405857744	288.7866108786611	195.66945606694563	213.9958158995816	316.9456066945607	217.13389121338915	188.5355648535565	288.4518828451883	324.4560669456067	229.72803347280336	213.91213389121341	290.7949790794979	365.5648535564854	152.48953974895397	191.82008368200837	229.62343096234312	153.64016736401675	267.9916317991632	336.5690376569038	337.7405857740586	591.9246861924687	246.4016736401674	388.5774058577406	165.0836820083682	841.3807531380754	393.09623430962347	467.0292887029289	251.75732217573224	218.72384937238496	793.2217573221758	990.1882845188285	621.4435146443515	828.7656903765691	515.020920502092	166.82008368200837	374.7071129707113	261.77824267782427	388.55648535564853	158.20083682008368	514.1422594142259	184.2887029288703	206.77824267782427	244.45606694560672	263.38912133891216	140.73221757322176	269.30962343096235	154.4979079497908	172.4476987447699	183.9539748953975	152.38493723849373	172.38493723849373	205.5439330543933	140.5020920502092	303.30543933054395	195.0836820083682	173.47280334728035	207.1129707112971	360.29288702928875	138.76569037656904	354.9372384937239	466.0669456066946	218.34728033472805	188.09623430962344	646.0251046025105	144.3723849372385	157.071129707113	167.65690376569037	160.52301255230125	361.9037656903766	158.93305439330544	186.04602510460253	383.7866108786611	176.31799163179917	177.36401673640168	236.00418410041843	204.7071129707113	125.5439330543933	180.02092050209205	178.6610878661088	153.68200836820085	116.56903765690377	168.5355648535565	250.89958158995816	381.33891213389126
