metabolite,estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,p.adj
1,5-anhydroglucitol,-1.91727698406965,7.59293441717833,9.51021140124797,-7.38200699915436,5.83044316918257e-08,27.2008322244398,-2.45000051153516,-1.38455345660413,Welch Two Sample t-test,two.sided,5.08081476171624e-07
1-monopalmitin,-0.301781209208652,6.95099953568564,7.25278074489429,-2.29923181675588,0.0262975952560385,43.9968383895558,-0.566304905171892,-0.0372575132454121,Welch Two Sample t-test,two.sided,0.0291664238294245
2,3-dihydroxypyridine,-0.248812160824531,6.96227407358817,7.2110862344127,-2.64388056658789,0.0113536699702853,43.5032879725355,-0.438536964963038,-0.0590873566860232,Welch Two Sample t-test,two.sided,0.0144286222539042
2,5-dihydroxypyrazine ,-0.608932192450182,6.72217221654227,7.33110440899245,-4.7015153723523,2.75220127801618e-05,42.3088798891886,-0.870254145265276,-0.347610239635089,Welch Two Sample t-test,two.sided,9.32690433105483e-05
2-hydroxyglutaric acid,-2.09074901599335,8.63443113806508,10.7251801540584,-11.8618651967836,1.56396394998151e-14,39.129827069215,-2.44722672141949,-1.7342713105672,Welch Two Sample t-test,two.sided,4.77009004744359e-13
2-ketoisocaproic acid,-0.660643220867306,6.30868944215471,6.96933266302202,-3.49149935581204,0.00119102538528715,39.7891664747792,-1.04312365180257,-0.278162789932038,Welch Two Sample t-test,two.sided,0.00269083512972282
2-picolinic acid,-0.656512321395454,10.9439107816756,11.600423103071,-3.47448879790536,0.00116249810800049,43.9788663377485,-1.0373256381261,-0.27569900466481,Welch Two Sample t-test,two.sided,0.00269083512972282
3-Amino-2-piperidone ,0.620881051897856,9.79073682560428,9.16985577370642,2.16536421311333,0.0359423249879444,43.0776598926894,0.0426592956361731,1.19910280815954,Welch Two Sample t-test,two.sided,0.0375299525064974
4-hydroxymandelic acid,-0.561554944687969,7.33561466484083,7.8971696095288,-2.72840304415043,0.00911273785869202,43.9805350542884,-0.976359413041807,-0.146750476334131,Welch Two Sample t-test,two.sided,0.0126335683950048
5-hydroxynorvaline ,0.370632067973768,8.44837069630141,8.07773862832764,2.70308264336564,0.0101683237477782,38.5021433942939,0.0931769264828775,0.648087209464658,Welch Two Sample t-test,two.sided,0.0131971861407334
