metabolite,estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,p.adj
6-deoxygalactofuranose ,1.9487752331025,6.39119025935677,4.44241502625427,7.17469797035043,9.59183957431852e-09,40.8118848888754,1.40015528673345,2.49739517947155,Welch Two Sample t-test,two.sided,1.17020442806686e-07
N-methyl-UMP,-0.438922336108019,5.46509104858378,5.9040133846918,-2.32930321257824,0.0245029578295337,43.9482371245011,-0.81870083269197,-0.0591438395240693,Welch Two Sample t-test,two.sided,0.0276792671778066
UDP-N-acetylglucosamine,-0.56506343660528,5.53775186567399,6.10281530227927,-3.47010860326956,0.00117927839604372,43.8812677952215,-0.893265719304735,-0.236861153905826,Welch Two Sample t-test,two.sided,0.00269083512972282
alanine,0.721993542525336,15.6676149007609,14.9456213582356,6.47268502498247,7.32046551563032e-08,43.2479214049101,0.497079554399351,0.946907530651321,Welch Two Sample t-test,two.sided,5.58185495566812e-07
aminomalonic acid,0.924499245738485,10.2236077781679,9.29910853242943,5.53546903403946,1.65463535408073e-06,43.6437945650701,0.587827611586362,1.26117087989061,Welch Two Sample t-test,two.sided,7.76405819991728e-06
butyrolactam ,-0.228771821932146,8.28995583562866,8.51872765756081,-3.36213810414765,0.00169092523248047,40.7683266935994,-0.36621228391613,-0.091331359948161,Welch Two Sample t-test,two.sided,0.00331284978028323
cadaverine,-1.92030141857265,9.98241977226304,11.9027211908357,-5.88910965861096,8.33240386608968e-07,37.6682861330909,-2.5806001292025,-1.2600027079428,Welch Two Sample t-test,two.sided,4.23563863192892e-06
ciliatine,1.94840051123639,5.77687778045655,3.82847726922016,6.95356981492022,1.42091379606785e-08,43.4743609405097,1.38349863666295,2.51330238580984,Welch Two Sample t-test,two.sided,1.44459569266898e-07
citrulline,0.396468740046126,11.4108528361681,11.0143840961219,3.03076913706151,0.00407661506133641,43.9917343708996,0.13282791252374,0.660109567568512,Welch Two Sample t-test,two.sided,0.00654403996688214
conduritol-beta-epoxide,-1.79684912339887,6.01454414446181,7.81139326786068,-10.2113275279189,5.71132958837454e-13,42.1714466634843,-2.15192064801424,-1.4417775987835,Welch Two Sample t-test,two.sided,1.16130368296949e-11
creatinine,-1.81070307087389,6.02157201380955,7.83227508468345,-3.38748981446717,0.00187799519739742,32.1462919646159,-2.89930362662422,-0.722102515123559,Welch Two Sample t-test,two.sided,0.00331284978028323
cytidine-5-monophosphate,-0.436417358886821,4.47878589267625,4.91520325156308,-2.37017964248162,0.0222621812355608,43.673887184867,-0.80758202161894,-0.0652526961547018,Welch Two Sample t-test,two.sided,0.0256225104786643
dehydroascorbic acid,-1.52027128318988,5.50874924595273,7.02902052914261,-5.49413892951207,3.1706538886239e-06,36.4801327891329,-2.08120443115503,-0.959338135224732,Welch Two Sample t-test,two.sided,1.28939924804038e-05
diphenoxyethane,-0.368014380435797,7.01444384550737,7.38245822594317,-2.71712925388613,0.0094159806808487,43.4887046256285,-0.641071179943541,-0.0949575809280537,Welch Two Sample t-test,two.sided,0.0127638849229282
ethanolamine,0.49813613866236,11.3213758021504,10.823239663488,3.33166984198459,0.00179345020781762,42.5341775305464,0.196513957035435,0.799758320289286,Welch Two Sample t-test,two.sided,0.00331284978028323
gluconic acid lactone,-0.53787311599608,5.89391761195664,6.43179072795272,-3.84909113502208,0.000381045071875744,43.8588261215642,-0.81952677377737,-0.25621945821479,Welch Two Sample t-test,two.sided,0.000968489557684181
glucose,-1.28980730740064,7.97183434108502,9.26164164848566,-5.45547816880526,5.60999404953314e-06,31.3680511003591,-1.77176852709918,-0.807846087702111,Welch Two Sample t-test,two.sided,2.01299786483248e-05
glucose-1-phosphate,-0.257671049549555,7.47760020929392,7.73527125884348,-2.17457906603887,0.035178696635086,43.2354168551426,-0.496596086339304,-0.0187460127598054,Welch Two Sample t-test,two.sided,0.0375299525064974
glutathione,-1.10328742742425,6.677506457868,7.78079388529224,-5.95443253713482,4.47318963725894e-07,42.3916741061005,-1.47711227996117,-0.729462574887324,Welch Two Sample t-test,two.sided,2.48058698066178e-06
glycerol-alpha-phosphate,0.811113148013359,9.52637362322389,8.71526047521053,5.56677311487081,2.65666150441863e-06,35.9136535403969,0.515582682456837,1.10664361356988,Welch Two Sample t-test,two.sided,1.1575453697824e-05
glycine,0.8924483076777,14.6271921391125,13.7347438314348,8.11123356434596,2.85592245881621e-10,43.8668401476697,0.670686033494141,1.11421058186126,Welch Two Sample t-test,two.sided,4.35528174969472e-09
homoserine,-0.507679060291349,5.85203870176067,6.35971776205202,-5.28013582125914,5.36081309482004e-06,38.4214603972692,-0.702252166985979,-0.31310595359672,Welch Two Sample t-test,two.sided,2.01299786483248e-05
inosine,-1.56926016904127,5.79356323507533,7.3628234041166,-4.52711520704332,4.56840707194563e-05,43.6773303206957,-2.26800450321587,-0.870515834866678,Welch Two Sample t-test,two.sided,0.000139336415694342
inositol-4-monophosphate,-0.522669978769949,6.57092316352662,7.09359314229657,-3.03793904505338,0.0042458724582785,38.8113169733057,-0.870723101908048,-0.17461685563185,Welch Two Sample t-test,two.sided,0.00664097999884586
ketoisoleucine ,-0.868702906040424,6.39827300417747,7.2669759102179,-2.44142720531421,0.0192912568607414,38.8221851592162,-1.58851745938176,-0.148888352699084,Welch Two Sample t-test,two.sided,0.0226301282404851
lactic acid,-0.640091672200507,11.177557544466,11.8176492166665,-3.37364652372038,0.00174374580192498,37.2309377607333,-1.02444652908704,-0.255736815313972,Welch Two Sample t-test,two.sided,0.00331284978028323
lactose ,-0.663210798199929,10.0157245204474,10.6789353186473,-3.2606482967561,0.00226794146360791,40.2036929606033,-1.07422952386189,-0.252192072537969,Welch Two Sample t-test,two.sided,0.00373903862919142
levoglucosan,-0.662591390622399,6.27211152839517,6.93470291901757,-5.9635632114941,3.84930065706331e-07,43.8931011378355,-0.886527487007141,-0.438655294237658,Welch Two Sample t-test,two.sided,2.34807340080862e-06
maltose,-0.722355216204825,11.941434500809,12.6637897170138,-2.896534926656,0.00588468742441301,43.4902772169519,-1.22512607693248,-0.219584355477174,Welch Two Sample t-test,two.sided,0.00854680792593319
maltotriose,-0.586085744608688,11.3685899710367,11.9546757156454,-2.9817942736706,0.00466655616933248,43.7993112368582,-0.982267029916849,-0.189904459300527,Welch Two Sample t-test,two.sided,0.0069429250324215
melezitose,-0.449686248274309,8.54500463299136,8.99469088126567,-2.15954975801328,0.0362994622603828,43.992667342085,-0.869351202347515,-0.0300212942011033,Welch Two Sample t-test,two.sided,0.0375299525064974
methionine,1.0391447787615,11.3196914075281,10.2805466287666,2.25997999140387,0.0291868158900778,41.0974443921268,0.110621358469997,1.96766819905301,Welch Two Sample t-test,two.sided,0.0317927815945491
methionine sulfone ,-0.441617741774762,7.05348678246666,7.49510452424143,-2.53720044179732,0.015007602184975,41.6729254359724,-0.792960878691614,-0.0902746048579102,Welch Two Sample t-test,two.sided,0.0183092746656694
methionine sulfoxide,-0.478179958769706,11.4213973161341,11.8995772749038,-3.95695412165794,0.000335824839124823,36.5373809176391,-0.723140819491329,-0.233219098048083,Welch Two Sample t-test,two.sided,0.000890665877678879
n-epsilon-trimethyllysine,-0.60780728399263,6.51495986386468,7.12276714785731,-4.65266868088334,3.583940069987e-05,39.8252700127625,-0.87186912426144,-0.34374544372382,Welch Two Sample t-test,two.sided,0.000115063339089056
ononitol,-2.20505164592258,5.2465845696113,7.45163621553388,-11.4666013412994,1.00322878335878e-14,43.4282112080915,-2.59275526019212,-1.81734803165304,Welch Two Sample t-test,two.sided,4.77009004744359e-13
ornithine,0.476566788400461,12.6120913876613,12.1355245992608,2.70550922738855,0.00976986456267382,42.5530066472193,0.121224971448874,0.831908605352049,Welch Two Sample t-test,two.sided,0.0129556899635457
oxoproline,-0.344946651691554,14.3188366664546,14.6637833181462,-3.2630722613862,0.00218048629823756,42.4360115150477,-0.558217652835284,-0.131675650547824,Welch Two Sample t-test,two.sided,0.00369471289423586
panose ,-0.53947205896352,10.6993016648842,11.2387737238477,-2.82430336510608,0.0071067324397376,43.7856230274892,-0.924481997291614,-0.154462120635427,Welch Two Sample t-test,two.sided,0.0100816436935812
pentitol,-0.650702061246929,4.30455293716241,4.95525499840934,-3.05007981161884,0.00442656440825113,33.8110050202537,-1.08434907926989,-0.217055043223972,Welch Two Sample t-test,two.sided,0.00675051072258297
phenol ,-0.397360916509969,7.96276120943914,8.36012212594911,-3.30556730935527,0.00190081544770349,43.6608634202962,-0.639680603683777,-0.155041229336161,Welch Two Sample t-test,two.sided,0.00331284978028323
phosphogluconic acid,-0.535581661207739,7.08874945263614,7.62433111384388,-3.32304972927572,0.00187305736875023,41.2776990239261,-0.861008076741085,-0.210155245674393,Welch Two Sample t-test,two.sided,0.00331284978028323
pinitol,-2.14314911186067,7.51289576527868,9.65604487713935,-7.66215582220821,9.7189132700835e-08,22.7056911314602,-2.72217984303309,-1.56411838068826,Welch Two Sample t-test,two.sided,6.58726343861215e-07
proline,-0.445412607338678,15.0011835765613,15.4465961839,-3.37379684509023,0.00158879728876745,42.6043927968912,-0.711730184557254,-0.179095030120102,Welch Two Sample t-test,two.sided,0.00331284978028323
pyrophosphate,-0.231070478088377,9.47682019944889,9.70789067753727,-2.58322373116857,0.0136964259338924,38.59039965709,-0.412062474811826,-0.0500784813649277,Welch Two Sample t-test,two.sided,0.017050652693213
sorbitol,-0.743685727674108,7.52075379019345,8.26443951786755,-4.29026032368293,9.64916802550504e-05,43.9272362943867,-1.09305152685093,-0.394319928497287,Welch Two Sample t-test,two.sided,0.000267545113434458
trehalose-6-phosphate,-0.546516726306233,5.05666609053942,5.60318281684566,-4.38947874058567,7.53002775537469e-05,41.9418879638811,-0.797790452750848,-0.295242999861619,Welch Two Sample t-test,two.sided,0.000218729377656122
uridine,-0.48323322043623,7.73704318741511,8.22027640785134,-3.39054049072758,0.00165700518151169,37.44109202357,-0.771899378089033,-0.194567062783428,Welch Two Sample t-test,two.sided,0.00331284978028323
xanthine,0.50615428959902,5.34802048119694,4.84186619159792,2.52597951519544,0.0157009233041957,39.079227012556,0.100874942815079,0.91143363638296,Welch Two Sample t-test,two.sided,0.018779535716783
