metabolite,estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,p.adj
2,5-dihydroxypyrazine ,0.824740904194095,7.54691312073637,6.72217221654227,6.58561492531106,6.78722327303353e-07,24.9457383735009,0.566788826625522,1.08269298176267,Welch Two Sample t-test,two.sided,3.39361163651677e-06
2-hydroxyglutaric acid,0.86952644602087,9.50395758408595,8.63443113806508,4.33415241084887,0.000160105419812787,29.0325102414562,0.459228284581106,1.27982460746064,Welch Two Sample t-test,two.sided,0.000403523427867819
3-phosphoglycerate,2.2101336912516,6.5451350940937,4.3350014028421,4.93487467482606,5.5996087146924e-05,22.8161720693644,1.28325117911264,3.13701620339057,Welch Two Sample t-test,two.sided,0.000227197115908792
6-deoxygalactofuranose ,0.869234017755481,7.26042427711225,6.39119025935677,2.95629448051999,0.00780828814206924,19.9922295971219,0.25588660605591,1.48258142945505,Welch Two Sample t-test,two.sided,0.0111546973458132
UDP-N-acetylglucosamine,1.5627838338869,7.10053569956089,5.53775186567399,12.1724817937822,6.46538531732645e-13,28.9800235033392,1.30019584403612,1.82537182373768,Welch Two Sample t-test,two.sided,8.08173164665806e-12
adenine,1.05401435143794,7.51866967544559,6.46465532400765,10.2879991835966,1.13339921863326e-11,31.9833746250022,0.845324526679256,1.26270417619663,Welch Two Sample t-test,two.sided,1.13339921863326e-10
adenosine,1.94814104518386,5.84732386232423,3.89918281714037,9.02059368604323,3.04224886076481e-10,31.5201124229777,1.507969989894,2.38831210047371,Welch Two Sample t-test,two.sided,2.17303490054629e-09
adenosine-5-monophosphate,1.00468035208171,7.01127919430383,6.00659884222212,2.38301137661987,0.0264462141333399,21.5300917338085,0.129225312502093,1.88013539166133,Welch Two Sample t-test,two.sided,0.0322514806504145
alpha-ketoglutarate,1.53484716996754,7.69612636298912,6.16127919302159,3.77047401595155,0.00170125858612739,15.8331544640186,0.671157497782164,2.39853684215291,Welch Two Sample t-test,two.sided,0.00327165112716806
aminomalonic acid,-0.791981363803686,9.43162641436423,10.2236077781679,-4.51695623758942,0.000136578883591287,24.4405067346733,-1.15351056270314,-0.430452164904231,Welch Two Sample t-test,two.sided,0.000379385787753576
