metabolite,estimate,estimate1,estimate2,statistic,p.value,parameter,conf.low,conf.high,method,alternative,p.adj
ciliatine,1.67337916870855,7.4502569491651,5.77687778045655,4.94033015349467,5.27390939350236e-05,23.2202508814431,0.973055005204848,2.37370333221225,Welch Two Sample t-test,two.sided,0.000227197115908792
citrulline,0.274658052790745,11.6855108889588,11.4108528361681,2.36501724193715,0.0243093428286551,31.7517690750006,0.0380290247861899,0.5112870807953,Welch Two Sample t-test,two.sided,0.0311658241393014
cysteine,0.775190000553533,9.27267176195931,8.49748176140578,2.87617968881799,0.00772063877548371,27.2857972924673,0.222450080129358,1.32792992097771,Welch Two Sample t-test,two.sided,0.0111546973458132
cytidine-5-monophosphate,1.5684802037006,6.04726609637685,4.47878589267625,9.32979740224233,2.56040698142074e-10,29.5915612832197,1.22494445200317,1.91201595539802,Welch Two Sample t-test,two.sided,2.13367248451729e-09
cytosine,0.561786424161459,5.53061057979763,4.96882415563618,3.4841759876157,0.00149058212517989,31.10464450696,0.232981347565899,0.890591500757018,Welch Two Sample t-test,two.sided,0.00298116425035978
dehydroascorbic acid,1.0302964566125,6.53904570256523,5.50874924595273,4.49242987807108,0.000161409371147128,23.2403048564831,0.556140625860765,1.50445228736423,Welch Two Sample t-test,two.sided,0.000403523427867819
ethanolamine,-1.13236135074452,10.1890144514059,11.3213758021504,-7.3862329486231,2.98344695623623e-08,30.2540470688804,-1.44534584136553,-0.819376860123503,Welch Two Sample t-test,two.sided,1.86465434764765e-07
fructose,0.977132326421161,5.95192651161585,4.97479418519469,4.7298932871842,6.36151924544616e-05,26.8736080199876,0.553158441171786,1.40110621167054,Welch Two Sample t-test,two.sided,0.000227197115908792
fructose-1-phosphate,2.50519912123158,6.13535876616163,3.63015964493005,4.50545213379977,0.000403096504278665,15.2419887809136,1.3216705562971,3.68872768616605,Welch Two Sample t-test,two.sided,0.000916128418815147
fructose-6-phosphate,3.54443378076134,8.54511016753925,5.00067638677791,25.675602674771,1.4463839461057e-19,25.1547303234964,3.2602098049795,3.82865775654317,Welch Two Sample t-test,two.sided,2.41063991017617e-18
galactose-6-phosphate,1.01960702049116,4.62411469114468,3.60450767065351,4.07716614791198,0.000779024001086257,17.0655611806751,0.492144236301618,1.54706980468071,Welch Two Sample t-test,two.sided,0.00169353043714404
glucose-1-phosphate,1.55903147788213,9.03663168717605,7.47760020929392,8.53679445389897,2.69842444521568e-07,15.7217946931745,1.17132639578222,1.94673655998203,Welch Two Sample t-test,two.sided,1.49912469178649e-06
glucose-6-phosphate,3.35174341912372,9.67886391300415,6.32712049388043,22.0257333964253,7.86918067847698e-21,31.8228436305673,3.04170748444111,3.66177935380633,Welch Two Sample t-test,two.sided,3.93459033923849e-19
glutathione,0.822254077418656,7.49976053528665,6.677506457868,4.32768067488453,0.000246803363596692,23.0972800827919,0.429303220716732,1.21520493412058,Welch Two Sample t-test,two.sided,0.000587627056182599
glycerol,0.521622201226851,10.5871443571678,10.065522155941,4.54006818494682,8.21832274518246e-05,30.5443486204167,0.287154554692198,0.756089847761504,Welch Two Sample t-test,two.sided,0.000268009076422153
glycine,-0.50744916180054,14.1197429773119,14.6271921391125,-4.61630168887854,8.5762904455089e-05,26.9470050931086,-0.73301836552635,-0.28187995807473,Welch Two Sample t-test,two.sided,0.000268009076422153
histidine,0.9059914766859,9.56469459490974,8.65870311822384,3.39184417256617,0.00252312379672452,22.8571664762008,0.353243669133312,1.45873928423849,Welch Two Sample t-test,two.sided,0.00450557820843664
hypotaurine,0.607297587232049,7.682726697153,7.07542910992095,2.96765409598471,0.00679767131313472,23.4849034597182,0.184452817892097,1.030142356572,Welch Two Sample t-test,two.sided,0.010621361426773
ketoisoleucine ,0.953383350958229,7.3516563551357,6.39827300417747,2.97764003485842,0.00669116722721385,23.2182720560841,0.291383148607682,1.61538355330878,Welch Two Sample t-test,two.sided,0.010621361426773
lactose ,-1.31705871416356,8.69866580628381,10.0157245204474,-4.7042319505355,0.000109663313702366,21.8660366164294,-1.89789383975413,-0.736223588572996,Welch Two Sample t-test,two.sided,0.000322539157948134
levoglucosan,0.728112172564228,7.0002237009594,6.27211152839517,3.8592083034816,0.00142320572325688,15.7584883364784,0.327653441419234,1.12857090370922,Welch Two Sample t-test,two.sided,0.00296501192345184
lysine,0.5519294188994,12.2942472689932,11.7423178500938,2.99415598652464,0.00559110007439459,28.9029379185287,0.174865866737956,0.928992971060844,Welch Two Sample t-test,two.sided,0.00931850012399099
methanolphosphate,-0.29262249981814,8.10637490634979,8.39899740616793,-2.4864839852906,0.0190031898340929,28.5660634805189,-0.533474787539495,-0.0517702120967859,Welch Two Sample t-test,two.sided,0.0250041971501223
nicotinamide,0.595938835798036,7.33415055023757,6.73821171443954,2.82162357478811,0.00972616052617625,22.8000258482499,0.158817458122465,1.03306021347361,Welch Two Sample t-test,two.sided,0.0135085562863559
ornithine,0.388328201845949,13.0004195895072,12.6120913876613,2.86235507890958,0.00735735647389382,31.9931547908362,0.111980481790103,0.664675921901796,Welch Two Sample t-test,two.sided,0.01114750980893
oxamic acid,-0.512535032326642,6.83994062276926,7.35247565509591,-2.28080123089938,0.0349719979106753,17.9815398425501,-0.984682879021316,-0.0403871856319671,Welch Two Sample t-test,two.sided,0.0406651138496224
phosphate,0.960811882633426,12.2451791219893,11.2843672393559,2.74967481496029,0.0116462640056818,22.1658084134757,0.236457851439331,1.68516591382752,Welch Two Sample t-test,two.sided,0.0157381946022727
pyrophosphate,1.85290153213515,11.329721731584,9.47682019944889,20.2833039529778,8.21463016751596e-20,31.9471277305423,1.66681341199971,2.0389896522706,Welch Two Sample t-test,two.sided,2.05365754187899e-18
saccharic acid,1.34072064374382,4.63670915018957,3.29598850644575,4.75674433369466,6.1076228234443e-05,26.5095162768775,0.761897213113752,1.91954407437388,Welch Two Sample t-test,two.sided,0.000227197115908792
salicylic acid,0.651361019027934,5.81828254803417,5.16692152900624,2.20994244233989,0.0426866779869502,15.3523165654538,0.024388438698833,1.27833359935704,Welch Two Sample t-test,two.sided,0.0485075886215343
taurine,0.629342082750599,14.1637624229639,13.5344203402133,3.27458659344111,0.00277445873354604,28.5494821087867,0.236000238883322,1.02268392661788,Welch Two Sample t-test,two.sided,0.00478354954059662
terephthalic acid,0.514750223096256,6.93796240879626,6.4232121857,2.41227841193466,0.0258938075624427,19.4135734016934,0.0687680135262237,0.960732432666287,Welch Two Sample t-test,two.sided,0.0322514806504145
trehalose-6-phosphate,0.927329600957528,5.98399569149695,5.05666609053942,3.82240659917192,0.00200991569195625,13.3969539071284,0.404790647291813,1.44986855462324,Welch Two Sample t-test,two.sided,0.00372206609621527
uric acid,0.726826818966518,6.90582630675862,6.1789994877921,2.3430363435039,0.0319987693247646,16.4415616143297,0.0706493096046984,1.38300432832834,Welch Two Sample t-test,two.sided,0.0380937730056722
